,BEGIN_TIME,EVENT_ID,END_TIME,EVENT_TYPE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,BEGIN_DATE,END_DATE,AFFECTED,DAMAGE,LABEL
0,1115.0,200363.0,1245.0,Flash Flood,34.0,-81.02,33.9952,-81.0422,12/2009/25,12/2009/25,0,4000.0,1
1,1200.0,200364.0,1245.0,Flash Flood,34.08,-81.18,33.9576,-81.1299,12/2009/25,12/2009/25,0,8000.0,1
2,1200.0,200366.0,1245.0,Flash Flood,34.095,-80.9706,34.0865,-81.1845,12/2009/25,12/2009/25,0,8000.0,1
3,1300.0,200369.0,1415.0,Flash Flood,34.72,-80.77,34.2845,-81.2164,12/2009/25,12/2009/25,0,10000.0,1
4,1300.0,200370.0,1415.0,Flash Flood,34.72,-80.77,34.2845,-81.2164,12/2009/25,12/2009/25,0,10000.0,1
5,1709.0,206405.0,1800.0,Flash Flood,35.42,-89.5678,35.4269,-89.5327,12/2009/8,12/2009/8,0,0.0,1
6,1325.0,203911.0,1325.0,Flood,45.5068,-122.51899999999999,45.5025,-122.5191,11/2009/7,11/2009/7,0,0.0,1
7,1500.0,203912.0,1500.0,Flood,45.5308,-122.82600000000001,45.5274,-122.8271,11/2009/7,11/2009/7,0,0.0,1
8,3.0,200498.0,130.0,Flash Flood,38.6694,-92.7964,38.6016,-92.7895,10/2009/30,10/2009/30,0,0.0,1
9,2045.0,200499.0,530.0,Flash Flood,38.78,-90.5,38.7155,-90.5768,10/2009/29,10/2009/30,0,0.0,1
10,850.0,206702.0,1050.0,Flood,30.1416,-85.75299999999999,30.1415,-85.7528,12/2009/2,12/2009/2,0,0.0,1
11,1115.0,206703.0,1315.0,Flood,29.8176,-85.3051,29.8276,-85.3097,12/2009/2,12/2009/2,0,0.0,1
12,1420.0,206705.0,1620.0,Flood,30.0421,-84.38799999999999,30.0426,-84.38799999999999,12/2009/2,12/2009/2,0,0.0,1
13,1833.0,199169.0,2030.0,Flash Flood,33.461,-94.0432,33.4598,-94.0384,11/2009/29,11/2009/29,0,10000.0,1
14,1721.0,200409.0,0.0,Flash Flood,39.22,-92.13,38.6984,-92.2742,10/2009/22,10/2009/23,0,0.0,1
15,1740.0,200410.0,0.0,Flash Flood,39.9566,-92.2989,40.2942,-92.3058,10/2009/22,10/2009/23,0,0.0,1
16,1740.0,200411.0,0.0,Flash Flood,39.9282,-91.9092,39.9024,-92.2591,10/2009/22,10/2009/23,0,0.0,1
17,1740.0,200412.0,0.0,Flash Flood,39.04,-92.0922,38.6115,-92.1561,10/2009/22,10/2009/23,0,0.0,1
18,1740.0,200413.0,0.0,Flash Flood,39.5109,-92.0524,39.4176,-92.084,10/2009/22,10/2009/23,0,0.0,1
19,216.0,200415.0,400.0,Flash Flood,38.6818,-90.3042,38.5503,-90.3392,10/2009/23,10/2009/23,0,0.0,1
20,2005.0,201416.0,0.0,Flash Flood,37.7399,-93.2108,37.7407,-93.2062,11/2009/15,11/2009/16,0,0.0,1
21,2005.0,201417.0,0.0,Flash Flood,38.44,-92.99,38.44,-92.9871,11/2009/15,11/2009/16,0,0.0,1
22,0.0,198739.0,1300.0,Flood,41.4888,-92.8635,41.318999999999996,-92.417,11/2009/1,11/2009/3,0,10000.0,1
23,0.0,199207.0,2359.0,Flood,32.9442,-93.5184,32.7412,-93.5307,11/2009/1,11/2009/30,0,100000.0,1
24,1553.0,200490.0,530.0,Flash Flood,38.7139,-91.443,38.8782,-91.4282,10/2009/29,10/2009/30,0,0.0,1
25,1445.0,186658.0,1530.0,Flash Flood,42.52,-71.2,42.2646,-71.3925,07/2009/7,07/2009/7,0,50000.0,1
26,545.0,200268.0,1700.0,Flash Flood,39.1317,-91.5848,38.8884,-91.5827,10/2009/8,10/2009/8,0,0.0,1
27,550.0,200269.0,1700.0,Flash Flood,39.1982,-90.7587,39.1785,-91.098,10/2009/8,10/2009/8,0,0.0,1
28,600.0,183737.0,630.0,Flash Flood,31.8855,-102.3757,31.8843,-102.3743,06/2009/20,06/2009/20,0,0.0,1
29,730.0,202215.0,1200.0,Flood,35.04,-82.2191,35.0368,-82.2191,11/2009/11,11/2009/11,0,0.0,1
30,900.0,202216.0,1900.0,Flood,35.353,-80.679,35.3,-80.66,11/2009/11,11/2009/11,0,0.0,1
31,1200.0,203393.0,1730.0,Flash Flood,38.5772,-92.0242,38.7091,-91.7606,11/2009/15,11/2009/15,0,0.0,1
32,1510.0,203396.0,2100.0,Flash Flood,38.5541,-92.0174,38.6775,-91.7702,11/2009/15,11/2009/15,0,0.0,1
33,555.0,200270.0,1700.0,Flash Flood,38.7337,-92.0874,38.722,-91.71799999999999,10/2009/8,10/2009/8,0,0.0,1
34,914.0,200271.0,1700.0,Flash Flood,38.678000000000004,-90.7807,38.8622,-90.7869,10/2009/8,10/2009/8,0,0.0,1
35,950.0,200272.0,1700.0,Flash Flood,39.3196,-91.4648,39.3162,-92.0393,10/2009/8,10/2009/8,0,0.0,1
36,1015.0,200274.0,1700.0,Flash Flood,38.76,-91.1852,38.8488,-91.1961,10/2009/8,10/2009/8,0,0.0,1
37,600.0,202269.0,1000.0,Flood,35.312,-82.654,35.191,-82.835,11/2009/11,11/2009/11,0,0.0,1
38,1100.0,202271.0,1500.0,Flood,34.595,-82.2888,34.5943,-82.2432,11/2009/11,11/2009/11,0,0.0,1
39,1950.0,197318.0,2154.0,Flash Flood,35.024,-86.6648,35.0222,-86.665,09/2009/20,09/2009/20,0,0.0,1
40,1950.0,197319.0,2154.0,Flash Flood,35.3189,-86.5435,35.2775,-86.5519,09/2009/20,09/2009/20,0,0.0,1
41,300.0,202209.0,600.0,Flash Flood,35.425,-82.59200000000001,35.265,-82.529,11/2009/11,11/2009/11,0,5000.0,1
42,1802.0,181974.0,1930.0,Flash Flood,29.2756,-103.3079,29.2654,-103.2818,06/2009/16,06/2009/16,0,0.0,1
43,700.0,202212.0,900.0,Flash Flood,35.353,-80.679,35.3,-80.66,11/2009/11,11/2009/11,0,0.0,1
44,615.0,202213.0,730.0,Flash Flood,35.04,-82.2191,35.0368,-82.2191,11/2009/11,11/2009/11,0,0.0,1
45,600.0,202214.0,1200.0,Flood,35.425,-82.59200000000001,35.265,-82.529,11/2009/11,11/2009/11,0,0.0,1
46,1915.0,200408.0,0.0,Flood,34.2166,-85.949,34.2103,-85.9492,10/2009/15,10/2009/16,0,0.0,1
47,530.0,200267.0,1700.0,Flash Flood,39.05,-92.18,38.7616,-92.1925,10/2009/8,10/2009/8,0,0.0,1
48,2155.0,169699.0,2255.0,Flash Flood,33.7,-80.22,33.6795,-80.2326,07/2009/6,07/2009/6,0,2000.0,1
49,200.0,202019.0,400.0,Flood,36.7777,-83.1747,36.7571,-83.1765,12/2009/9,12/2009/9,0,0.0,1
50,200.0,202021.0,545.0,Flood,36.7684,-83.70100000000001,36.7637,-83.7149,12/2009/9,12/2009/9,0,0.0,1
51,1400.0,197967.0,1500.0,Flood,33.4801,-88.8243,33.4343,-88.8094,10/2009/12,10/2009/12,0,100000.0,1
52,1400.0,197975.0,1500.0,Flood,33.51,-88.4,33.5098,-88.3673,10/2009/12,10/2009/12,0,50000.0,1
53,836.0,198427.0,1130.0,Flash Flood,43.41,-95.12,43.41,-95.09,10/2009/1,10/2009/1,0,0.0,1
54,200.0,202022.0,545.0,Flood,36.7837,-83.5897,36.7623,-83.5763,12/2009/9,12/2009/9,0,0.0,1
55,200.0,202856.0,700.0,Flood,37.844,-83.4274,37.8266,-83.4336,12/2009/9,12/2009/9,0,5000.0,1
56,1305.0,203909.0,1305.0,Flood,45.53,-122.94,45.4987,-122.9569,11/2009/7,11/2009/7,0,0.0,1
57,1315.0,203910.0,1315.0,Flood,45.5196,-122.6261,45.5151,-122.626,11/2009/7,11/2009/7,0,0.0,1
58,950.0,200296.0,1140.0,Flash Flood,33.73,-90.57,33.7462,-90.4848,10/2009/12,10/2009/12,0,325000.0,1
59,1930.0,200396.0,2100.0,Flash Flood,32.18,-91.23,31.9966,-91.2868,10/2009/13,10/2009/13,0,400000.0,1
60,1700.0,200492.0,530.0,Flash Flood,38.484,-90.743,38.2177,-90.8205,10/2009/29,10/2009/30,0,0.0,1
61,1910.0,200493.0,530.0,Flash Flood,38.9352,-90.7258,39.1876,-90.7553,10/2009/29,10/2009/30,0,0.0,1
62,1935.0,200494.0,130.0,Flash Flood,40.2973,-92.303,39.9834,-92.2989,10/2009/29,10/2009/30,0,0.0,1
63,2007.0,200495.0,130.0,Flash Flood,39.6304,-92.2801,39.629,-92.1878,10/2009/29,10/2009/30,0,0.0,1
64,2013.0,200497.0,130.0,Flash Flood,39.6337,-92.1782,39.3789,-92.2275,10/2009/29,10/2009/30,0,0.0,1
65,800.0,186491.0,930.0,Flash Flood,42.43,-71.75,42.4559,-71.6721,07/2009/2,07/2009/2,0,5000.0,1
66,1032.0,186494.0,1130.0,Flash Flood,41.7,-71.15,41.6778,-71.1667,07/2009/2,07/2009/2,0,0.0,1
67,508.0,199742.0,1315.0,Flash Flood,22.2123,-159.4774,22.2121,-159.4756,11/2009/26,11/2009/26,0,0.0,1
68,1330.0,198397.0,1330.0,Flash Flood,29.5299,-97.4247,29.5233,-97.4831,11/2009/20,11/2009/20,0,0.0,1
69,1330.0,198398.0,1330.0,Flash Flood,29.3,-97.89,29.3277,-97.9239,11/2009/20,11/2009/20,0,0.0,1
70,900.0,201356.0,1300.0,Flash Flood,36.0928,-79.81,36.0917,-79.8049,11/2009/11,11/2009/11,0,0.0,1
71,720.0,201357.0,900.0,Flash Flood,36.0916,-79.7944,36.0908,-79.7948,11/2009/12,11/2009/12,0,0.0,1
72,700.0,207583.0,900.0,Flood,35.4934,-83.3222,35.4615,-83.3253,12/2009/9,12/2009/9,0,5000.0,1
73,700.0,207584.0,900.0,Flood,35.4332,-83.4472,35.4266,-83.4417,12/2009/9,12/2009/9,0,0.0,1
74,939.0,201849.0,1045.0,Flash Flood,38.0071,-78.7203,38.0053,-78.7213,11/2009/19,11/2009/19,0,5000.0,1
75,1418.0,206400.0,1830.0,Flash Flood,35.43,-88.67,35.4313,-88.6085,12/2009/8,12/2009/8,0,0.0,1
76,1554.0,206401.0,1800.0,Flash Flood,34.8636,-90.0477,34.8672,-90.0156,12/2009/8,12/2009/8,0,0.0,1
77,1614.0,206402.0,1830.0,Flash Flood,35.27,-89.0,35.2003,-88.9843,12/2009/8,12/2009/8,0,0.0,1
78,1200.0,207431.0,1330.0,Flash Flood,35.1716,-80.7861,35.1691,-80.7861,12/2009/25,12/2009/25,0,0.0,1
79,950.0,201358.0,1200.0,Flash Flood,36.4533,-77.6685,36.4529,-77.6674,11/2009/12,11/2009/12,0,0.0,1
80,1019.0,201359.0,1200.0,Flash Flood,36.4345,-77.62899999999999,36.4339,-77.6291,11/2009/12,11/2009/12,0,0.0,1
81,645.0,198391.0,645.0,Flash Flood,29.6364,-99.005,29.6421,-98.994,11/2009/20,11/2009/20,0,0.0,1
82,1115.0,198392.0,1115.0,Flash Flood,29.3647,-98.7947,29.3496,-98.7959,11/2009/20,11/2009/20,0,0.0,1
83,1115.0,198393.0,1115.0,Flash Flood,29.2756,-97.6084,29.2833,-97.6477,11/2009/20,11/2009/20,0,0.0,1
84,1030.0,196308.0,1130.0,Flood,30.1148,-94.1628,30.0453,-94.1673,09/2009/9,09/2009/9,0,0.0,1
85,1330.0,196312.0,1430.0,Flood,30.1716,-93.2351,30.1658,-93.2353,09/2009/28,09/2009/28,0,0.0,1
86,300.0,199690.0,2000.0,Flood,37.2582,-86.9808,37.2599,-86.9758,11/2009/1,11/2009/4,0,0.0,1
87,900.0,200151.0,1900.0,Flood,37.2686,-89.5321,37.285,-89.5272,11/2009/19,11/2009/24,0,0.0,1
88,834.0,199528.0,900.0,Flash Flood,34.0,-81.02,33.9965,-81.0302,12/2009/9,12/2009/9,0,2000.0,1
89,1155.0,198394.0,1155.0,Flash Flood,29.5101,-98.3771,29.5018,-98.5941,11/2009/20,11/2009/20,0,0.0,1
90,1235.0,198395.0,1235.0,Flash Flood,29.1156,-98.1484,29.1471,-98.0753,11/2009/20,11/2009/20,0,0.0,1
91,1441.0,201412.0,2000.0,Flash Flood,38.0048,-92.7371,38.0163,-92.7074,11/2009/15,11/2009/15,0,0.0,1
92,1449.0,201413.0,2000.0,Flash Flood,38.35,-92.58,38.3675,-92.6662,11/2009/15,11/2009/15,0,0.0,1
93,1449.0,201414.0,2000.0,Flash Flood,38.43,-92.84,38.4039,-92.8376,11/2009/15,11/2009/15,0,0.0,1
94,1900.0,201415.0,0.0,Flash Flood,37.7155,-93.2538,37.6984,-93.2583,11/2009/15,11/2009/16,0,0.0,1
95,1611.0,208311.0,2000.0,Flash Flood,34.2771,-118.1504,34.289,-118.0732,12/2009/12,12/2009/12,0,0.0,1
96,1130.0,199214.0,1330.0,Flash Flood,36.409,-89.35,36.38,-89.38600000000001,10/2009/30,10/2009/30,0,5000.0,1
97,1900.0,208712.0,2000.0,Flash Flood,31.8691,-85.2072,31.8732,-85.2251,12/2009/14,12/2009/14,0,25000.0,1
98,706.0,203045.0,930.0,Flash Flood,33.0457,-93.4772,33.0457,-93.0927,12/2009/24,12/2009/24,0,0.0,1
99,706.0,203046.0,945.0,Flash Flood,32.2211,-92.84,32.2293,-93.1503,12/2009/24,12/2009/24,0,0.0,1
100,50.0,203050.0,445.0,Flash Flood,33.6159,-94.165,33.5982,-94.1686,12/2009/24,12/2009/24,0,0.0,1
101,500.0,146440.0,1600.0,Flood,44.72,-123.92,44.7147,-123.9315,01/2009/2,01/2009/2,0,0.0,1
102,1115.0,146445.0,1300.0,Flood,45.48,-123.12,45.4905,-123.0946,01/2009/2,01/2009/4,0,0.0,1
103,1800.0,146500.0,1400.0,Flood,44.75,-123.2,44.7628,-123.2251,01/2009/2,01/2009/3,0,0.0,1
104,330.0,146503.0,1700.0,Flood,45.2342,-122.7581,45.2382,-122.7558,01/2009/3,01/2009/5,0,0.0,1
105,630.0,146504.0,2230.0,Flood,45.4844,-122.5801,45.4885,-122.5921,01/2009/2,01/2009/2,0,0.0,1
106,1130.0,146505.0,900.0,Flood,44.5308,-123.3664,44.5304,-123.3364,01/2009/2,01/2009/3,0,0.0,1
107,1430.0,146507.0,730.0,Flood,44.6754,-123.0122,44.6704,-122.9686,01/2009/2,01/2009/3,0,0.0,1
108,706.0,203047.0,930.0,Flash Flood,32.9811,-93.1627,32.995,-92.921,12/2009/24,12/2009/24,0,0.0,1
109,0.0,199906.0,300.0,Flash Flood,37.9,-92.59,37.9119,-92.5942,10/2009/30,10/2009/30,0,0.0,1
110,0.0,199907.0,300.0,Flash Flood,37.87,-92.59,37.8727,-92.5914,10/2009/30,10/2009/30,0,0.0,1
111,0.0,199908.0,300.0,Flash Flood,37.02,-91.28,37.0126,-91.3057,10/2009/30,10/2009/30,0,0.0,1
112,403.0,149147.0,2200.0,Flood,45.4787,-123.8523,45.4785,-123.8369,01/2009/8,01/2009/8,0,0.0,1
113,700.0,149148.0,2100.0,Flood,45.45,-123.71,45.4429,-123.7197,01/2009/8,01/2009/8,0,0.0,1
114,1100.0,149149.0,2000.0,Flood,45.72,-123.89,45.7111,-123.8885,01/2009/8,01/2009/9,0,0.0,1
115,1030.0,149150.0,1430.0,Flood,45.3966,-121.583,45.3953,-121.5646,01/2009/7,01/2009/8,0,0.0,1
116,1700.0,149151.0,2235.0,Flood,45.47,-123.12,45.4689,-123.1291,01/2009/8,01/2009/9,0,0.0,1
117,2230.0,149152.0,2129.0,Flood,44.75,-123.2,44.7843,-123.1622,01/2009/8,01/2009/9,0,0.0,1
118,429.0,203041.0,530.0,Flash Flood,32.3975,-93.7669,32.3919,-93.7658,12/2009/24,12/2009/24,0,0.0,1
119,600.0,206790.0,1730.0,Flood,35.2905,-91.7077,35.2743,-91.7393,12/2009/24,12/2009/25,0,100000.0,1
120,2330.0,201981.0,1418.0,Flood,34.8624,-92.1446,34.8443,-92.1672,12/2009/24,12/2009/26,0,10000.0,1
121,2100.0,202262.0,1100.0,Flood,35.2022,-91.7213,35.1811,-91.7214,12/2009/24,12/2009/25,0,25000.0,1
122,1200.0,202410.0,1800.0,Flood,34.7673,-92.2326,34.7588,-92.2351,12/2009/24,12/2009/27,0,300000.0,1
123,925.0,149141.0,2300.0,Flood,45.9607,-123.9282,45.9748,-123.9299,01/2009/7,01/2009/8,0,0.0,1
124,2000.0,149142.0,1000.0,Flood,46.0295,-123.9107,46.0301,-123.9136,01/2009/7,01/2009/8,0,0.0,1
125,515.0,149143.0,400.0,Flood,45.98,-123.53,46.0238,-123.7006,01/2009/8,01/2009/9,0,0.0,1
126,1805.0,199918.0,2100.0,Flood,37.6,-92.32,37.605,-92.3662,10/2009/30,10/2009/30,0,0.0,1
127,15.0,151426.0,2130.0,Flood,37.05,-86.52,37.0569,-86.4703,01/2009/29,01/2009/30,0,10000.0,1
128,2220.0,151428.0,1800.0,Flood,37.2545,-85.9024,37.2648,-85.9066,01/2009/29,01/2009/31,0,10000.0,1
129,2210.0,151429.0,600.0,Flood,37.1811,-86.6329,37.1886,-86.6349,01/2009/29,01/2009/30,0,7000.0,1
130,1900.0,205602.0,2200.0,Flash Flood,34.7276,-92.5551,34.7208,-92.557,12/2009/26,12/2009/26,0,30000.0,1
131,2315.0,204647.0,15.0,Flash Flood,35.77,-78.69,35.7697,-78.6896,12/2009/2,12/2009/3,0,0.0,1
132,2315.0,204648.0,30.0,Flash Flood,35.7868,-78.7199,35.7862,-78.7206,12/2009/2,12/2009/3,0,0.0,1
133,2340.0,204649.0,40.0,Flash Flood,35.84,-78.68,35.839,-78.6814,12/2009/2,12/2009/3,0,0.0,1
134,35.0,204650.0,200.0,Flash Flood,36.1,-78.46,36.1001,-78.4574,12/2009/3,12/2009/3,0,0.0,1
135,726.0,172707.0,1126.0,Flash Flood,37.93,-95.4,37.9512,-95.3366,05/2009/8,05/2009/8,0,35100.0,1
136,647.0,172708.0,1100.0,Flash Flood,37.9496,-96.8156,38.0676,-96.8939,05/2009/8,05/2009/8,0,15000.0,1
137,730.0,149145.0,1400.0,Flood,46.0,-123.25,45.9998,-123.25399999999999,01/2009/7,01/2009/8,0,0.0,1
138,400.0,149146.0,859.0,Flood,46.1,-123.21,46.1047,-123.2095,01/2009/8,01/2009/9,0,0.0,1
139,428.0,172701.0,628.0,Flood,38.23,-97.77,38.2382,-97.6328,05/2009/8,05/2009/8,0,200.0,1
140,727.0,172706.0,1127.0,Flash Flood,37.53,-95.82,37.5152,-95.6278,05/2009/8,05/2009/8,0,80000.0,1
141,1600.0,199919.0,1800.0,Flash Flood,35.709,-90.52,35.6689,-90.5529,10/2009/13,10/2009/13,0,1000.0,1
142,725.0,172709.0,1125.0,Flash Flood,37.87,-95.74,37.8868,-95.6786,05/2009/8,05/2009/8,0,200.0,1
143,0.0,150691.0,1156.0,Flood,38.9977,-93.2133,38.9898,-93.21,01/2009/1,01/2009/1,0,0.0,1
144,1800.0,201676.0,2000.0,Flash Flood,36.33,-90.38,36.3485,-90.1648,10/2009/30,10/2009/30,0,0.0,1
145,700.0,146509.0,1700.0,Flood,45.3973,-122.5089,45.3881,-122.5703,01/2009/2,01/2009/3,0,0.0,1
146,1130.0,146510.0,1400.0,Flood,45.2774,-122.7197,45.2632,-122.7365,01/2009/2,01/2009/3,0,0.0,1
147,145.0,146511.0,2230.0,Flood,45.3543,-121.9458,45.3871,-122.0409,01/2009/2,01/2009/2,0,0.0,1
148,2010.0,209012.0,2110.0,Flash Flood,31.2349,-89.0899,31.2306,-89.0878,12/2009/14,12/2009/14,0,0.0,1
149,742.0,203048.0,945.0,Flash Flood,32.1827,-93.2932,32.1879,-93.4305,12/2009/24,12/2009/24,0,0.0,1
150,1900.0,141617.0,0.0,Flood,46.7333,-120.726,46.6487,-120.6172,01/2009/8,01/2009/10,0,0.0,1
151,2100.0,141618.0,2100.0,Flood,46.7036,-120.486,46.5078,-120.4678,01/2009/7,01/2009/10,0,0.0,1
152,1300.0,141624.0,2100.0,Flood,46.0427,-118.4929,46.0361,-118.7159,01/2009/8,01/2009/9,0,0.0,1
153,1500.0,200603.0,1800.0,Flash Flood,35.3568,-90.47,35.27,-90.5764,10/2009/30,10/2009/30,0,1000.0,1
154,1330.0,200604.0,1600.0,Flash Flood,36.1224,-90.48,36.05,-90.5695,10/2009/30,10/2009/30,0,1000.0,1
155,1830.0,146433.0,230.0,Flood,45.458999999999996,-123.8417,45.4725,-123.8429,01/2009/2,01/2009/3,0,0.0,1
156,1400.0,208703.0,1800.0,Flash Flood,32.0768,-85.5485,32.0704,-85.5334,12/2009/14,12/2009/14,0,10000.0,1
157,1830.0,208705.0,2000.0,Flash Flood,32.5613,-85.0661,32.5599,-85.0691,12/2009/14,12/2009/14,0,5000.0,1
158,1945.0,208709.0,2130.0,Flash Flood,33.7502,-88.1105,33.7558,-88.1086,12/2009/24,12/2009/24,0,5000.0,1
159,50.0,199910.0,400.0,Flash Flood,37.86,-91.77,37.8634,-91.7762,10/2009/30,10/2009/30,0,10000.0,1
160,1035.0,196171.0,1200.0,Flash Flood,35.1684,-90.1725,35.1556,-90.1263,09/2009/18,09/2009/18,0,0.0,1
161,1245.0,196180.0,1400.0,Flash Flood,34.57,-89.12,34.5615,-89.0964,09/2009/18,09/2009/18,0,0.0,1
162,1355.0,196182.0,1545.0,Flash Flood,34.7095,-88.9749,34.7299,-88.9498,09/2009/18,09/2009/18,0,0.0,1
163,1600.0,196184.0,1745.0,Flash Flood,34.83,-88.32,34.8324,-88.2975,09/2009/18,09/2009/18,0,0.0,1
164,930.0,196190.0,1130.0,Flash Flood,34.62,-90.15,34.6317,-90.2012,09/2009/20,09/2009/20,0,0.0,1
165,1017.0,196193.0,1117.0,Flash Flood,35.1262,-89.7974,35.1242,-89.8019,09/2009/20,09/2009/20,0,0.0,1
166,0.0,147907.0,936.0,Flood,39.0558,-87.6113,39.0515,-87.5705,01/2009/1,01/2009/8,0,5000.0,1
167,2300.0,204645.0,30.0,Flash Flood,36.0,-78.8,36.0048,-78.7971,12/2009/2,12/2009/3,0,0.0,1
168,2303.0,204646.0,30.0,Flash Flood,35.9735,-78.5341,35.9694,-78.5335,12/2009/2,12/2009/3,0,0.0,1
169,1715.0,174729.0,2100.0,Flash Flood,41.4824,-88.1907,41.4824,-87.9682,06/2009/16,06/2009/16,0,0.0,1
170,1730.0,197156.0,1800.0,Flash Flood,34.7315,-111.9745,34.7332,-112.0269,09/2009/12,09/2009/12,0,2000.0,1
171,1700.0,152654.0,911.0,Flood,38.6694,-87.5636,38.6832,-87.5298,01/2009/2,01/2009/7,0,0.0,1
172,1914.0,152652.0,2314.0,Flood,40.1969,-85.3754,40.2028,-85.3869,01/2009/6,01/2009/6,0,0.0,1
173,130.0,208329.0,430.0,Flash Flood,34.2331,-118.2238,34.2385,-118.2227,12/2009/13,12/2009/13,0,0.0,1
174,700.0,196158.0,815.0,Flash Flood,34.978,-90.7567,35.02,-90.68,09/2009/18,09/2009/18,0,0.0,1
175,828.0,196160.0,900.0,Flash Flood,35.0622,-88.3781,35.0531,-88.3819,09/2009/18,09/2009/18,0,0.0,1
176,900.0,196162.0,1000.0,Flash Flood,33.8776,-89.9586,33.8621,-90.07,09/2009/18,09/2009/18,0,60000.0,1
177,2030.0,208673.0,100.0,Flash Flood,33.76,-88.11,33.7629,-88.1189,12/2009/8,12/2009/9,0,100000.0,1
178,715.0,201980.0,1550.0,Flood,34.9434,-92.0991,34.9144,-92.0974,12/2009/24,12/2009/24,0,10000.0,1
179,945.0,196165.0,1200.0,Flash Flood,35.0764,-90.0872,35.1362,-90.0628,09/2009/18,09/2009/18,0,40000.0,1
180,1100.0,196166.0,1245.0,Flash Flood,35.7,-88.13,35.6646,-88.0946,09/2009/18,09/2009/18,0,0.0,1
181,1218.0,196172.0,1400.0,Flash Flood,34.9062,-88.5062,34.9062,-88.4729,09/2009/18,09/2009/18,0,0.0,1
182,2230.0,208687.0,100.0,Flash Flood,34.2187,-88.1474,34.1449,-88.1653,12/2009/8,12/2009/9,0,50000.0,1
183,700.0,172663.0,1100.0,Flood,37.0809,-95.6889,37.0864,-95.6133,05/2009/8,05/2009/8,0,25100.0,1
184,1500.0,196802.0,1700.0,Flash Flood,34.679,-88.55,34.65,-88.5852,09/2009/20,09/2009/20,0,2000.0,1
185,1950.0,197322.0,2154.0,Flash Flood,35.3313,-86.5302,35.2775,-86.4059,09/2009/20,09/2009/20,0,0.0,1
186,1445.0,197341.0,1617.0,Flash Flood,34.6724,-87.3146,34.6628,-87.3148,09/2009/25,09/2009/25,0,0.0,1
187,800.0,207429.0,1200.0,Flash Flood,35.3907,-82.4234,35.3111,-82.4815,12/2009/25,12/2009/25,0,0.0,1
188,415.0,198919.0,515.0,Flash Flood,36.2589,-91.0032,36.2433,-90.9563,10/2009/9,10/2009/9,0,1000.0,1
189,1941.0,199090.0,2230.0,Flash Flood,34.27,-88.72,34.2188,-88.7819,10/2009/13,10/2009/13,0,1000.0,1
190,2015.0,199092.0,2215.0,Flash Flood,34.3658,-89.0,34.25,-89.1401,10/2009/13,10/2009/13,0,1000.0,1
191,1400.0,196803.0,1500.0,Flash Flood,35.1234,-90.77,35.08,-90.8231,09/2009/21,09/2009/21,0,1000.0,1
192,1520.0,196805.0,1650.0,Flash Flood,35.8166,-90.7068,35.7993,-90.7379,09/2009/21,09/2009/21,0,1000.0,1
193,1715.0,196854.0,1930.0,Flash Flood,33.7425,-88.3248,33.82,-88.3061,09/2009/23,09/2009/23,0,1000.0,1
194,1900.0,196855.0,2130.0,Flash Flood,34.9832,-88.9779,34.9168,-88.9779,09/2009/23,09/2009/23,0,10000.0,1
195,2100.0,196856.0,2300.0,Flash Flood,33.7481,-90.2015,33.7576,-90.3,09/2009/23,09/2009/23,0,1000.0,1
196,1630.0,196925.0,1900.0,Flash Flood,33.899,-89.18,33.87,-89.2149,09/2009/24,09/2009/24,0,1000.0,1
197,320.0,207602.0,415.0,Flash Flood,33.8786,-116.5602,33.8984,-116.5519,12/2009/13,12/2009/13,0,100000.0,1
198,1400.0,202341.0,800.0,Flood,36.93,-90.75,37.0442,-90.791,12/2009/24,12/2009/25,0,0.0,1
199,1700.0,202355.0,1000.0,Flood,36.6,-89.53,36.5924,-89.8023,12/2009/24,12/2009/25,0,0.0,1
200,1610.0,161775.0,1830.0,Flash Flood,39.47,-92.22,39.48,-92.0,03/2009/24,03/2009/24,0,0.0,1
201,900.0,157247.0,2320.0,Flood,40.1878,-87.4263,40.1418,-87.4014,03/2009/9,03/2009/22,0,0.0,1
202,1530.0,156281.0,845.0,Flood,38.9967,-87.5939,39.0528,-87.5864,02/2009/11,02/2009/26,0,0.0,1
203,1400.0,161516.0,1000.0,Flood,42.9998,-78.1939,42.9972,-78.1923,03/2009/8,03/2009/9,0,10000.0,1
204,1000.0,145886.0,2100.0,Flood,37.87,-83.92,37.8054,-83.8806,01/2009/28,01/2009/29,0,0.0,1
205,1800.0,157252.0,550.0,Flood,39.7377,-87.3858,39.7381,-87.3592,03/2009/11,03/2009/21,0,0.0,1
206,800.0,156282.0,1430.0,Flood,38.6979,-87.5155,38.7368,-87.4962,02/2009/14,02/2009/24,0,0.0,1
207,915.0,156283.0,620.0,Flood,38.6955,-87.52600000000001,38.7522,-87.5109,02/2009/13,02/2009/25,0,0.0,1
208,1700.0,156284.0,1145.0,Flash Flood,38.3803,-87.7821,38.4621,-87.7602,02/2009/13,02/2009/23,0,0.0,1
209,300.0,161517.0,900.0,Flood,43.0991,-78.6474,43.0863,-78.6455,03/2009/10,03/2009/12,0,10000.0,1
210,1715.0,156883.0,645.0,Flood,38.9789,-86.9667,39.05,-87.0,02/2009/11,02/2009/18,0,0.0,1
