Latitude,Longitude
37.14375,-119.301896
37.112908,-105.412133
37.110637,-119.881035
37.081222,-118.973044
37.053543,-118.221648
37.002085,-119.702082
37.003905,-118.967372
36.939635,-111.485228
36.877728,-119.66449
36.877279,-105.278125
36.831978,-119.321848
36.801492,-107.609481
36.711336,-106.875782
36.666231,-106.70481
36.594947,-106.732989
36.418267,-119.001457
36.237769,-106.42863
36.139904,-117.948226
36.11878,-114.911491
36.062301,-118.92174
36.018191,-114.735006
35.665523,-105.228825
35.648325,-118.481266
35.61975,-106.317485
35.394321,-106.548993
35.2317,-119.291082
35.20227,-114.572791
35.07962,-111.533878
34.932666,-110.292872
34.645013,-118.764728
34.585417,-119.979533
34.578113,-118.384479
34.562378,-118.632367
34.552889,-111.186458
34.520378,-118.605333
34.462147,-118.753391
34.373168,-119.335644
34.368424,-109.380173
34.29787,-118.481293
34.29867,-114.138725
34.285377,-114.223546
34.263041,-117.170284
34.242682,-116.975708
34.239583,-118.827083
34.207769,-117.861998
34.177299,-117.880482
34.147035,-118.514583
34.12748,-118.83439
34.107268,-118.452968
34.089251,-117.805208
33.985427,-111.710417
33.88768,-109.416534
33.851682,-117.447788
33.844532,-117.182292
33.817207,-111.629844
33.78444,-117.724058
33.677736,-117.274653
33.677097,-111.156236
33.668795,-117.063342
33.662039,-116.705346
33.591111,-111.343282
33.585522,-117.07134
33.569649,-111.532292
33.550863,-111.439583
33.496395,-116.975529
33.239908,-116.759717
33.176265,-110.522895
33.156049,-107.189253
33.117158,-116.785417
33.0464,-117.126268
33.02452,-116.996195
32.989128,-116.584743
32.914817,-116.927083
32.90664,-114.481181
32.898365,-107.293998
32.884047,-116.80847
32.863326,-116.887722
32.785255,-116.786458
32.692771,-117.004901
32.686213,-116.546415
32.681268,-116.669379
32.614817,-116.927368
32.481664,-116.69375
32.443112,-116.907737
31.219661,-105.785417
30.877093,-111.514396
30.439895,-109.381083
29.211801,-110.725411
29.072948,-110.917966
29.013026,-111.421597
28.983816,-105.279578
28.976204,-109.644892
28.56934,-106.169415
28.427011,-110.396474
28.246637,-105.299726
28.164943,-105.631702
27.824336,-109.896658
27.542531,-105.415107
27.227487,-109.10625
26.844875,-108.367599
26.510982,-108.581279
26.432001,-108.70625
25.857799,-107.910821
25.592516,-105.01624
25.485451,-108.063663
25.107507,-107.391491
24.816121,-107.147977
24.753535,-107.05847
24.573058,-106.805552
24.131722,-106.68545
19.998079,-105.126958
58.282178,-96.991457
57.361625,-98.132949
56.50597,-94.110497
56.396874,-94.36986
56.381209,-94.636446
56.234185,-103.149606
56.038725,-96.534375
55.514466,-102.360452
53.696359,-97.863542
53.659367,-103.402193
53.318158,-104.043855
53.160069,-99.289952
50.966044,-101.42232
50.63859,-93.200208
50.584951,-93.454616
50.463546,-96.003125
50.397348,-95.989539
50.303889,-95.539583
50.264983,-94.976042
50.118929,-96.017123
50.050433,-101.694792
49.945305,-98.33125
49.564931,-103.752642
49.260855,-102.226994
49.151575,-103.09456
49.096083,-103.019968
48.956493,-100.35625
48.949185,-96.257453
48.69903,-102.105286
48.621488,-100.725696
48.618953,-93.35603
48.461399,-101.577083
48.373433,-104.584222
48.315208,-96.006034
48.283068,-99.176208
48.10506,-93.1634
48.041267,-92.839216
48.021356,-91.533666
48.000648,-91.730353
47.956032,-95.272214
47.860348,-91.610417
47.843338,-93.393487
47.819127,-90.369827
47.813354,-91.784897
47.735548,-95.201867
47.676121,-96.132292
47.669244,-93.047886
47.658775,-91.066206
47.596727,-92.611546
47.595953,-94.837269
47.525819,-93.394827
47.525919,-92.966106
47.50613,-101.432292
47.49096,-92.18125
47.465073,-92.681281
47.459456,-92.375366
47.447917,-92.473958
47.428657,-94.053087
47.406543,-93.498363
47.397936,-93.706233
47.380974,-95.314536
47.287092,-93.502526
47.282541,-92.189105
47.264238,-93.947917
47.261952,-91.641205
47.257722,-98.857866
47.251782,-94.223518
47.251326,-93.588285
47.15031,-95.766344
47.068772,-101.206857
47.064583,-93.477627
47.056865,-95.543158
47.053208,-92.203247
47.036297,-98.079898
46.992107,-92.225209
46.982432,-95.04375
46.96493,-98.751547
46.9555,-92.276042
46.952083,-94.804372
46.932526,-98.709425
46.914583,-94.310417
46.881228,-95.635075
46.876257,-94.020132
46.867223,-102.828566
46.848649,-94.875752
46.843839,-95.009905
46.844908,-94.430208
46.806359,-94.523038
46.783615,-93.321528
46.732279,-95.894792
46.677615,-96.012761
46.670135,-94.112119
46.654567,-95.708005
46.630417,-94.172083
46.627355,-95.540904
46.614305,-96.026194
46.612864,-94.176638
46.596531,-101.812192
46.587305,-96.072499
46.590759,-95.50051
46.577463,-94.318853
46.56492,-95.7812
46.474701,-95.571268
46.464558,-95.722893
46.425273,-90.225561
46.414653,-94.358021
46.397626,-93.91875
46.378651,-94.183802
46.361825,-95.734525
46.355129,-95.664443
46.355094,-91.282529
46.307917,-93.837298
46.283754,-95.586836
46.262032,-94.109244
46.254774,-91.92962
46.20957,-91.126391
46.123552,-91.932183
46.115563,-95.940189
46.097912,-91.510412
46.072952,-93.673831
46.068962,-95.58955
46.069294,-90.225682
46.032288,-91.075405
46.027212,-95.385331
46.017153,-97.357667
45.99259,-90.068973
45.9813,-103.248588
45.981691,-95.336458
45.949031,-93.321831
45.891129,-91.071875
45.870144,-95.528125
45.853285,-98.707124
45.844261,-91.407193
45.78491,-94.772245
45.778116,-98.253125
45.767747,-96.639471
45.751107,-102.203155
45.740766,-94.953502
45.69087,-92.728125
45.668984,-91.682839
45.6647,-91.547805
45.616294,-91.782153
45.589717,-91.592218
45.575431,-93.427584
45.534508,-98.594866
45.492105,-91.046074
45.449561,-92.450185
45.443722,-98.732375
45.412256,-92.646848
45.314936,-91.643751
45.303949,-96.449351
45.27663,-94.076593
45.265449,-94.939583
45.23921,-96.291375
45.224486,-91.126128
45.218122,-93.996401
45.191099,-94.82785
45.174204,-96.091121
45.114474,-93.025972
45.088626,-90.952615
45.02737,-95.874081
44.991202,-94.9122
44.938059,-91.339338
44.936762,-91.890212
44.885236,-91.926469
44.828699,-91.511917
44.817096,-91.44241
44.735438,-103.677318
44.601145,-93.527083
44.456316,-100.39797
44.41455,-90.722883
44.379972,-104.78125
44.282421,-94.236458
44.276745,-93.80892
44.227123,-93.573781
44.211143,-92.477083
44.14157,-93.714958
44.144417,-90.186503
44.11113,-94.565625
44.089199,-94.106928
44.08269,-95.690738
44.072917,-103.490625
44.058126,-90.018577
44.039785,-99.448646
44.027173,-103.786348
43.974286,-103.45314
43.889784,-93.344121
43.78125,-95.28125
43.743076,-98.027712
43.621135,-95.61181
43.614589,-93.306256
43.589786,-90.094792
43.342073,-103.435489
43.173727,-102.739557
42.850337,-97.483244
42.785418,-103.285438
42.631243,-100.872917
42.48023,-104.953299
42.460003,-103.077233
42.416541,-90.163471
42.289933,-104.766214
42.167499,-104.695234
41.992166,-103.625454
41.91949,-103.493827
41.835725,-99.210417
41.793681,-91.572919
41.727526,-91.531121
41.714582,-104.193569
41.695754,-94.381432
41.416301,-98.74837
41.369935,-92.982345
41.303717,-98.882776
41.214586,-101.67338
41.122851,-101.139532
41.072588,-94.212037
41.05403,-94.255627
41.051024,-94.751692
41.050214,-100.780585
40.970589,-96.853979
40.958721,-100.403511
40.952518,-90.127016
40.939439,-102.635629
40.92254,-95.870643
40.831517,-92.881377
40.785439,-103.268972
40.780749,-100.035929
40.749181,-93.776042
40.734475,-99.9766
40.677414,-99.843679
40.651343,-104.971578
40.634268,-99.853071
40.54136,-104.959093
40.527712,-104.893061
40.49086,-104.997941
40.429817,-103.363542
40.422802,-101.51979
40.382482,-104.065625
40.378902,-100.219447
40.360837,-100.666251
40.358206,-90.024213
40.331344,-104.239655
40.300277,-92.625716
40.293002,-103.97858
40.277015,-104.164538
40.239479,-104.647957
40.171947,-92.65625
40.168713,-101.065857
40.072869,-99.21467
40.006213,-104.58123
39.954933,-104.749168
39.937743,-94.057682
39.886843,-98.028963
39.805524,-99.93575
39.789732,-92.261162
39.753459,-92.517382
39.659702,-99.127083
39.646658,-104.8599
39.621971,-102.174556
39.617724,-104.671143
39.552797,-92.643929
39.526146,-91.648475
39.473081,-98.318864
39.40559,-99.424609
39.398007,-94.554967
39.260417,-96.59375
39.168874,-94.773958
39.111675,-95.432391
39.078243,-96.899609
39.014258,-94.335427
38.992807,-94.310417
38.974701,-104.961993
38.963636,-98.49375
38.935859,-94.248325
38.92201,-94.465654
38.91875,-95.331348
38.785402,-99.72388
38.765553,-94.327364
38.676363,-96.553129
38.657411,-94.902775
38.653448,-95.557488
38.609095,-97.966322
38.51407,-95.715718
38.370716,-97.08315
38.339873,-94.652065
38.322917,-102.660417
38.306313,-93.918942
38.272917,-104.727382
38.273419,-102.635157
38.264873,-93.40625
38.26052,-103.702183
38.239796,-95.764794
38.236979,-103.279378
38.20625,-92.627083
38.16875,-104.652083
38.161553,-103.734758
38.157021,-103.406378
38.10863,-91.456867
38.064582,-102.939585
37.981798,-90.322991
37.897187,-93.321703
37.840623,-96.813814
37.746554,-104.601635
37.741526,-95.921996
37.729603,-90.907785
37.723975,-97.802083
37.689583,-93.76875
37.649318,-96.06875
37.63662,-102.540858
37.402302,-95.332753
37.372917,-91.14375
37.355788,-96.892567
37.32731,-104.386934
37.31391,-93.230442
37.2693,-95.464466
37.232603,-96.182292
37.142426,-104.552901
37.136323,-90.774448
36.990418,-90.196719
36.931986,-90.282381
36.886385,-95.972917
36.747179,-98.140473
36.720594,-97.025408
36.702154,-96.927032
36.696964,-96.39688
36.672917,-101.136814
36.597936,-93.311648
36.550855,-99.565839
36.530647,-96.161815
36.470297,-95.039609
36.469741,-94.31875
36.455897,-96.994321
36.424078,-95.679416
36.422916,-93.849219
36.384733,-95.046645
36.375383,-94.933731
36.365385,-92.572917
36.350468,-96.090323
36.304325,-91.533051
36.295189,-95.164321
36.269343,-95.138122
36.256308,-95.104519
36.252069,-92.238377
36.240643,-94.540719
36.231263,-95.180265
36.195275,-91.742174
36.182306,-96.180961
36.165424,-97.177188
36.152083,-96.25625
36.139264,-97.191416
36.085762,-98.602083
36.059869,-95.539797
36.027285,-102.496875
35.870603,-95.232292
35.795577,-96.602455
35.713078,-101.553663
35.691075,-94.116894
35.662032,-94.15052
35.623291,-96.064447
35.606383,-95.1825
35.595392,-95.037008
35.579799,-97.608768
35.572661,-96.10625
35.543961,-99.186521
35.533893,-96.317177
35.530871,-93.843677
35.524247,-90.676042
35.520559,-91.992829
35.487041,-97.668076
35.402103,-97.099386
35.40124,-104.191262
35.377094,-93.189594
35.35662,-97.069211
35.351627,-103.44804
35.347337,-97.067708
35.346223,-94.778828
35.328138,-97.354997
35.307952,-95.357937
35.251912,-93.172917
35.231364,-92.597863
35.223344,-97.219506
35.164589,-98.456255
35.142229,-92.448958
35.131738,-98.135419
35.102957,-93.651042
35.031088,-96.36841
35.02896,-104.688235
35.019699,-95.803563
35.00625,-100.898875
34.985226,-92.768659
34.964583,-92.40625
34.960417,-96.703497
34.95283,-93.16166
34.939583,-94.719351
34.922568,-102.09934
34.889583,-99.29375
34.856173,-92.489694
34.853702,-94.253762
34.797964,-92.847966
34.795341,-98.362126
34.769937,-97.201042
34.756146,-90.122793
34.748265,-98.989382
34.745663,-97.054833
34.737284,-98.503305
34.70802,-90.694668
34.656319,-92.953499
34.652038,-91.493984
34.624221,-92.903125
34.608174,-104.387881
34.602083,-97.672917
34.585895,-97.886156
34.574105,-93.195081
34.545392,-101.44059
34.514873,-98.885497
34.472917,-100.372917
34.443306,-93.028
34.435509,-97.026426
34.427549,-92.895327
34.315301,-95.872801
34.239978,-98.05608
34.216058,-93.110417
34.211828,-94.228715
34.147952,-94.684146
34.145695,-94.09561
34.149561,-93.716351
34.116043,-95.082292
34.099584,-94.381595
34.011291,-95.382598
33.987242,-98.758542
33.973811,-99.017708
33.938239,-99.258059
33.92812,-91.76576
33.880186,-97.654885
33.85427,-95.557174
33.822946,-96.573487
33.81456,-98.936371
33.796303,-99.835934
33.772917,-97.216223
33.762939,-98.360383
33.754876,-99.148818
33.724654,-95.568554
33.70625,-91.855403
33.701141,-93.089472
33.694799,-93.965625
33.660121,-98.778238
33.652035,-96.136568
33.639583,-96.364583
33.459623,-101.086035
33.460267,-97.860649
33.418405,-99.365658
33.356409,-97.052189
33.327054,-95.627112
33.306363,-94.161536
33.293786,-92.471875
33.285474,-93.402019
33.273254,-91.222841
33.250144,-92.041937
33.244067,-98.120395
33.221504,-97.832817
33.176339,-95.615628
33.135439,-98.618771
33.132381,-98.609156
33.072835,-95.003213
33.069896,-96.969792
33.060408,-101.047925
33.066436,-99.569999
33.056322,-95.14111
33.052991,-93.523282
33.047721,-94.834375
33.033002,-96.469792
32.972572,-97.057957
32.968956,-94.680518
32.939468,-96.970317
32.91969,-94.727083
32.882747,-93.896445
32.869311,-98.428696
32.87062,-97.498242
32.845254,-94.555808
32.825436,-98.962026
32.816257,-96.725291
32.814655,-95.91465
32.811369,-95.531853
32.802749,-96.501952
32.790449,-97.417708
32.773196,-97.677083
32.752105,-94.506269
32.73608,-92.907282
32.730483,-96.94375
32.729052,-96.175476
32.717495,-97.194987
32.709306,-92.340731
32.707095,-93.916361
32.652475,-93.660463
32.651213,-97.455208
32.646542,-98.861458
32.646742,-98.271875
32.642259,-96.988542
32.613851,-99.673958
32.61208,-95.252759
32.596996,-92.054464
32.585119,-101.137062
32.549683,-104.378655
32.513774,-93.803125
32.503625,-93.584095
32.439868,-98.986281
32.432043,-94.485417
32.398735,-90.063542
32.375842,-97.690826
32.36481,-94.603493
32.363548,-98.677903
32.357458,-90.203125
32.342123,-96.807717
32.323998,-93.417708
32.320017,-100.919792
32.318569,-93.152083
32.294346,-97.760779
32.286584,-100.854604
32.285598,-97.427188
32.26875,-94.54375
32.252524,-96.647908
32.241525,-101.105154
32.235446,-99.890365
32.227083,-95.960417
32.226319,-101.374052
32.22316,-92.493905
32.217975,-101.628084
32.214874,-95.143706
32.211886,-95.7232
32.211713,-95.171875
32.181646,-96.072954
32.058212,-95.432925
32.044849,-100.266146
32.038477,-94.424401
32.032716,-99.465844
32.002108,-93.214964
31.973949,-98.478125
31.953148,-96.698596
31.94808,-96.102607
31.940807,-99.869792
31.933031,-94.978709
31.909552,-95.308862
31.906225,-103.911505
31.90205,-100.519321
31.90389,-91.767064
31.899559,-97.207292
31.885671,-92.985073
31.869948,-97.370431
31.838857,-99.0039
31.834514,-99.561775
31.810417,-96.045259
31.753215,-93.111224
31.610417,-92.78125
31.590041,-94.827083
31.57696,-97.198025
31.552083,-96.979275
31.556538,-92.660114
31.502318,-99.669008
31.485411,-100.482578
31.456916,-96.985417
31.447889,-94.689602
31.410356,-95.601768
31.386193,-100.478543
31.367842,-100.523438
31.338306,-91.937306
31.335643,-92.723958
31.327812,-96.330328
31.281148,-92.614682
31.203342,-96.46223
31.174682,-93.566547
31.178244,-93.355208
