,Unnamed: 0,Unnamed: 0.1,EVENT_ID,osm,forest,forest_year,BEGIN_LAT,BEGIN_LON,BEGIN_DATE,precip2,precip1,LABEL,DAMS
779,779,779,186208,41,0,1,42.8,-96.93,07/2009/7,0,0.2,1,45.46494243
780,780,780,189895,2,0,8,42.77,-96.95,07/2009/10,7.8,9.2,1,44.40635836
781,781,781,188054,502,0,8,32.4936,-94.7612,07/2009/17,0,0,1,20.59539089
782,782,782,170667,24,0,8,37.873,-89.9392,05/2009/8,0,41.1,1,12.59370364
783,783,783,170671,3,0,8,38.6236,-89.7085,05/2009/8,0.3,34.5,1,43.13175586
784,784,784,170676,10,0,3,38.43,-89.17,05/2009/8,0,19.8,1,47.05764994
785,785,785,187815,32,0,8,42.82,-96.565,07/2009/7,0,0.8,1,74.94979013
786,786,786,191407,179,0,8,32.05,-81.08,08/2009/12,3.2,26.6,1,134.0016635
787,787,787,191793,5,0,0,39.813,-87.4943,06/2009/19,0.6,6.5,1,37.89441323
788,788,788,180162,500,0,8,22.2112,-159.4759,07/2009/23,0.1,7.2,1,3911.608316
789,789,789,183460,29,0,8,38.4189,-90.4577,06/2009/10,3.1,5.1,1,50.00863179
790,790,790,183463,57,0,8,38.9362,-90.7758,06/2009/10,0.1,6.2,1,91.22478672
791,791,791,183470,90,0,8,38.52,-90.43,06/2009/10,3.1,5.1,1,58.82609673
792,792,792,183475,24,0,7,38.4299,-90.044,06/2009/10,1.9,4.2,1,27.84396093
793,793,793,188225,4,0,8,32.91,-93.7,07/2009/28,1.4,44.3,1,18.58980301
794,794,794,191849,190,0,8,41.77,-71.45,08/2009/5,0,1.2,1,24.91948948
795,795,795,183548,1,0,8,39.06,-91.66,06/2009/15,0,26,1,51.84255788
796,796,796,190807,112,0,8,30.7892,-86.1184,07/2009/6,3.4,16.8,1,76.45256351
797,797,797,188226,18,0,8,32.6962,-93.7481,07/2009/28,10.1,28,1,9.535373532
798,798,798,191886,0,0,8,32.97,-79.7,08/2009/22,12.2,4.6,1,41.02319686
799,799,799,191887,6,0,8,32.9793,-79.6423,08/2009/22,12.2,4.6,1,44.15682638
800,800,800,191888,11,0,8,32.9933,-79.6445,08/2009/22,12.2,4.6,1,42.98775138
801,801,801,191999,6,0,8,38.8445,-87.0072,06/2009/18,0.7,0.7,1,12.81635468
802,802,802,192073,277,0,8,39.29,-86.77,06/2009/22,0,2.5,1,25.15708828
803,803,803,192278,2,0,0,40.3005,-85.1248,06/2009/25,0.5,13,1,22.2676762
804,804,804,186183,154,0,3,41.9643,-87.8127,07/2009/23,1.3,2.7,1,76.13662233
805,805,805,186199,10,0,8,40.4806,-88.3866,07/2009/28,0.1,6.4,1,50.38500253
806,806,806,170944,30,0,8,38.7594,-90.1325,05/2009/25,6.3,21.6,1,64.3442307
807,807,807,170946,19,0,8,39.0264,-90.0148,05/2009/25,5.4,12.5,1,39.90608152
808,808,808,188793,878,0,8,30.3647,-81.6901,09/2009/2,9,37.4,1,95.94703682
809,809,809,188794,215,0,8,29.5914,-82.087,09/2009/17,15.2,11.2,1,28.64018427
810,810,810,180518,5,0,0,48.19,-97.88,06/2009/27,45.8,102.1,1,96.55495703
811,811,811,188203,2,0,8,38.7198,-91.786,07/2009/4,0.5,28.6,1,73.76117228
812,812,812,188204,0,0,8,38.7396,-92.2089,07/2009/4,0.8,21.4,1,69.58778978
813,813,813,188206,3,0,5,38.6925,-89.3436,07/2009/5,15.5,1.3,1,26.54409319
814,814,814,188212,15,0,8,38.7017,-91.4566,07/2009/4,0.3,28.8,1,65.94637925
815,815,815,189479,15,0,8,42.77,-96.94,07/2009/9,1.8,7.8,1,45.20571215
816,816,816,171299,18,0,8,39.226,-78.2811,05/2009/28,3.9,15.5,1,76.03279987
817,817,817,188216,10,0,8,31.8213,-92.7521,07/2009/22,6.2,7.6,1,23.13896951
818,818,818,188218,5,0,8,31.6926,-92.6024,07/2009/22,4.6,17.9,1,16.08601259
819,819,819,180521,4,0,8,47.67,-97.18,06/2009/27,0.6,18.9,1,78.44869337
820,820,820,189493,2,0,6,42.64,-96.88,07/2009/9,1.8,7.8,1,54.5306597
821,821,821,190312,16,0,8,32.1189,-103.1988,07/2009/31,0.5,2.2,1,71.23746904
822,822,822,186353,21,0,7,41.6268,-87.2067,07/2009/28,3.8,4.1,1,89.53206911
823,823,823,191885,6,0,8,33.0042,-79.6158,08/2009/22,12.2,4.6,1,44.34157609
824,824,824,183553,5,0,8,39.05,-91.64,06/2009/15,0,26,1,52.95004316
825,825,825,183577,10,0,8,38.9338,-91.2222,06/2009/15,0,11.4,1,75.40801029
826,826,826,191781,7,0,8,39.66,-81.07,09/2009/7,3,8.8,1,30.23879374
827,827,827,192028,14,0,8,39.485,-86.8881,06/2009/22,0.4,6.2,1,2.280774888
828,828,828,192029,11,0,8,39.52,-87.12,06/2009/22,0.7,4.2,1,18.00834581
829,829,829,192053,17,0,8,39.3985,-86.7614,06/2009/22,0,2.5,1,16.40920743
830,830,830,170959,2,0,7,38.7353,-89.5581,05/2009/27,8.3,4.1,1,25.41181207
831,831,831,170960,2,0,0,39.0197,-88.911,05/2009/27,6.2,11.3,1,27.89575865
832,832,832,183601,54,0,8,38.8857,-90.9496,06/2009/15,0,15.9,1,93.26000213
833,833,833,183794,406,0,8,38.5476,-90.264,06/2009/15,0,31.2,1,49.92238904
834,834,834,191953,124,0,8,32.2451,-80.9028,09/2009/18,6.7,6.9,1,122.6694952
835,835,835,192055,675,0,8,39.1719,-86.5424,06/2009/22,0,4.9,1,15.52945977
836,836,836,192065,10,0,8,39.2885,-86.8528,06/2009/22,0,2.5,1,22.67178205
837,837,837,180255,16,0,6,38.4482,-89.6217,06/2009/8,0,6.3,1,34.10778194
838,838,838,180256,2,0,7,38.23,-89.75,06/2009/8,0,7.1,1,11.24744238
839,839,839,180268,0,0,8,37.2545,-91.0164,06/2009/9,10.5,6,1,17.32688211
840,840,840,185656,12,0,0,39.078,-100.5757,08/2009/2,0,0,1,80.54398494
841,841,841,192100,10,0,0,36.48,-98.02,08/2009/16,11.6,0.9,1,31.59494115
842,842,842,215428,38,0,8,34.2451,-77.9203,07/2009/6,8.6,111.5,1,159.8769525
843,843,843,215430,235,0,8,34.2415,-77.9368,07/2009/6,8.6,111.5,1,161.1534028
844,844,844,172745,7,0,8,37.0711,-80.409,05/2009/27,13.9,8.5,1,15.76046405
845,845,845,172746,191,0,8,37.1816,-80.4101,05/2009/27,21.1,13.1,1,19.71052217
846,846,846,172750,23,0,8,36.6441,-80.9204,05/2009/27,27.8,20.1,1,56.25905583
847,847,847,172751,12,0,8,36.6392,-80.9056,05/2009/27,27.8,20.1,1,56.04487777
848,848,848,175717,3,0,8,34.7931,-89.8117,05/2009/6,0.4,11.2,1,28.70947472
849,849,849,176108,26,0,8,36.4,-90.58,05/2009/9,9.6,13.4,1,64.83718825
850,850,850,176341,16,0,7,35.669,-90.5173,05/2009/2,17.5,28.8,1,21.56571415
851,851,851,153826,4,0,7,40.8436,-93.1129,03/2009/24,15.1,48,1,19.52346806
852,852,852,154051,25,0,8,41.4284,-79.6965,02/2009/11,2.9,10.6,1,33.13146812
853,853,853,173996,6,0,8,31.7863,-88.3706,05/2009/7,1.5,21.8,1,80.55727771
854,854,854,170086,0,0,1,36.9456,-111.2393,05/2009/22,6.5,31.5,1,21.86597071
855,855,855,154052,8,0,8,41.4429,-80.3302,02/2009/11,3.8,9.2,1,12.69227182
856,856,856,154053,67,0,8,41.5873,-79.392,02/2009/12,10,25.1,1,42.82434209
857,857,857,175289,1,0,8,44.065,-106.8146,07/2009/12,0,3.1,1,49.98001186
858,858,858,172599,14,0,8,36.6312,-80.6925,05/2009/16,18.6,18.9,1,50.11086766
859,859,859,172600,19,0,8,36.7007,-80.8856,05/2009/16,17.5,20.4,1,49.27894098
860,860,860,172602,2,0,8,38.0411,-79.8148,05/2009/16,14.2,18.9,1,16.49548747
861,861,861,172710,18,0,8,36.0588,-81.2622,05/2009/26,17.2,15.3,1,8.732683688
862,862,862,172719,9,0,8,36.7192,-80.1016,05/2009/26,17.8,29.4,1,9.537409201
863,863,863,172735,45,0,8,37.1252,-80.4167,05/2009/27,21.1,13.1,1,16.11568435
864,864,864,175287,8,0,8,35.78,-89.12,05/2009/24,6.7,27.3,1,64.80841808
865,865,865,172737,47,0,8,37.1419,-80.4106,05/2009/27,21.1,13.1,1,17.34718841
866,866,866,169073,5,0,8,34.02,-95.6422,05/2009/10,12,27.3,1,20.02823448
867,867,867,169074,9,0,8,34.0345,-95.52,05/2009/10,12,27.3,1,12.92325743
868,868,868,169075,4,0,8,34.0779,-95.2,05/2009/10,12,27.3,1,11.63878737
869,869,869,176135,22,0,8,36.299,-94.23,05/2009/1,10.6,15.4,1,20.58079435
870,870,870,176346,9,0,7,35.87,-89.4,05/2009/24,4.4,17.8,1,53.81400476
871,871,871,149635,13,0,8,41.25,-93.28,03/2009/8,16.9,45.1,1,28.21236999
872,872,872,153823,7,0,8,40.8341,-93.953,03/2009/24,7.5,49.4,1,17.63764593
873,873,873,153824,3,0,6,41.4888,-92.8635,03/2009/25,37.3,0,1,16.51866911
874,874,874,179662,10,0,8,35.7999,-78.0184,06/2009/16,8.2,41,1,53.32338824
875,875,875,179664,1043,0,8,35.77,-78.73,06/2009/16,9.4,65.1,1,23.57316029
876,876,876,173399,9,0,8,34.65,-89.32,05/2009/15,2.9,1.1,1,51.01591406
877,877,877,173400,2,0,8,34.5,-89.2,05/2009/15,2.9,1.1,1,55.30637201
878,878,878,173402,1,0,8,35.7,-88.13,05/2009/16,5.6,3,1,26.26228488
879,879,879,166722,2,0,8,33.1042,-95.2714,05/2009/3,12.6,8.2,1,13.25534022
880,880,880,153821,6,0,8,40.7513,-94.6431,03/2009/24,13.9,11.2,1,34.55484208
881,881,881,153822,4,0,7,40.9691,-93.2575,03/2009/24,22.8,53.4,1,35.11913296
882,882,882,155295,3,0,8,38.4901,-92.8949,02/2009/11,0,40.4,1,39.26393401
883,883,883,173407,2,0,8,34.2899,-88.4799,05/2009/16,11.3,10.8,1,5.889437961
884,884,884,173409,20,0,8,34.22,-88.67,05/2009/16,8,6.5,1,22.82583031
885,885,885,170604,19,0,8,36.0367,-81.0156,05/2009/26,25.9,30.5,1,21.86729958
886,886,886,170612,8,0,8,35.991,-81.1088,05/2009/26,17.2,15.3,1,19.03465031
887,887,887,170613,99,0,8,35.1008,-81.6657,05/2009/26,10.6,10.9,1,18.86981644
888,888,888,170651,384,0,8,34.786,-82.4798,05/2009/27,19.2,30.1,1,28.76811844
889,889,889,166718,32,0,8,33.17,-95.22,05/2009/3,15,7.8,1,14.62073793
890,890,890,156724,1,0,8,33.6918,-88.2065,02/2009/28,49.9,45.3,1,32.34237379
891,891,891,155179,2,0,8,38.3944,-93.4319,02/2009/11,0.8,57.1,1,14.57549167
892,892,892,155180,2,0,8,37.8351,-92.543,02/2009/11,1.9,13.6,1,41.92210458
893,893,893,155182,17,0,8,36.8695,-94.3583,02/2009/11,2.4,23.7,1,44.59090978
894,894,894,170581,34,0,8,35.6454,-81.5293,05/2009/26,30.1,36.7,1,16.30095647
895,895,895,175318,69,0,7,30.252,-88.1296,05/2009/23,13.8,70.4,1,55.10688111
896,896,896,166716,9,0,8,32.8047,-95.6415,05/2009/2,6.4,25.4,1,10.27421769
897,897,897,172738,16,0,8,37.1555,-80.4622,05/2009/27,21.1,13.1,1,14.28925352
898,898,898,172742,14,0,8,37.1666,-80.4036,05/2009/27,21.1,13.1,1,19.22830445
899,899,899,172743,34,0,8,37.1986,-80.3913,05/2009/27,21.1,13.1,1,19.3974605
900,900,900,209064,1660,0,6,35.3376,-119.0168,12/2009/10,0,11.8,1,27.5403149
901,901,901,156689,708,0,8,33.2092,-87.5423,02/2009/27,0.3,42.5,1,7.116432761
902,902,902,150600,38,0,8,41.5658,-93.6716,02/2009/10,10.7,0,1,60.73906321
903,903,903,150601,7,0,8,42.6407,-92.5518,02/2009/14,1.6,0.2,1,123.9697491
904,904,904,209065,744,0,8,36.7114,-119.7887,12/2009/11,2.2,12.4,1,21.54957946
905,905,905,156695,5,0,8,33.4381,-87.658,02/2009/27,0.7,44.6,1,23.07816149
906,906,906,150602,15,0,5,42.5589,-92.5583,02/2009/11,0,0.5,1,117.6140536
907,907,907,193128,39,0,8,36.5064,-97.8731,08/2009/18,5.6,15.4,1,35.86233309
908,908,908,156713,7,0,8,33.3295,-88.0239,02/2009/27,0.6,49.7,1,48.00466855
909,909,909,150603,3,0,6,41.4888,-92.8635,02/2009/9,0,3.5,1,16.51866911
910,910,910,149632,23,0,8,41.29,-92.68,03/2009/8,30.3,72.3,1,26.7643026
911,911,911,149633,15,0,6,41.03,-92.72,03/2009/8,19.7,46.3,1,25.90151803
912,912,912,150597,56,0,8,42.5208,-94.2222,02/2009/10,11.9,0.5,1,92.67648339
913,913,913,150598,2,0,8,42.3199,-93.9336,02/2009/10,12.7,0.1,1,78.64913095
914,914,914,197582,3,0,0,39.8234,-89.9033,09/2009/6,3.1,15.9,1,27.08017309
915,915,915,197584,8,0,6,39.7553,-90.3091,09/2009/20,0,0.8,1,51.61549912
916,916,916,191525,14,0,8,31.7217,-85.8364,08/2009/21,21.2,17.4,1,38.98763226
917,917,917,173931,100,0,8,41.5,-90.43,06/2009/22,1.2,2.7,1,65.93996519
918,918,918,173932,100,0,8,41.5,-90.43,06/2009/22,1.2,2.7,1,65.93996519
919,919,919,186084,2,0,0,32.3829,-106.656,06/2009/28,0.2,13.6,1,82.78794558
920,920,920,176076,6,0,8,37.6382,-83.4412,05/2009/8,1.8,9.6,1,33.47387812
921,921,921,184549,43,0,8,37.52,-77.28,06/2009/3,0,1.7,1,34.36947293
922,922,922,184552,189,0,8,37.76,-77.48,06/2009/3,0,4.6,1,35.21223956
923,923,923,185066,44,0,8,36.73,-78.13,06/2009/4,2.6,21.7,1,20.90900637
924,924,924,185272,4,0,8,40.47,-111.87,06/2009/20,0,11.7,1,12.52473261
925,925,925,185277,34,0,8,40.5046,-111.8334,06/2009/17,0.1,0.6,1,16.97508477
926,926,926,178312,46,0,8,39.9844,-79.6096,06/2009/17,2.5,15.3,1,29.32285568
927,927,927,179127,18,0,8,37.7582,-89.3619,07/2009/15,3.9,36.9,1,8.328727479
928,928,928,179131,2,0,7,38.22,-89.05,07/2009/11,0,0,1,21.50935933
929,929,929,184315,4,0,4,37.78,-99.63,06/2009/2,0.1,33.6,1,112.0954807
930,930,930,163219,7,0,8,34.9666,-86.722,06/2009/4,3,18.7,1,62.62835623
931,931,931,176100,2,0,8,37.3609,-83.3746,05/2009/8,4.8,6.5,1,8.802690254
932,932,932,186033,4,0,0,38.29,-99.14,06/2009/16,1.9,0.9,1,74.92283109
933,933,933,186036,5,0,0,38.26,-99.14,06/2009/16,1.9,0.9,1,77.41541508
934,934,934,186037,4,0,0,38.25,-99.21,06/2009/16,1.9,0.9,1,74.45162662
935,935,935,185347,1,0,8,43.615,-103.729,06/2009/14,11,16.4,1,38.49492262
936,936,936,185348,1,0,8,44.42,-103.26,06/2009/14,2,16.7,1,42.74279321
937,937,937,185349,0,0,7,44.14,-102.95,06/2009/14,3.5,16.1,1,43.80495635
938,938,938,170566,14,0,8,37.223,-82.3051,06/2009/17,9.9,16.1,1,3.899158724
939,939,939,179214,3,0,7,38.13,-87.17,07/2009/30,9.7,18.6,1,46.33678093
940,940,940,170568,4,0,8,37.22,-82.32,06/2009/17,9.9,16.1,1,2.767985736
941,941,941,160460,8,0,8,45.601,-96.8717,03/2009/17,0,0,1,25.86937664
942,942,942,178236,29,0,8,40.894,-80.8214,06/2009/17,3.5,38.9,1,22.65223512
943,943,943,178256,9,0,8,39.97,-80.75,06/2009/17,9.9,53.1,1,16.23051133
944,944,944,181332,21,0,8,36.87,-94.37,06/2009/24,0,0.4,1,44.74087057
945,945,945,180378,66,0,8,33.52,-82.09,08/2009/13,2.2,1.8,1,18.64565066
946,946,946,179818,28,0,8,39.66,-79.41,06/2009/17,5.5,32.5,1,15.60911663
947,947,947,170057,12,0,8,37.62,-82.17,06/2009/2,0,1.2,1,29.88346132
948,948,948,160690,5,0,8,45.6036,-98.31,03/2009/21,0.2,0,1,19.90178332
949,949,949,160695,5,0,7,44.9983,-98.4772,03/2009/21,0.2,0,1,53.4090017
950,950,950,183117,3,0,8,38.9227,-83.6506,06/2009/14,0.2,5.5,1,31.12892471
951,951,951,187127,4,0,8,37.25,-88.5,07/2009/28,0,0.4,1,11.09010452
952,952,952,187128,11,0,8,38.08,-89.38,07/2009/11,0,0.9,1,34.13869523
953,953,953,186032,5,0,0,38.26,-99.14,06/2009/16,1.9,0.9,1,77.41541508
954,954,954,185021,144,0,8,34.515,-82.665,06/2009/5,47.3,26.5,1,22.4745714
955,955,955,185838,17,0,6,37.8,-100.35,06/2009/12,0,0.8,1,122.4400269
956,956,956,196372,2,0,8,33.49,-92.17,10/2009/13,40.9,52.3,1,29.20198709
957,957,957,179539,20,0,8,37.18,-94.8251,06/2009/10,7.5,4.2,1,51.26192539
958,958,958,179804,3,0,7,40.2242,-80.5821,06/2009/17,8.5,49.1,1,32.71583482
959,959,959,180620,0,0,0,43.32,-98.39,06/2009/25,0.4,0,1,55.37248255
960,960,960,185350,1,0,3,44.28,-103.18,06/2009/14,3.5,16.1,1,33.82112589
961,961,961,178306,12,0,8,40.62,-80.25,06/2009/17,4.6,37.3,1,9.538616173
962,962,962,179994,5,0,8,33.9344,-88.0224,06/2009/4,1.2,17.4,1,39.67231552
963,963,963,179995,8,0,8,33.7483,-88.1064,06/2009/4,0.8,19.6,1,39.32907396
964,964,964,182686,3,0,8,33.2491,-92.6971,06/2009/3,0.1,17.1,1,21.5201948
965,965,965,197585,9,0,6,39.5316,-90.3014,09/2009/20,0,1.8,1,36.3224281
966,966,966,197586,5,0,8,39.113,-87.6747,09/2009/20,0,18.4,1,14.92925859
967,967,967,194241,4,0,8,36.57,-77.25,08/2009/5,0,0.7,1,50.86149823
968,968,968,194261,732,0,7,36.84,-76.3,08/2009/12,0,3.8,1,25.56231904
969,969,969,194262,93,0,8,36.83,-76.25,08/2009/12,0,3.8,1,29.81639729
970,970,970,194263,539,0,8,36.86,-76.31,08/2009/12,0,3.8,1,25.17284861
971,971,971,167438,93,0,0,41.15,-102.98,06/2009/10,11,25.1,1,37.17836698
972,972,972,167447,1,0,0,41.0563,-103.5,06/2009/11,22.1,23.5,1,35.83161194
973,973,973,167448,3,0,0,41.0753,-103.32,06/2009/11,25.1,29,1,32.51489557
974,974,974,167449,7,0,6,42.3464,-104.8906,06/2009/11,28.4,5.8,1,12.00060079
975,975,975,191527,8,0,8,31.7,-85.96,08/2009/21,21.2,17.4,1,41.75345857
976,976,976,182429,2,0,7,42.17,-112.6695,06/2009/17,0.1,4.3,1,63.52080034
977,977,977,182430,19,0,8,43.6655,-114.37,06/2009/17,12.1,8.8,1,38.26829936
978,978,978,182431,49,0,8,43.9555,-111.68,06/2009/17,5.5,6.8,1,20.10919747
979,979,979,182433,3,0,8,42.2766,-112,06/2009/14,2.1,2.1,1,20.867381
980,980,980,183669,11,0,5,43.18,-112.3897,06/2009/21,2.8,1,1,58.19644315
981,981,981,184707,76,0,5,42.52,-114.48,07/2009/5,0.4,0,1,49.74514358
982,982,982,193767,695,0,8,38.58,-92.18,09/2009/20,0,3.7,1,56.96765514
983,983,983,193768,1677,0,8,38.55,-91,09/2009/20,0,3.6,1,63.22008971
984,984,984,194264,334,0,7,36.85,-76.27,08/2009/12,0,3.8,1,28.38919009
985,985,985,194266,732,0,7,36.84,-76.3,08/2009/12,0,3.8,1,25.56231904
986,986,986,192926,16,0,8,35.8399,-90.7115,08/2009/5,0,11.6,1,35.24481511
987,987,987,192933,55,0,8,36.2772,-90.9864,08/2009/10,2.4,4.1,1,49.08669126
988,988,988,192935,4,0,8,36.2293,-91.2578,08/2009/10,0.2,2.2,1,26.04911856
989,989,989,192944,37,0,8,36.18,-90.38,08/2009/18,0.4,3.3,1,77.64455768
990,990,990,183087,41,0,4,39.87,-84.3377,06/2009/11,1,38.3,1,48.91557834
991,991,991,183090,3,0,8,39.1379,-83.6703,06/2009/9,2,7.3,1,20.46471416
992,992,992,187350,4,0,8,39.0085,-110.1397,05/2009/23,17.8,7.7,1,91.29116194
993,993,993,185873,88,0,5,31.6546,-106.2405,06/2009/22,0,0,1,64.83090054
994,994,994,185877,320,0,0,31.747,-106.3238,06/2009/23,0,8.2,1,77.74760748
995,995,995,185927,5,0,8,32.9667,-105.774,06/2009/23,0,11.2,1,133.5577056
996,996,996,185930,0,0,0,32.9356,-105.9247,06/2009/23,0,5.7,1,120.3869084
997,997,997,197325,50,0,8,30.048,-89.9835,09/2009/13,105.3,31.8,1,123.3541694
998,998,998,192947,274,0,8,35.1354,-89.9719,08/2009/18,1.6,0.5,1,44.35712161
999,999,999,195564,1,0,8,47.5,-112.8727,08/2009/7,5.5,28,1,13.90022157
1000,1000,1000,177856,12,0,4,40,-95.21,06/2009/15,2.1,26.6,1,87.29988444
1001,1001,1001,177858,3,0,6,39.92,-94.32,06/2009/15,0,51.9,1,22.45440705
1002,1002,1002,177859,3,0,7,39.95,-95.15,06/2009/15,0.2,41.8,1,79.75442928
1003,1003,1003,177860,20,0,7,39.98,-95.14,06/2009/15,0.2,41.8,1,81.81605194
1004,1004,1004,177861,6,0,8,38.53,-93.52,06/2009/15,0,14,1,31.10273406
1005,1005,1005,177863,344,0,8,38.37,-93.77,06/2009/15,1.3,12.4,1,14.79520617
1006,1006,1006,197934,30,0,8,34.2335,-92.0984,10/2009/13,13.9,53.1,1,45.73361618
1007,1007,1007,197982,2,0,8,33.8431,-91.9418,10/2009/13,26.2,56.7,1,17.1850764
1008,1008,1008,198501,3,0,8,34.161,-93.1153,10/2009/13,8.3,50.7,1,6.138623023
1009,1009,1009,184736,11,0,7,38.28,-111.2,06/2009/18,3.3,2,1,52.60245548
1010,1010,1010,181321,15,0,8,38.04,-92.71,06/2009/24,0,0,1,19.85816841
1011,1011,1011,180899,29,0,8,42.2,-97.53,08/2009/16,37,10.3,1,72.41560871
1012,1012,1012,197346,174,0,8,30.4605,-88.878,09/2009/22,18.6,19.3,1,51.6934785
1013,1013,1013,167469,5,0,0,41.5857,-103.3436,06/2009/14,12.4,2.9,1,39.15199963
1014,1014,1014,191514,67,0,8,33.39,-86.69,08/2009/18,8.3,7.3,1,7.967529202
1015,1015,1015,191516,12,0,8,33.9796,-86.6161,08/2009/20,26.8,17.6,1,29.45096657
1016,1016,1016,191517,6,0,8,33.59,-87.99,08/2009/20,18.7,18.8,1,46.81740339
1017,1017,1017,191519,549,0,8,33.22,-87.58,08/2009/20,18.3,24,1,8.4984099
1018,1018,1018,191521,7,0,8,33.6079,-86.8227,08/2009/20,20.2,20.3,1,15.75446312
1019,1019,1019,188802,0,0,6,40.1394,-91.6557,08/2009/17,25.9,36.9,1,64.60879833
1020,1020,1020,188807,13,0,7,39.6874,-91.5196,08/2009/17,19.9,39.2,1,21.05709319
1021,1021,1021,188811,0,0,8,37.4717,-90.8164,08/2009/18,0,11.9,1,29.78614914
1022,1022,1022,195074,1205,0,8,36.85,-76.28,08/2009/22,2.6,6.8,1,27.51647865
1023,1023,1023,195075,6,0,8,37.6,-76.76,08/2009/22,1.2,9.8,1,22.57049697
1024,1024,1024,180904,3643,0,8,39.1515,-84.4521,06/2009/2,0,2,1,30.08543292
1025,1025,1025,178297,389,0,8,40.43,-79.7,06/2009/17,3.6,26.9,1,15.40546893
1026,1026,1026,178307,32,0,8,40.5698,-80.3019,06/2009/17,5.5,36.1,1,3.973845651
1027,1027,1027,178310,122,0,8,40.5833,-80.2288,06/2009/17,4.6,37.3,1,10.08305447
1028,1028,1028,167434,1,0,5,41.9723,-103.7875,06/2009/10,7.4,21.8,1,13.57516811
1029,1029,1029,167436,5,0,7,41.7478,-103.3312,06/2009/10,17.2,31.4,1,23.36675858
1030,1030,1030,192925,6,0,8,35.57,-90.72,08/2009/5,0,13.6,1,6.457482231
1031,1031,1031,177864,4,0,7,38.98,-92.99,06/2009/15,0.2,45.3,1,70.31548674
1032,1032,1032,177865,277,0,7,38.7,-93.23,06/2009/15,0,23.3,1,50.75783392
1033,1033,1033,177866,0,0,8,38.47,-94.59,06/2009/16,19.8,2.8,1,15.44711389
1034,1034,1034,177867,5,0,8,38.26,-94.16,06/2009/16,10,1.1,1,21.66141069
1035,1035,1035,184016,1,0,6,43.827,-98.0814,06/2009/1,0,0,1,10.2790918
1036,1036,1036,179538,18,0,8,45.9223,-68.3401,06/2009/26,10.7,0.6,1,36.50145752
1037,1037,1037,176578,8,0,0,46.5,-109.77,07/2009/2,0.3,5.6,1,32.50150531
1038,1038,1038,177824,3,0,0,46.38,-109.38,07/2009/4,3.4,2.6,1,6.258921219
1039,1039,1039,175986,9,0,8,36.4804,-92.1279,05/2009/27,16,12.4,1,27.248215
1040,1040,1040,173626,4,0,4,41.58,-91.56,06/2009/22,1.6,2.9,1,16.57868075
1041,1041,1041,173628,4,0,4,41.58,-91.56,06/2009/22,1.6,2.9,1,16.57868075
1042,1042,1042,173646,3,0,7,41.26,-91.37,06/2009/22,0.2,3,1,53.69056466
1043,1043,1043,203062,1182,0,8,18.4152,-66.1027,11/2009/15,2.2,6.4,1,16.12592414
1044,1044,1044,203068,2694,0,8,18.4069,-66.0753,11/2009/15,2.2,6.4,1,18.30183311
1045,1045,1045,201418,13,0,7,37.7186,-93.2908,12/2009/23,1.4,14,1,20.04269177
1046,1046,1046,201419,9,0,7,37.84,-94.51,12/2009/23,2.4,28.1,1,56.95683309
1047,1047,1047,202805,84,0,8,39.8839,-75.6074,12/2009/9,0.1,22.5,1,19.65215223
1048,1048,1048,200847,3024,0,8,18.4058,-66.0689,11/2009/18,4,3.2,1,18.87897652
1049,1049,1049,202305,327,0,8,34.7724,-92.2607,12/2009/24,23.3,72.3,1,22.8867169
1050,1050,1050,203299,11,0,8,18.4324,-66.7934,11/2009/27,0.4,0.1,1,14.23197837
1051,1051,1051,202499,191,0,8,40.0945,-74.1551,12/2009/9,0,39.2,1,10.2271485
1052,1052,1052,202945,30,0,8,34.6885,-77.0735,11/2009/19,7.3,14.8,1,77.60845204
1053,1053,1053,203096,371,0,8,18.4217,-66.0986,11/2009/18,4,3.2,1,16.86774746
1054,1054,1054,202502,101,0,8,40.62,-74.47,12/2009/9,0,57.4,1,30.99961179
1055,1055,1055,202111,41,0,8,40.3822,-75.5187,12/2009/3,4,6.2,1,5.499908538
1056,1056,1056,196799,2458,0,8,18.4094,-66.1068,11/2009/15,2.2,6.4,1,15.43184435
1057,1057,1057,202364,3678,0,8,18.4052,-66.1049,11/2009/15,2.2,6.4,1,15.39026925
1058,1058,1058,196800,3435,0,8,18.3594,-66.0916,11/2009/15,2.2,6.4,1,15.23646274
1059,1059,1059,203475,1149,0,8,18.0362,-66.5982,11/2009/11,3.4,17.8,1,13.99328973
1060,1060,1060,196776,30,0,8,18.4183,-66.0907,11/2009/15,2.2,6.4,1,17.397194
1061,1061,1061,196798,3590,0,8,18.4048,-66.1073,11/2009/15,2.2,6.4,1,15.14462033
1062,1062,1062,203072,3412,0,8,18.4053,-66.1063,11/2009/15,2.2,6.4,1,15.26387493
1063,1063,1063,203073,3412,0,8,18.4053,-66.1063,11/2009/15,2.2,6.4,1,15.26387493
1064,1064,1064,202319,25,0,8,37.1359,-79.9772,11/2009/12,59.5,32,1,20.46590533
1065,1065,1065,202020,9,0,8,36.7254,-83.6323,12/2009/9,17.3,54.8,1,6.931818143
1066,1066,1066,141799,686,-1,-1,61.2047,-149.8978,01/2009/16,6.9,2.6,1,432.798476
1067,1067,1067,200283,142,0,8,33.5929,-84.4006,09/2009/19,33.4,12.6,1,14.05665724
