,Unnamed: 0,Unnamed: 0.1,EVENT_ID,osm,forest,forest_year,BEGIN_LAT,BEGIN_LON,BEGIN_DATE,precip2,precip1,LABEL,DAMS
4630,4630,4630,191776,10,0,0,31.4505,-109.944,09/2009/8,0.2,1.4,1,54.49160653
4631,4631,4631,198072,5,0,8,33.19,-85.94,09/2009/21,34.7,49.9,1,124.5381534
4632,4632,4632,196877,134,0,8,26.1657,-97.98,09/2009/19,3.7,7.8,1,31.65228102
4633,4633,4633,196795,2,0,8,37.0097,-93.6578,09/2009/19,0,10.7,1,28.02118128
4634,4634,4634,196617,10,0,8,37.33,-93.36,09/2009/21,3,18.1,1,50.77780889
4635,4635,4635,196616,21,0,8,37.1357,-94.4515,09/2009/21,3.6,31.1,1,11.59525777
4636,4636,4636,197567,2,0,8,34.1343,-92.8126,10/2009/30,56.9,7.5,1,74.98853582
4637,4637,4637,192050,14,0,8,35.2903,-96.3652,09/2009/21,0,25.1,1,28.86636185
4638,4638,4638,197843,17,0,8,34.6235,-92.4077,10/2009/29,0,54.6,1,27.43370749
4639,4639,4639,196619,148,0,8,37.6509,-92.6669,09/2009/21,6.1,4,1,26.9350194
4640,4640,4640,196620,3,0,8,37.46,-94.55,09/2009/21,1.7,43.3,1,61.8507709
4641,4641,4641,196621,7,0,8,37.3862,-93.1913,09/2009/21,3.9,10.3,1,69.41256503
4642,4642,4642,198122,497,0,8,36.5989,-82.2002,09/2009/24,0.7,1.2,1,8.751280803
4643,4643,4643,198124,39,0,8,36.6373,-82.5844,09/2009/24,1.4,0.5,1,13.28560995
4644,4644,4644,198125,37,0,8,36.6282,-81.9851,09/2009/24,0.9,0.7,1,25.81185771
4645,4645,4645,198119,11,0,8,36.5852,-82.2195,09/2009/24,0.7,1.2,1,14.72451228
4646,4646,4646,198130,40,0,8,34.58,-83.343,09/2009/19,4.3,6.9,1,13.83844855
4647,4647,4647,196493,6,0,8,36.1555,-86.52,09/2009/26,5.8,47.6,1,11.76290749
4648,4648,4648,196494,16,0,8,36.5372,-86.3025,09/2009/26,16.1,40,1,8.798309235
4649,4649,4649,196927,4,0,8,35.4379,-87.9917,09/2009/22,16.2,9.3,1,41.96374801
4650,4650,4650,196929,3,0,8,36.3,-87.47,09/2009/22,7.8,9.3,1,45.83810516
4651,4651,4651,196930,3,0,8,36.3777,-87.4423,09/2009/22,7.8,9.3,1,72.69877433
4652,4652,4652,199870,3,0,8,38.23,-92.46,10/2009/8,0.1,117.4,1,70.82144124
4653,4653,4653,199871,44,0,8,37.0803,-94.5154,10/2009/8,1,146.4,1,14.83360186
4654,4654,4654,198082,13,0,8,32.9591,-86.5942,09/2009/21,32,24.1,1,70.11390637
4655,4655,4655,198084,105,0,8,33.1842,-86.6085,09/2009/21,26.8,19.7,1,7.080520317
4656,4656,4656,198131,6,0,8,32.9342,-87.1704,09/2009/21,11.7,5.7,1,25.74369683
4657,4657,4657,198135,17,0,8,32.975,-87.1604,09/2009/20,14.5,11.7,1,48.41739172
4658,4658,4658,198796,4,0,8,35.0324,-91.9734,10/2009/29,0,31.2,1,45.70422821
4659,4659,4659,198797,3,0,8,33.6953,-92.2817,10/2009/29,0,40.3,1,40.14173907
4660,4660,4660,197887,11,0,8,33.0631,-94.0382,10/2009/29,0,35.2,1,39.45475032
4661,4661,4661,198353,355,0,8,36.3527,-82.2205,09/2009/26,4.8,36.2,1,24.02162251
4662,4662,4662,198354,34,0,8,36.1481,-82.8283,09/2009/26,4.4,58.6,1,9.476984488
4663,4663,4663,196469,8,0,8,35.33,-92.4,10/2009/29,0,40,1,47.87606564
4664,4664,4664,197706,13,0,8,37.2659,-89.5374,10/2009/30,22.2,149.7,1,21.04446858
4665,4665,4665,197707,10,0,8,37.2216,-89.4617,10/2009/31,149.7,0,1,48.95024849
4666,4666,4666,198359,42,0,8,36.3028,-82.3571,09/2009/26,5.9,40,1,50.93925933
4667,4667,4667,198360,7,0,8,36.5356,-83.2318,09/2009/26,5.3,98.3,1,16.6419908
4668,4668,4668,197574,0,0,8,34.0851,-91.93,10/2009/30,22.4,87.5,1,44.21799859
4669,4669,4669,197580,2,0,8,34.4477,-92.5768,10/2009/30,56.3,84.2,1,23.10598926
4670,4670,4670,198375,74,0,8,39.6398,-75.7323,10/2009/25,35,2.7,1,29.2970065
4671,4671,4671,169598,6,0,0,35.73,-106.0792,07/2009/4,8.8,2.8,1,45.15249449
4672,4672,4672,197643,190,0,8,34.7687,-92.2944,10/2009/29,0,34.1,1,24.77020015
4673,4673,4673,197625,15,0,8,36.3228,-91.501,10/2009/30,44.2,110.3,1,20.30969884
4674,4674,4674,196623,8,0,8,37.4379,-93.1531,09/2009/21,3.9,10.3,1,3.530897082
4675,4675,4675,196624,19,0,8,37.44,-92.98,09/2009/21,6.2,4.7,1,15.3879538
4676,4676,4676,196625,14,0,8,37.39,-93.31,09/2009/21,3.9,10.3,1,26.19719667
4677,4677,4677,196626,1141,0,8,37.17,-93.37,09/2009/21,3,18.1,1,11.00172775
4678,4678,4678,196628,5,0,8,37.04,-92.19,09/2009/21,8.9,1,1,20.21588184
4679,4679,4679,197511,421,0,8,18.4008,-67.1575,09/2009/20,5.3,0.2,1,82.41585159
4680,4680,4680,197085,44,0,8,35.83,-95.92,09/2009/21,0,30.2,1,24.85657388
4681,4681,4681,196932,18,0,8,35.6252,-86.2441,09/2009/26,13,47.4,1,26.42590721
4682,4682,4682,196923,40,0,8,35.6855,-87.0824,09/2009/20,53,46.2,1,17.67543824
4683,4683,4683,198073,0,0,8,32.9623,-88.304,09/2009/21,28.5,27.8,1,3.483312752
4684,4684,4684,198075,2,0,8,33.13,-87.85,09/2009/21,30.4,30.1,1,54.93128175
4685,4685,4685,198076,2,0,8,33.11,-87.41,09/2009/21,26.7,23.3,1,35.31478493
4686,4686,4686,198077,3,0,8,33.142,-87.8364,09/2009/21,30.4,30.1,1,19.55361369
4687,4687,4687,199872,8,0,8,37.9686,-92.9554,10/2009/8,0,152,1,33.6045399
4688,4688,4688,199875,15,0,8,36.8439,-93.5393,10/2009/8,0.3,112.9,1,33.09265397
4689,4689,4689,199877,8,0,8,37.114,-93.4361,10/2009/8,0.3,124.8,1,34.05464783
4690,4690,4690,199879,288,0,8,37.1373,-93.3312,10/2009/8,0.2,104.4,1,28.73665407
4691,4691,4691,198729,5,0,8,36.4899,-92.1368,10/2009/29,0,62.7,1,21.56948141
4692,4692,4692,199085,6,0,8,37.8,-87.77,10/2009/9,4.8,28.1,1,27.96569736
4693,4693,4693,198279,5,0,8,37.2585,-89.6121,10/2009/8,0,17.7,1,62.12125218
4694,4694,4694,192394,1,0,8,35.384,-92.4455,09/2009/16,23.5,49.6,1,52.98347541
4695,4695,4695,198355,28,0,8,36.3981,-83.0182,09/2009/26,3.9,73.4,1,21.89086224
4696,4696,4696,198356,16,0,8,36.4769,-81.8135,09/2009/26,10.1,32.7,1,50.22115505
4697,4697,4697,198357,295,0,8,36.5465,-82.5617,09/2009/26,5.4,37.1,1,24.82952591
4698,4698,4698,198358,28,0,8,36.1883,-82.3606,09/2009/26,6.5,22.2,1,16.51220037
4699,4699,4699,197702,10,0,8,37.7609,-89.3666,10/2009/31,139.9,0,1,26.02789733
4700,4700,4700,195896,3,0,6,41.4888,-92.8635,10/2009/29,0.2,8.6,1,7.851688739
4701,4701,4701,195898,15,0,7,41.2112,-92.9318,10/2009/29,0.1,9.1,1,16.51866911
4702,4702,4702,197708,1,0,8,37.2035,-90.5116,10/2009/23,42.9,0.9,1,18.14867988
4703,4703,4703,198215,13,0,8,35.0734,-84.0622,09/2009/21,123.4,77.8,1,24.45830762
4704,4704,4704,198216,30,0,8,35.0114,-83.882,09/2009/21,123.4,77.8,1,13.31883321
4705,4705,4705,197339,24,0,8,34.8611,-86.7809,09/2009/26,12.7,19.4,1,8.215575089
4706,4706,4706,197340,65,0,8,34.8829,-86.7419,09/2009/26,12.7,19.4,1,55.03938568
4707,4707,4707,197333,12,0,8,34.874,-86.7672,09/2009/26,12.7,19.4,1,58.87225451
4708,4708,4708,196548,19,0,8,37.8513,-94.72,09/2009/21,1,51.9,1,56.45123269
4709,4709,4709,196549,4,0,8,37.4482,-94.7337,09/2009/21,1.7,43.3,1,54.65113451
4710,4710,4710,196550,4,0,8,37.2,-94.84,09/2009/21,1.1,38.2,1,53.14496721
4711,4711,4711,197590,5,0,8,33.7551,-93.1025,10/2009/30,47.7,36.8,1,49.04725105
4712,4712,4712,262539,48,0,8,35.6032,-84.4546,05/2009/15,3.4,7.2,1,6.119736938
4713,4713,4713,262541,35,0,8,35.7983,-84.2588,05/2009/15,2.7,3.6,1,28.39949111
4714,4714,4714,195856,0,0,8,37.59,-85.19,09/2009/21,79.1,25,1,1.985859166
4715,4715,4715,195857,7,0,8,37.5187,-85.2792,09/2009/21,79.1,25,1,40.25757282
4716,4716,4716,196234,199,0,8,37.9776,-84.5,09/2009/25,6.5,10.9,1,30.57399727
4717,4717,4717,195860,12,0,7,37.8592,-84.7001,09/2009/25,8.9,22.4,1,27.97064665
4718,4718,4718,197621,2,0,8,37.3142,-94.9112,10/2009/8,1,122.5,1,8.337019594
4719,4719,4719,199866,5,0,8,37.5801,-94.1401,10/2009/8,0.5,167.8,1,38.52491514
4720,4720,4720,199869,6,0,8,37.7869,-93.4351,10/2009/8,0.2,141.4,1,34.8926693
4721,4721,4721,197851,4,0,8,35.5141,-93.6427,10/2009/30,65.8,8.2,1,15.79690161
4722,4722,4722,198080,71,0,8,33.0075,-87.6132,09/2009/21,26.4,23.8,1,18.2837999
4723,4723,4723,198297,5,0,8,37.1308,-88.1454,10/2009/9,10.3,40.4,1,30.39552338
4724,4724,4724,198298,7,0,8,37.7398,-87.8968,10/2009/9,7.2,22.5,1,14.05661304
4725,4725,4725,198730,7,0,8,36.4979,-92.1337,10/2009/30,62.7,39.8,1,69.63037594
4726,4726,4726,198732,8,0,8,34.0607,-92.4115,10/2009/29,0,46.4,1,28.89702102
4727,4727,4727,198760,4,0,8,35.3466,-91.3664,10/2009/29,0,18.4,1,60.34720588
4728,4728,4728,198282,5,0,8,38.02,-87.0557,10/2009/8,0.1,4.6,1,59.96032054
4729,4729,4729,196481,385,0,8,32.7651,-97.0419,09/2009/13,17.2,10.7,1,55.24288752
4730,4730,4730,194030,16,0,8,34.5736,-85.6278,09/2009/21,36.2,85,1,9.953556255
4731,4731,4731,197342,9,0,8,34.7326,-87.7389,09/2009/22,29.2,11.4,1,38.55294204
4732,4732,4732,197343,5,0,8,34.4523,-87.2694,09/2009/23,15.5,14.5,1,29.97726845
4733,4733,4733,197344,3,0,8,34.5357,-87.4067,09/2009/23,13.9,14.9,1,40.64810946
4734,4734,4734,196483,55,0,8,32.55,-97.0894,09/2009/13,16.9,10.7,1,30.18644373
4735,4735,4735,197841,3,0,8,36.4833,-92.1886,10/2009/30,62.7,39.8,1,13.94683826
4736,4736,4736,196418,8,0,8,34.6943,-92.1574,10/2009/29,0,34.1,1,26.09513585
4737,4737,4737,196618,194,0,8,37.2068,-93.2207,09/2009/21,3.9,10.3,1,35.28605826
4738,4738,4738,192546,2,0,8,33.7359,-92.9182,09/2009/18,63.6,16,1,11.94125322
4739,4739,4739,192550,5,0,8,33.6034,-92.807,09/2009/18,63.6,16,1,16.30549687
4740,4740,4740,192555,7,0,8,34.1818,-93.0583,09/2009/16,13.6,29.9,1,28.31463483
4741,4741,4741,192557,11,0,8,34.6017,-92.8125,09/2009/16,18.5,88.4,1,6.12248498
4742,4742,4742,198070,8,0,8,33.23,-88.29,09/2009/20,35.1,28.5,1,8.663312748
4743,4743,4743,197074,1356,0,8,36.15,-95.95,09/2009/21,0,23.1,1,37.11335776
4744,4744,4744,196488,39,0,8,35.2444,-87.3654,09/2009/23,4.9,9.2,1,21.04195804
4745,4745,4745,196489,42,0,8,36.193,-86.5192,09/2009/26,5.8,47.6,1,48.73332368
4746,4746,4746,196490,257,0,8,36.0535,-86.6712,09/2009/26,17,49,1,9.810737851
4747,4747,4747,196491,101,0,8,36.2314,-86.5057,09/2009/26,5.8,47.6,1,12.28339996
4748,4748,4748,196492,149,0,8,36.1913,-86.5142,09/2009/26,5.8,47.6,1,13.16164039
4749,4749,4749,198727,5,0,8,35.7014,-92.7857,10/2009/29,0,66.5,1,10.1421381
4750,4750,4750,198728,5,0,8,35.7019,-92.7856,10/2009/30,66.5,39.8,1,51.34124303
4751,4751,4751,197835,2,0,8,33.2468,-92.6958,10/2009/29,0,57.5,1,51.38666355
4752,4752,4752,197836,2,0,8,33.0295,-93.2176,10/2009/29,0,63.5,1,21.46370265
4753,4753,4753,197837,8,0,8,33.3725,-92.7335,10/2009/29,0,54.4,1,28.61278805
4754,4754,4754,197005,22,0,8,35.4,-78.89,09/2009/22,0,24,1,25.83344214
4755,4755,4755,197910,1,0,8,33.0388,-93.4854,10/2009/30,55.8,63.4,1,32.81518399
4756,4756,4756,192541,3,0,8,35.0115,-92.7686,09/2009/17,110.7,3.3,1,3.867441707
4757,4757,4757,198067,38,0,8,32.4911,-85.044,09/2009/19,16.1,13,1,2.921540445
4758,4758,4758,192559,6,0,8,35.4277,-91.3541,09/2009/18,14.3,10.2,1,4.813872425
4759,4759,4759,192560,0,0,8,35.4395,-91.3596,09/2009/18,14.3,10.2,1,58.75418364
4760,4760,4760,195827,346,0,8,37.802,-85.9203,09/2009/20,1.4,54.5,1,58.04163677
4761,4761,4761,195828,50,0,8,37.7492,-85.9108,09/2009/20,3.2,59.7,1,27.57618828
4762,4762,4762,195829,1596,0,8,38.2059,-85.7364,09/2009/20,0.3,33.2,1,32.84481996
4763,4763,4763,195830,4,0,8,38.6132,-85.3803,09/2009/20,0,18.7,1,40.43441059
4764,4764,4764,195855,19,0,8,38.3576,-84.5629,09/2009/7,2.2,17.9,1,21.3887481
4765,4765,4765,198277,31,0,8,37.33,-87.5,10/2009/8,0,4.3,1,59.60125303
4766,4766,4766,197831,7,0,8,33.2112,-92.7462,10/2009/29,0,57.5,1,49.82164526
4767,4767,4767,197833,2,0,8,33.2318,-92.8767,10/2009/29,0,57.5,1,27.11156436
4768,4768,4768,189040,7,0,8,35.0432,-107.527,09/2009/16,0.6,2.9,1,38.26532774
4769,4769,4769,197290,541,0,8,32.9255,-96.7822,10/2009/9,8.7,26.9,1,97.04322861
4770,4770,4770,197293,649,0,8,32.984,-96.6396,10/2009/9,16.1,72.3,1,13.25910101
4771,4771,4771,198058,5,0,8,33.15,-85.75,09/2009/19,22.7,26.2,1,16.74535593
4772,4772,4772,198059,2,0,8,33.12,-86.05,09/2009/19,25,27.2,1,17.90312843
4773,4773,4773,198060,14,0,8,33.5,-86.61,09/2009/19,17.3,20.8,1,42.97032302
4774,4774,4774,198062,34,0,8,32.9383,-87.1425,09/2009/19,9.8,14.5,1,6.979097623
4775,4775,4775,198063,4,0,8,32.6946,-87.0918,09/2009/19,23.1,31.9,1,49.80451262
4776,4776,4776,198065,8,0,8,32.6012,-85.2374,09/2009/19,23,29.5,1,61.42879118
4777,4777,4777,192543,0,0,8,35.0942,-93.5088,09/2009/17,84.2,5.5,1,14.96002404
4778,4778,4778,198068,3,0,8,34.2434,-87.8188,09/2009/20,72.7,42.1,1,12.97714552
4779,4779,4779,198069,273,0,8,33.69,-87.83,09/2009/20,60.3,32.7,1,12.11130346
4780,4780,4780,198061,14,0,8,32.8055,-85.6525,09/2009/14,4.2,50.1,1,54.82596946
4781,4781,4781,198032,144,0,8,33.5369,-86.8067,09/2009/17,17.1,8.2,1,27.75608005
4782,4782,4782,198055,5,0,8,32.644,-86.444,09/2009/19,22.5,25.7,1,15.57960511
4783,4783,4783,197842,4,0,8,34.6022,-92.4668,10/2009/29,0,54.6,1,16.20944741
4784,4784,4784,197847,39,0,8,34.5654,-92.3827,10/2009/29,0,54.6,1,28.31790245
4785,4785,4785,197844,10,0,8,36.4799,-93.2149,10/2009/29,0,43.4,1,33.77922309
4786,4786,4786,196291,20,0,8,36.2737,-93.1166,10/2009/8,0.2,20,1,15.71543621
4787,4787,4787,196293,66,0,8,36.31,-91.53,10/2009/9,11.7,50.3,1,40.05377351
4788,4788,4788,196295,2,0,8,34.5309,-92.8321,10/2009/9,6.8,78.5,1,0.687708398
4789,4789,4789,196298,114,0,8,34.7179,-92.3899,10/2009/9,6.2,65.9,1,12.24589204
4790,4790,4790,197834,1,0,8,33.0248,-92.9162,10/2009/29,0,63.5,1,17.87322569
4791,4791,4791,196987,26,0,5,31.6558,-106.3161,09/2009/11,3.3,7.1,1,32.11499851
4792,4792,4792,196996,4,0,8,33.0594,-107.288,09/2009/11,5.4,14.1,1,69.90499903
4793,4793,4793,192556,1,0,8,33.4797,-92.7219,09/2009/18,49,13.4,1,14.14528234
4794,4794,4794,197294,404,0,8,33.0284,-97.2753,10/2009/9,26.1,68.5,1,31.08422238
4795,4795,4795,198159,26,0,8,32.8395,-96.2972,10/2009/9,13.6,60,1,21.19775479
4796,4796,4796,198160,4,0,8,33.581,-95.3964,10/2009/9,15.5,66.4,1,16.74259238
4797,4797,4797,192384,2,0,8,34.93,-92.26,09/2009/16,33.3,111.4,1,22.56247303
4798,4798,4798,192385,11,0,8,35.3658,-92.4637,09/2009/16,23.5,49.6,1,13.87342892
4799,4799,4799,192387,4,0,8,35.32,-92.22,09/2009/16,23.5,49.6,1,19.27964197
4800,4800,4800,192392,1,0,8,35.4066,-92.4015,09/2009/16,23.5,49.6,1,28.69151991
4801,4801,4801,198066,2,0,8,32.7929,-85.3107,09/2009/19,10.8,15.6,1,26.40231363
4802,4802,4802,198074,87,0,8,35.0199,-85.3583,09/2009/16,15.3,32.2,1,18.31607086
4803,4803,4803,198078,10,0,8,35.4428,-84.6428,09/2009/17,8.2,3.2,1,15.05889271
4804,4804,4804,197059,63,0,7,35.609,-95.48,09/2009/10,5.1,45.4,1,23.67096354
4805,4805,4805,197060,10,0,8,36.85,-95.5757,09/2009/10,11.7,22.6,1,26.89675077
4806,4806,4806,197061,4,0,3,35.6634,-95.57,09/2009/10,5.1,45.4,1,35.5664377
4807,4807,4807,195735,7,0,8,38.3245,-86.0861,09/2009/20,0.2,28.6,1,35.58888048
4808,4808,4808,195819,160,0,8,38.3305,-85.7486,09/2009/20,0.3,38.4,1,36.50837466
4809,4809,4809,195825,4314,0,8,38.2603,-85.709,09/2009/20,0.3,21.1,1,48.98456339
4810,4810,4810,197608,16,0,8,34.5299,-77.4632,09/2009/7,34,49.7,1,45.73315846
4811,4811,4811,195809,27,0,8,37.1153,-81.5204,09/2009/26,9.8,43.8,1,109.3993524
4812,4812,4812,198322,982,0,8,40.4416,-74.6164,10/2009/25,22.9,1.8,1,60.1455142
4813,4813,4813,197849,3,0,8,35.2733,-92.5598,10/2009/30,40,37.6,1,23.27090147
4814,4814,4814,196789,3,0,8,36.54,-92.34,09/2009/22,5.7,2.9,1,5.804307776
4815,4815,4815,196790,5,0,8,37.04,-92.19,09/2009/22,1,1,1,28.47739399
4816,4816,4816,196765,23,0,8,38.31,-92.8,09/2009/5,32.4,40,1,82.41585159
4817,4817,4817,196766,4,0,8,38.52,-92.99,09/2009/5,29.8,34.8,1,19.00103187
4818,4818,4818,196767,4,0,8,36.54,-92.4,09/2009/5,5.7,11.8,1,46.05214059
4819,4819,4819,196768,4,0,8,36.51,-91.99,09/2009/5,6.6,12.8,1,24.82290705
4820,4820,4820,196760,583,0,8,34.8625,-111.7618,09/2009/10,0.3,5.1,1,36.29020766
4821,4821,4821,192381,0,0,8,35.8369,-91.1865,09/2009/16,44.3,76.8,1,31.84595396
4822,4822,4822,192382,147,0,8,34.7581,-92.2966,09/2009/15,22.3,14.9,1,57.7435829
4823,4823,4823,198148,9,0,8,37.8,-95.95,09/2009/9,29.4,70,1,20.72969574
4824,4824,4824,199880,7,0,8,36.7276,-94.6002,10/2009/8,1.1,104.6,1,6.952326543
4825,4825,4825,199882,14,0,8,36.91,-93.89,10/2009/8,0.6,137.8,1,38.12340507
4826,4826,4826,201336,11,0,8,37,-93.37,10/2009/8,0.2,104.4,1,54.28326844
4827,4827,4827,201337,25,0,8,36.9549,-93.252,10/2009/8,0.2,104.4,1,37.03150157
4828,4828,4828,195852,6,0,8,38.4557,-86.4116,09/2009/6,0,6.3,1,39.9658069
4829,4829,4829,198207,2,0,8,36.93,-94.9786,09/2009/9,0.9,55.6,1,25.75578046
4830,4830,4830,178372,297,0,8,44.77,-93.48,08/2009/8,7.9,14.8,1,51.40520338
4831,4831,4831,195816,2,0,8,38.07,-86.25,09/2009/20,0.6,47.9,1,19.14122315
4832,4832,4832,195734,12,0,8,38.2577,-86.2969,09/2009/20,0.2,31.1,1,14.37593265
4833,4833,4833,197423,13,0,8,37.681,-96.9553,09/2009/8,2.7,94.1,1,33.09164583
4834,4834,4834,197424,168,0,8,37.7282,-97.3045,09/2009/8,2.4,85.4,1,21.67332987
4835,4835,4835,197640,4,0,8,34.5362,-91.3396,10/2009/30,33.2,172.6,1,43.76443368
4836,4836,4836,197670,8,0,8,35.33,-92.4,10/2009/30,40,37.6,1,19.12093892
4837,4837,4837,198283,215,0,8,40.5295,-74.3638,10/2009/24,2.1,38.7,1,21.04446858
4838,4838,4838,198473,343,0,8,39.63,-75.73,10/2009/28,28.9,35,1,35.86736121
4839,4839,4839,197428,14,0,8,37.6977,-96.9595,09/2009/8,2.7,94.1,1,45.87504651
4840,4840,4840,196461,481,0,8,37.8782,-84.4107,09/2009/26,22.4,60.2,1,20.40945809
4841,4841,4841,201338,41,0,8,37.1,-93.48,10/2009/8,0.3,124.8,1,27.78831489
4842,4842,4842,201339,33,0,8,37.32,-92.87,10/2009/8,0,110.3,1,32.46886356
4843,4843,4843,198761,4,0,8,35.35,-91.3667,10/2009/30,18.4,156.4,1,31.88202209
4844,4844,4844,198795,5,0,8,34.9926,-91.7454,10/2009/30,31.2,91.9,1,59.81251456
4845,4845,4845,196792,12,0,8,36.9387,-93.9496,09/2009/19,0,11.2,1,44.28025573
4846,4846,4846,196787,4,0,8,36.78,-92.37,09/2009/22,2.8,5.7,1,58.04692255
4847,4847,4847,197671,2,0,8,35.6886,-91.0835,10/2009/29,0,30.6,1,49.53633599
4848,4848,4848,197840,1,0,8,36.4865,-92.1932,10/2009/29,0,62.7,1,41.12056226
4849,4849,4849,198475,338,0,8,38.7847,-75.3226,10/2009/28,13.2,19.4,1,26.37950037
4850,4850,4850,196631,8,0,8,36.7419,-93.6735,09/2009/21,4.1,14.9,1,72.61415745
4851,4851,4851,198141,23,0,7,37.5549,-95.8434,09/2009/9,22.3,37.6,1,36.02497533
4852,4852,4852,198144,11,0,8,37.197,-95.7362,09/2009/9,7.6,24.4,1,21.87514805
4853,4853,4853,198145,7,0,8,38,-96.16,09/2009/9,76.4,48.3,1,25.36468257
4854,4854,4854,198146,20,0,8,37.3573,-95.2882,09/2009/9,2.8,13.4,1,35.53150688
4855,4855,4855,196460,141,0,8,37.8948,-84.5207,09/2009/26,22.4,60.2,1,6.366876964
4856,4856,4856,196560,25,0,8,37.0211,-84.6861,09/2009/26,19.8,120.8,1,20.24523244
4857,4857,4857,196568,16,0,8,36.9443,-84.1007,09/2009/26,18.6,155.4,1,37.79608251
4858,4858,4858,196570,6,0,8,37.4888,-83.6255,09/2009/26,13.5,137,1,14.92195521
4859,4859,4859,196572,10,0,8,37.3508,-84.3158,09/2009/26,27.4,125.4,1,21.67570901
4860,4860,4860,198284,226,0,8,40.6158,-74.4525,10/2009/24,2.5,45.4,1,18.54056654
4861,4861,4861,198134,234,0,8,36.5574,-82.5777,09/2009/25,0.2,5.4,1,31.21030255
4862,4862,4862,188812,1,0,8,32.7816,-94.9919,09/2009/14,34.8,71.1,1,18.37665178
4863,4863,4863,188826,28,0,8,32.772,-94.3674,09/2009/14,46.9,75,1,29.11554146
4864,4864,4864,198016,21,0,8,35.297,-82.702,09/2009/21,61.4,16.7,1,13.17226435
4865,4865,4865,198020,14,0,8,35.412,-83.181,09/2009/21,115.6,54.1,1,25.95600692
4866,4866,4866,198029,11,0,8,35.232,-83.456,09/2009/21,121.3,57.5,1,21.48702808
4867,4867,4867,198002,16,0,8,34.63,-83.548,09/2009/20,7.1,78.9,1,18.320191
4868,4868,4868,196194,12,0,8,30.9847,-97.6382,09/2009/11,2.8,38.7,1,18.34881362
4869,4869,4869,195635,656,0,7,32.7216,-96.8292,09/2009/11,1.7,8.6,1,10.93757912
4870,4870,4870,197929,1,0,8,31.8568,-94.9109,10/2009/29,0.3,29.4,1,10.76094071
4871,4871,4871,198259,4,0,8,31.8611,-88.1418,09/2009/23,32.7,28,1,10.62222724
4872,4872,4872,197917,2,0,8,33.7849,-92.3161,10/2009/13,25.2,53.5,1,79.23520235
4873,4873,4873,198291,33,0,8,36.3497,-83.3231,09/2009/26,3.3,83.9,1,43.48449982
4874,4874,4874,198293,180,0,8,36.2199,-83.3025,09/2009/26,3.3,83.9,1,25.88093141
4875,4875,4875,198294,42,0,8,36.124,-83.4968,09/2009/26,1.9,54.4,1,18.56345573
4876,4876,4876,196472,5,0,8,35.03,-92.7,10/2009/29,0,63.4,1,4.476745522
4877,4877,4877,178366,1665,0,8,44.76,-93.2,08/2009/8,5.5,11.8,1,7.993130741
4878,4878,4878,178367,374,0,8,45.19,-93.55,08/2009/8,3.2,16.3,1,31.31727138
4879,4879,4879,195590,5,0,8,32.5718,-98.3764,09/2009/21,0.4,2.5,1,35.11327299
4880,4880,4880,197634,1340,0,8,34.8126,-87.6872,09/2009/17,44.4,42.5,1,12.85674475
4881,4881,4881,197635,36,0,8,34.9452,-87.5013,09/2009/17,48.1,48.9,1,28.03414321
4882,4882,4882,197637,216,0,8,34.9707,-87.523,09/2009/17,48.1,48.9,1,18.98758352
4883,4883,4883,197642,890,0,8,34.8307,-87.6711,09/2009/17,44.4,42.5,1,22.4443319
4884,4884,4884,197705,1,0,8,37.1989,-90.5136,10/2009/30,17.3,59.3,1,26.690854
4885,4885,4885,196187,622,0,8,36.1451,-86.8727,09/2009/16,8.3,32.3,1,24.13790616
4886,4886,4886,198001,4,0,8,33.7086,-93.0243,09/2009/18,63.6,16,1,22.89689527
4887,4887,4887,192402,1,0,8,33.4693,-92.6965,09/2009/17,23.4,49,1,6.085445485
4888,4888,4888,198150,185,0,8,35.0609,-85.3047,09/2009/26,4,19,1,28.56360751
4889,4889,4889,197583,6,0,8,35.33,-92.08,10/2009/30,50.9,88.5,1,8.439959402
4890,4890,4890,196409,40,0,8,34.8536,-92.1787,10/2009/29,0,52.2,1,22.61346118
4891,4891,4891,192769,17,0,8,36.4365,-92.4448,09/2009/19,0.3,8.2,1,24.14199674
4892,4892,4892,197932,9,0,8,31.373,-94.7619,10/2009/29,1.1,58.7,1,13.92866101
4893,4893,4893,198262,1134,0,8,40.0141,-75.2117,10/2009/24,0.6,15.7,1,10.78971278
4894,4894,4894,198223,6,0,8,35.6127,-84.4759,09/2009/26,1.9,45.5,1,17.05598641
4895,4895,4895,196434,8,0,8,36.295,-86.2598,09/2009/17,25.4,37.6,1,27.53539492
4896,4896,4896,196435,27,0,8,35.18,-87.74,09/2009/17,39.9,48.3,1,35.69053677
4897,4897,4897,198021,136,0,8,32.3523,-86.2981,09/2009/16,14.8,11.4,1,47.76008947
4898,4898,4898,198026,11,0,8,34.2913,-87.6057,09/2009/16,29.1,41.4,1,25.96786002
4899,4899,4899,198027,10,0,8,33.83,-85.92,09/2009/17,31.9,28.2,1,8.188435479
4900,4900,4900,198028,80,0,8,33.2431,-86.8211,09/2009/17,20.6,11.8,1,13.53025701
4901,4901,4901,196484,55,0,8,32.55,-97.0894,09/2009/13,16.9,10.7,1,27.95295735
4902,4902,4902,194574,327,0,8,34.8854,-87.6919,09/2009/17,44.4,42.5,1,13.94683826
