,Unnamed: 0,Unnamed: 0.1,EVENT_ID,osm,forest,forest_year,BEGIN_LAT,BEGIN_LON,BEGIN_DATE,precip2,precip1
1215,1215,1215,197581,8,0,0,39.859,-89.2194,09/2009/6,6.4,14.3
1216,1216,1216,166512,24,0,8,30.734,-96.4663,04/2009/28,15.8,115.6
1217,1217,1217,193507,6,0,8,37.1133,-94.5569,08/2009/19,6.9,9.5
1218,1218,1218,188902,13,0,8,21.4945,-157.8518,08/2009/13,4.3,0.9
1219,1219,1219,190393,642,0,8,35.1275,-89.8764,07/2009/26,0.1,7.4
1220,1220,1220,195607,7,0,8,32.1808,-98.2399,09/2009/21,0.8,6.4
1221,1221,1221,193785,11,0,8,35.2692,-78.577,08/2009/11,0,0.2
1222,1222,1222,191969,648,0,7,39.88,-83.08,08/2009/28,2,10.4
1223,1223,1223,190370,8,0,8,36.0231,-88.4397,07/2009/26,0.1,4.8
1224,1224,1224,190560,1,0,8,35.7,-88.13,07/2009/29,22.6,4.8
1225,1225,1225,190565,8,0,8,34.97,-90.88,07/2009/29,26.8,4.2
1226,1226,1226,193236,4,0,6,34.5654,-112.6943,08/2009/31,0,0
1227,1227,1227,193226,23,0,8,30.4257,-97.013,09/2009/13,26.4,14.3
1228,1228,1228,190295,1,0,6,43.827,-98.0814,07/2009/1,0,0
1229,1229,1229,190297,2,0,4,43.4814,-97.8846,07/2009/1,0,0
1230,1230,1230,190298,2,0,6,43.1503,-97.6683,07/2009/5,25.2,0
1231,1231,1231,175941,13,0,7,36.2646,-115.6236,07/2009/20,0.9,0.9
1232,1232,1232,186742,249,0,8,39.9585,-85.9829,06/2009/2,0.2,11.5
1233,1233,1233,192948,992,0,8,35.1082,-89.8427,08/2009/18,2.1,0.4
1234,1234,1234,194525,32,0,8,42.5245,-78.5165,08/2009/9,5.8,36.8
1235,1235,1235,194528,1,0,8,42.4658,-79.025,08/2009/9,12.5,30.6
1236,1236,1236,194530,523,0,5,42.5411,-79.1594,08/2009/9,17.3,30
1237,1237,1237,188578,3,0,8,32.511,-94.2991,08/2009/1,0.5,2.1
1238,1238,1238,193154,44,0,5,30.82,-97.6,09/2009/11,5.2,53.1
1239,1239,1239,193155,97,0,8,29.6563,-98.1701,09/2009/11,25.1,11.4
1240,1240,1240,193156,20,0,8,30.837,-97.8079,09/2009/12,53.1,71.4
1241,1241,1241,193157,1913,0,8,30.46,-97.8,09/2009/12,63.6,86.8
1242,1242,1242,193159,140,0,8,30.3834,-97.7758,09/2009/12,46.6,86.8
1243,1243,1243,193162,1067,0,8,30.5237,-97.7084,09/2009/12,64.9,79.9
1244,1244,1244,193164,21,0,8,30.82,-97.77,09/2009/12,53.1,71.4
1245,1245,1245,188133,6,0,8,32.9952,-93.4531,07/2009/28,1.4,44.3
1246,1246,1246,192612,0,0,0,44.19,-99.48,07/2009/14,0,0.5
1247,1247,1247,192613,2,0,0,45.93,-99.97,07/2009/14,1.1,0
1248,1248,1248,192614,2,0,6,45.28,-99.75,07/2009/14,0,0
1249,1249,1249,171352,0,0,0,41.8721,-104.3936,06/2009/14,5.8,0.7
1250,1250,1250,192949,4,0,8,35.6691,-88.168,08/2009/20,1.4,6.1
1251,1251,1251,192992,26,0,8,36.27,-90.3,08/2009/10,0.7,0.7
1252,1252,1252,195238,14,0,8,34.31,-88.7184,08/2009/11,4.9,7.1
1253,1253,1253,191428,3,0,8,37.0855,-83.4077,08/2009/12,8.9,3.5
1254,1254,1254,194534,574,0,8,42.0991,-79.2501,08/2009/10,26.2,6.3
1255,1255,1255,194536,154,0,8,43.1711,-78.7277,08/2009/10,17,15.3
1256,1256,1256,193676,904,0,8,38.67,-84.33,09/2009/8,9.8,11.8
1257,1257,1257,193677,177,0,8,39.05,-84.45,09/2009/8,7.2,3.1
1258,1258,1258,193683,325,0,8,38.6488,-83.7645,09/2009/21,6,6.7
1259,1259,1259,193131,111,0,8,29.6103,-98.6262,09/2009/9,4.6,14.9
1260,1260,1260,193132,26,0,8,29.5998,-100.0017,09/2009/9,1.6,8.3
1261,1261,1261,188590,77,0,8,32.5217,-95.417,08/2009/1,0.2,2.6
1262,1262,1262,188592,164,0,8,32.2812,-95.3185,08/2009/1,1.1,2
1263,1263,1263,197657,1,0,0,38.95,-99.97,09/2009/8,2,8.8
1264,1264,1264,193169,204,0,8,30.84,-97.8,09/2009/12,53.1,71.4
1265,1265,1265,192615,0,0,0,45.84,-99.71,07/2009/14,1.1,0
1266,1266,1266,192616,2,0,7,45.58,-99.69,07/2009/14,1.1,0
1267,1267,1267,196302,0,0,8,36.58,-91.4,09/2009/16,23.4,13
1268,1268,1268,196769,82,0,8,36.829,-94.6083,09/2009/9,2,82.7
1269,1269,1269,193691,5,0,7,38.8407,-83.8551,09/2009/21,12.3,4.2
1270,1270,1270,193695,63,0,8,38.73,-83.83,09/2009/21,14,9.3
1271,1271,1271,187066,26,0,6,34.7701,-114.5007,08/2009/23,1.2,0.5
1272,1272,1272,187067,0,0,0,34.0874,-115.5549,08/2009/23,3.8,0
1273,1273,1273,197679,8,0,0,37.07,-111.99,09/2009/14,0.6,0.4
1274,1274,1274,189295,27,0,8,39.4,-84.23,08/2009/4,0,15.9
1275,1275,1275,191897,51,0,8,39.8,-84.1,08/2009/19,3.7,5
1276,1276,1276,189099,15,0,7,36.4061,-90.6031,07/2009/16,0.1,3.5
1277,1277,1277,197658,1,0,5,38.44,-100.49,09/2009/9,5.4,1.7
1278,1278,1278,197660,7,0,8,37.38,-98.92,09/2009/12,5.4,21.8
1279,1279,1279,197661,7,0,8,37.3834,-98.9166,09/2009/12,5.4,21.8
1280,1280,1280,197662,3,0,7,37.34,-98.73,09/2009/12,5.4,21.8
1281,1281,1281,166430,144,0,8,29.5275,-95.4966,04/2009/18,9.5,9.2
1282,1282,1282,195461,1,0,8,33.1462,-105.7681,08/2009/23,1.7,2.7
1283,1283,1283,195462,43,0,8,33.4746,-107.791,08/2009/23,0.8,3.2
1284,1284,1284,195467,33,0,8,33.4744,-107.7889,08/2009/24,3.2,14.6
1285,1285,1285,195470,115,0,8,31.8955,-106.5882,08/2009/27,0,0
1286,1286,1286,170896,3,0,6,40.1621,-90.9709,05/2009/15,0,8.9
1287,1287,1287,196773,4,0,8,37.1389,-94.8109,09/2009/9,2.4,81.2
1288,1288,1288,196774,1,0,8,37.23,-94.92,09/2009/9,2.4,81.2
1289,1289,1289,196775,23,0,8,37.18,-94.84,09/2009/9,2.4,81.2
1290,1290,1290,196778,20,0,8,37.02,-94.74,09/2009/9,1.1,83.6
1291,1291,1291,187068,0,0,0,34.5991,-114.6406,08/2009/23,1.2,0.5
1292,1292,1292,187070,1,0,0,35.4921,-115.3056,08/2009/23,1.1,1.1
1293,1293,1293,192027,55,0,5,35.4653,-115.5259,09/2009/4,0.3,0.5
1294,1294,1294,192030,7,0,0,35.4677,-115.2738,09/2009/4,0.3,0.5
1295,1295,1295,197004,22,0,8,35.6163,-78.852,09/2009/22,0,14.2
1296,1296,1296,189103,13,0,8,35.27,-90.47,07/2009/16,0.2,2.9
1297,1297,1297,189105,82,0,8,34.32,-89.95,07/2009/16,0.2,3.5
1298,1298,1298,166483,133,0,8,29.5184,-95.2231,04/2009/24,0,3.4
1299,1299,1299,166489,7,0,8,29.8246,-94.7303,04/2009/24,0,1.2
1300,1300,1300,166493,277,0,8,30.6784,-96.3769,04/2009/25,5.8,12.4
1301,1301,1301,188145,1,0,8,32.6917,-93.6327,07/2009/28,10.1,28
1302,1302,1302,188163,153,0,8,32.5272,-93.7195,07/2009/28,4.8,6.6
1303,1303,1303,188176,24,0,8,32.345,-93.8924,07/2009/28,10,12.3
1304,1304,1304,187395,3,0,0,41.0957,-103.6661,09/2009/6,0,0.3
1305,1305,1305,194538,33,0,8,43.1143,-76.8716,08/2009/10,7,7.9
1306,1306,1306,194539,65,0,8,42.5521,-77.673,08/2009/12,6.3,9.5
1307,1307,1307,194540,237,0,8,42.16,-77.8,08/2009/12,9.3,13.5
1308,1308,1308,193143,78,0,8,29.9848,-98.1076,09/2009/10,10.7,19.1
1309,1309,1309,193144,140,0,8,29.5735,-98.4052,09/2009/10,7.7,43.1
1310,1310,1310,193145,106,0,8,29.02,-99.05,09/2009/11,40.4,23.2
1311,1311,1311,193146,44,0,5,30.82,-97.6,09/2009/11,5.2,53.1
1312,1312,1312,193149,13,0,8,28.8664,-99.1008,09/2009/11,40.4,23.2
1313,1313,1313,193150,18,0,8,30.83,-97.63,09/2009/11,5.2,53.1
1314,1314,1314,193151,2,0,8,28.7677,-99.0115,09/2009/11,40.4,23.2
1315,1315,1315,176968,9,0,8,35.19,-78.65,08/2009/2,11.6,14.7
1316,1316,1316,186738,98,0,8,39.8643,-86.0658,06/2009/2,0.1,6.3
1317,1317,1317,192605,0,0,8,45.58,-97.97,07/2009/14,0,4.4
1318,1318,1318,192606,0,0,0,44.87,-97.97,07/2009/14,0.1,3.8
1319,1319,1319,192607,1,0,7,45.59,-99.69,07/2009/14,1.1,0
1320,1320,1320,192608,0,0,0,44.57,-99.91,07/2009/14,0.3,0.2
1321,1321,1321,193663,5,0,7,32.49,-100.86,08/2009/11,0,1.2
1322,1322,1322,196779,4,0,8,37.08,-94.99,09/2009/9,1,36.2
1323,1323,1323,197577,2,0,8,37.2055,-94.9504,09/2009/4,8,8.5
1324,1324,1324,195879,0,0,8,44.33,-97.47,09/2009/2,0,8.1
1325,1325,1325,193152,117,0,8,30.7,-97.66,09/2009/11,5.2,53.1
1326,1326,1326,191906,17,0,7,39.65,-82.7112,08/2009/20,3.9,10.9
1327,1327,1327,192609,2,0,0,44.54,-99.86,07/2009/14,0.3,0.2
1328,1328,1328,192610,4,0,1,44.66,-99.66,07/2009/14,0,0
1329,1329,1329,192611,1,0,0,44.59,-99.28,07/2009/14,0,1.3
1330,1330,1330,166059,4,0,8,37.22,-88.45,05/2009/10,4.9,0.4
1331,1331,1331,166070,52,0,4,37.9252,-87.9092,05/2009/9,70.8,0
1332,1332,1332,166069,7,0,7,37.9437,-86.9163,05/2009/9,14.3,0.2
1333,1333,1333,200273,828,0,8,40.6137,-122.3714,10/2009/18,0,0
1334,1334,1334,208097,801,0,8,30.4,-88.92,12/2009/12,0.4,46.5
1335,1335,1335,200378,50,0,8,44.0254,-71.6825,10/2009/24,0.4,12.7
1336,1336,1336,198212,2,0,8,36.93,-94.9786,09/2009/22,30.3,21.8
1337,1337,1337,197931,13,0,8,32.4815,-93.9043,10/2009/29,0,40.2
1338,1338,1338,198726,1,0,8,33.8182,-93.7244,10/2009/13,4.6,51
1339,1339,1339,198998,7,0,8,32.658,-94.0402,10/2009/13,22.7,39.9
1340,1340,1340,200280,3,0,8,32.66,-84.14,09/2009/18,39.4,49.7
1341,1341,1341,198735,10,0,8,33.55,-83.64,09/2009/16,30.4,10.6
1342,1342,1342,167555,4158,0,8,30.4418,-84.2752,04/2009/2,251.2,176.1
1343,1343,1343,167556,2689,0,8,30.4628,-84.2816,04/2009/2,264.9,188.1
1344,1344,1344,167563,65,0,8,30.8026,-85.6709,04/2009/2,79.9,102.4
1345,1345,1345,167568,34,0,8,30.8703,-85.1636,04/2009/2,120.8,109
1346,1346,1346,167571,14,0,8,30.8284,-85.3592,04/2009/2,120.8,109
1347,1347,1347,206150,492,0,8,32.7883,-79.9421,12/2009/2,0.4,77.4
1348,1348,1348,206151,817,0,8,32.7827,-79.9458,12/2009/2,0.4,77.4
1349,1349,1349,206152,402,0,8,32.7892,-79.953,12/2009/2,0.4,77.4
1350,1350,1350,188662,2,0,4,48.88,-97.76,09/2009/11,0,24.1
1351,1351,1351,198610,1207,0,8,33.84,-84.35,09/2009/16,57.7,22
1352,1352,1352,199447,11,0,8,35.9402,-94.8426,10/2009/9,78.8,70.5
1353,1353,1353,199470,2,0,8,36.3607,-96.8381,10/2009/29,0.8,31.8
1354,1354,1354,199472,15,0,8,36.329,-96,10/2009/29,0.3,13.8
1355,1355,1355,200312,411,0,8,33.9,-83.34,09/2009/16,18.4,3.3
1356,1356,1356,200309,10,0,8,33.94,-83.9,09/2009/16,41,16.2
1357,1357,1357,197469,1,0,8,45.5338,-98.2109,09/2009/1,0,0
1358,1358,1358,198052,15,0,6,38.07,-95.37,09/2009/9,11.3,78.9
1359,1359,1359,198053,4,0,5,38.26,-96.17,09/2009/9,65.6,54.6
1360,1360,1360,199976,3,0,0,40.2524,-89.019,10/2009/23,19.4,22.2
1361,1361,1361,199982,3,0,8,35.3521,-91.6891,11/2009/1,0,0
1362,1362,1362,198371,85,0,8,18.3928,-67.1513,10/2009/5,2.7,0.1
1363,1363,1363,196891,56,0,8,18.3376,-64.947,09/2009/5,243.3,30.5
1364,1364,1364,197470,3,0,8,45.152,-98.4327,09/2009/1,0,0
1365,1365,1365,198089,6,0,8,33.76,-88.2,09/2009/23,18.3,55.3
1366,1366,1366,199967,3,0,8,33.8,-88.21,10/2009/12,0,45.1
1367,1367,1367,199971,28,0,8,33.77,-88.1255,10/2009/13,45.1,20.1
1368,1368,1368,186953,4,0,6,35.6011,-108.41,09/2009/5,1,1
1369,1369,1369,198093,64,0,8,33.76,-88.11,09/2009/26,6.8,9.4
1370,1370,1370,198094,13,0,8,33.7288,-87.2905,09/2009/26,12.9,10.5
1371,1371,1371,198095,10,0,8,33.7683,-87.1878,09/2009/26,12.9,10.5
1372,1372,1372,205352,1528,0,7,32.78,-79.94,12/2009/2,0.4,77.4
1373,1373,1373,205356,337,0,8,32.8465,-79.9658,12/2009/2,0,69.9
1374,1374,1374,206149,326,0,8,32.7959,-79.947,12/2009/2,0.4,77.4
1375,1375,1375,199972,0,0,8,33.6767,-88.2274,10/2009/15,30.5,13.3
1376,1376,1376,197500,22,0,8,32.7602,-92.4132,10/2009/22,0.4,60.7
1377,1377,1377,197501,21,0,8,32.6898,-93.9728,10/2009/22,1.5,87.3
1378,1378,1378,197503,11,0,8,32.5694,-95.143,10/2009/22,14.5,100.9
1379,1379,1379,186954,13,0,7,35.1299,-108.491,09/2009/5,1,0.3
1380,1380,1380,186955,26,0,8,35.12,-108.48,09/2009/5,1,0.3
1381,1381,1381,186956,0,0,6,35.2227,-108.4769,09/2009/5,1,0.3
1382,1382,1382,186957,129,0,5,35.5101,-108.8136,09/2009/5,1,1
1383,1383,1383,199436,2,0,8,29.2031,-103.6055,10/2009/7,0.1,0.9
1384,1384,1384,197504,3,0,8,33.3467,-95.2734,10/2009/22,16.3,70
1385,1385,1385,198611,1207,0,8,33.84,-84.35,09/2009/16,57.7,22
1386,1386,1386,200561,139,0,8,35.38,-94.42,10/2009/9,20,61.2
1387,1387,1387,198515,5,0,8,18.0716,-66.5625,10/2009/14,3.5,5.9
1388,1388,1388,199286,14,0,8,18.4519,-66.9772,10/2009/5,3.6,1.1
1389,1389,1389,199306,786,0,8,18.4777,-67.0316,10/2009/5,3.6,1.1
1390,1390,1390,206704,79,0,8,30.4957,-84.4331,12/2009/2,16.3,62.2
1391,1391,1391,199439,2,0,8,36.93,-94.9786,10/2009/8,1.1,136.2
1392,1392,1392,199442,22,0,8,36.12,-94.57,10/2009/9,84.3,104.2
1393,1393,1393,200310,338,0,8,32.92,-83.71,09/2009/17,9.6,110.7
1394,1394,1394,265066,85,0,8,18.2612,-66.7547,10/2009/14,4.2,4.8
1395,1395,1395,206153,291,0,8,32.8006,-79.9498,12/2009/2,0.4,77.4
1396,1396,1396,206154,314,0,8,32.792,-79.9535,12/2009/2,0.4,77.4
1397,1397,1397,199443,47,0,8,36,-96.0642,10/2009/29,0.2,17.5
1398,1398,1398,199444,155,0,8,35.92,-94.97,10/2009/9,78.8,70.5
1399,1399,1399,199445,11,0,7,35.1967,-94.6565,10/2009/9,20.5,88.7
1400,1400,1400,206155,168,0,8,32.846,-79.84,12/2009/2,0.4,76
1401,1401,1401,167456,53,0,8,30.5756,-84.5855,04/2009/2,241.8,169.4
1402,1402,1402,200563,143,0,8,35.43,-94.35,10/2009/9,26.6,85.6
1403,1403,1403,200571,609,0,8,35.93,-94.18,10/2009/29,0,35.5
1404,1404,1404,200572,19,0,8,35.5,-93.83,10/2009/29,0,52.1
1405,1405,1405,175081,2,0,8,34.0111,-80.8814,07/2009/22,3.8,1.1
1406,1406,1406,199973,97,0,8,34.0194,-86.0192,10/2009/12,0,56.4
1407,1407,1407,196071,7,0,8,33.375,-92.7411,10/2009/13,33,71.2
1408,1408,1408,197894,5,0,8,31.6855,-93.0587,10/2009/30,58.5,86.7
1409,1409,1409,197897,8,0,8,32.7752,-93.0813,10/2009/30,67.2,119.5
1410,1410,1410,199383,48,0,8,32.55,-83.7,09/2009/18,86.5,62.9
1411,1411,1411,166072,10,0,8,37.1384,-89.4318,05/2009/1,38.8,16.9
1412,1412,1412,166074,9,0,8,36.97,-89.15,05/2009/5,1.6,2.3
1413,1413,1413,200414,1,0,8,36.4522,-84.4931,05/2009/8,9.8,13
1414,1414,1414,200416,5,0,8,36.3344,-84.6117,05/2009/8,9.8,13
1415,1415,1415,200417,4,0,8,36.4365,-84.07,05/2009/8,7.9,9.1
1416,1416,1416,262542,23,0,8,36.1386,-82.4261,05/2009/14,0.1,3
1417,1417,1417,262543,18,0,8,35.1553,-84.9096,05/2009/28,10.5,4.5
1418,1418,1418,196997,26,0,0,32.4032,-106.75,09/2009/11,4.1,16.1
1419,1419,1419,198239,2,0,8,31.7226,-86.3431,09/2009/15,76.2,22.7
1420,1420,1420,194025,16,0,8,34.5736,-85.6278,09/2009/21,36.2,85
1421,1421,1421,197505,4,0,8,32.9529,-95.1471,10/2009/22,12.5,17.2
1422,1422,1422,197445,0,0,8,45.31,-98.76,09/2009/8,0,12.3
1423,1423,1423,197896,2,0,8,32.3355,-92.7533,10/2009/30,52,118.1
1424,1424,1424,168403,5,0,8,31.67,-88.65,04/2009/13,4.6,44.2
1425,1425,1425,200894,146,0,8,41.0108,-74.1691,10/2009/24,3.2,52.6
1426,1426,1426,197488,1,0,8,32.9586,-92.6189,10/2009/15,11.2,1.6
1427,1427,1427,197489,2,0,8,32.467,-92.1842,10/2009/15,32.4,3.3
1428,1428,1428,166192,102,0,7,38.1336,-87.9406,05/2009/4,5.7,2.4
1429,1429,1429,166203,28,0,8,38.513,-87.2854,05/2009/2,12.6,2
1430,1430,1430,197496,0,0,8,32.61,-93.62,10/2009/22,1.3,88.1
1431,1431,1431,197506,7,0,8,32.9857,-94.7447,10/2009/22,9.7,96.9
1432,1432,1432,197507,8,0,8,32.59,-94.86,10/2009/22,14.5,100.9
1433,1433,1433,197508,18,0,8,33.3616,-95.1155,10/2009/22,16.3,70
1434,1434,1434,198734,32,0,8,33.6,-83.67,09/2009/16,30.4,10.6
1435,1435,1435,200136,15,0,8,30.1385,-93.2125,10/2009/27,26.9,1.9
1436,1436,1436,196074,4,0,8,31.9047,-94.4203,10/2009/13,44.8,49.2
1437,1437,1437,197053,2,0,7,36.9621,-95.2152,09/2009/9,1,36.2
1438,1438,1438,197056,6,0,8,36.42,-94.9439,09/2009/9,1,26
1439,1439,1439,197058,10,0,8,35.9055,-94.97,09/2009/10,9.9,49
1440,1440,1440,197903,2,0,8,33.0111,-93.1641,10/2009/30,63.5,110.3
1441,1441,1441,197925,10,0,8,32.3911,-93.8344,10/2009/30,48,49.1
1442,1442,1442,197920,92,0,8,32.4882,-93.8553,10/2009/30,48,49.1
1443,1443,1443,200279,12,0,8,32.5817,-83.9108,09/2009/18,31.9,16.1
1444,1444,1444,197813,37,0,7,33.9525,-117.1687,09/2009/2,0,0
1445,1445,1445,167218,11,0,8,37.88,-87.05,05/2009/8,0.2,24
1446,1446,1446,197497,10,0,8,32.56,-93.62,10/2009/22,1.3,88.1
1447,1447,1447,197502,1788,0,8,32.4681,-93.733,10/2009/22,1.5,86.1
1448,1448,1448,198559,112,0,8,34.7037,-84.4878,09/2009/15,1.4,26.1
1449,1449,1449,187393,4,0,0,39.121,-100.94,09/2009/9,4.8,1.3
1450,1450,1450,200311,338,0,8,32.92,-83.71,09/2009/17,9.6,110.7
1451,1451,1451,200142,5,0,8,31.1502,-93.2877,10/2009/29,0.5,55.4
1452,1452,1452,200143,10,0,8,30.8457,-93.5046,10/2009/30,46.8,55.8
1453,1453,1453,197482,4,0,8,32.4717,-92.7466,10/2009/15,25.3,0.9
1454,1454,1454,200169,7,0,8,34.202,-83.079,10/2009/12,0.3,87.7
1455,1455,1455,197814,20,0,8,33.0851,-116.708,09/2009/2,0,1.7
1456,1456,1456,199814,13,0,8,28.085,-97.0577,11/2009/19,0,7.5
1457,1457,1457,198240,11,0,6,32.0103,-106.6206,09/2009/19,5.4,2.3
1458,1458,1458,198246,198,0,0,31.94,-106.44,09/2009/19,7.9,2.2
1459,1459,1459,198993,103,0,8,32.3475,-93.747,10/2009/30,48,49.1
1460,1460,1460,199007,2,0,8,32.5354,-93.3797,10/2009/14,50.3,12.1
1461,1461,1461,199043,0,0,8,33.1526,-93.6008,10/2009/27,9.8,2.3
1462,1462,1462,200281,7,0,8,32.7,-84.1,09/2009/18,39.4,49.7
1463,1463,1463,197900,5,0,8,32.8782,-93.2715,10/2009/30,63.5,110.3
1464,1464,1464,197899,7,0,8,32.9615,-93.3192,10/2009/30,55.8,63.4
1465,1465,1465,197901,25,0,8,32.5879,-93.3526,10/2009/30,68,98.1
1466,1466,1466,199386,1813,0,8,33.74,-84.42,09/2009/19,33.4,12.6
1467,1467,1467,166076,11,0,8,37.4999,-89.4939,05/2009/2,11.3,10
1468,1468,1468,166077,4,0,8,36.5165,-89.4061,05/2009/7,50.7,0
1469,1469,1469,166180,18,0,7,37.53,-87.27,05/2009/11,0,0.2
1470,1470,1470,166182,0,0,8,37.8856,-89.0272,05/2009/8,0,98.5
1471,1471,1471,197490,0,0,8,32.6627,-95.5454,10/2009/22,18.1,23.5
1472,1472,1472,167551,31,0,8,30.4288,-84.1182,04/2009/2,85.2,73.4
1473,1473,1473,198214,58,0,8,35.3574,-85.4036,09/2009/21,38.5,104.9
1474,1474,1474,200278,10,0,8,32.65,-84.37,09/2009/18,54.2,44.7
1475,1475,1475,166190,55,0,8,38.403,-87.7495,05/2009/3,4,3.8
1476,1476,1476,197491,2,0,8,32.2218,-95.3888,10/2009/22,15.1,49.1
1477,1477,1477,197493,6,0,8,32.6071,-95.1471,10/2009/22,14.5,100.9
1478,1478,1478,197495,3,0,8,32.52,-93.66,10/2009/22,1.5,86.1
1479,1479,1479,167294,3,0,8,36.864,-88.3403,05/2009/9,16.1,15.5
1480,1480,1480,206545,21,0,8,32.2351,-81.5016,12/2009/14,46.2,2.2
1481,1481,1481,204001,4,0,8,33.14,-83.94,11/2009/10,0.2,26.4
1482,1482,1482,206030,2,0,8,31.6099,-85.2031,12/2009/14,1.8,9
1483,1483,1483,206879,8,0,8,35.02,-92.61,12/2009/24,18.1,82.1
1484,1484,1484,206397,12,0,8,32.9139,-80.0127,12/2009/2,0,89.5
1485,1485,1485,206660,3,0,8,33.0563,-79.6734,12/2009/18,0,82.2
1486,1486,1486,206668,183,0,8,32.8691,-79.9928,12/2009/18,0,63.5
1487,1487,1487,206672,165,0,8,32.79,-79.86,12/2009/18,0.1,97.2
1488,1488,1488,202004,9,0,8,34.4638,-92.197,12/2009/24,47.3,122.9
1489,1489,1489,202006,3,0,8,34.1213,-91.93,12/2009/24,37.1,41.3
1490,1490,1490,207521,442,0,8,26.0346,-80.1209,12/2009/18,15.3,27.5
1491,1491,1491,208491,9,0,8,30.0893,-91.74,12/2009/8,11.9,46.5
1492,1492,1492,206678,292,0,8,32.8401,-79.9618,12/2009/18,0,63.5
1493,1493,1493,203020,84,0,8,33.6071,-93.8141,12/2009/23,1.7,25.6
1494,1494,1494,206880,6,0,8,35.06,-93.34,12/2009/24,17.2,102.5
1495,1495,1495,200365,13,0,8,34.72,-80.77,12/2009/25,0.5,23.3
1496,1496,1496,207496,1993,0,5,25.8094,-80.2362,12/2009/17,5.7,14.5
1497,1497,1497,207515,348,0,8,26.2753,-80.1218,12/2009/17,2.9,9.1
1498,1498,1498,203044,5,0,8,33.3375,-92.8482,12/2009/24,55,85.6
1499,1499,1499,203019,4,0,8,33.7961,-93.5378,12/2009/23,1.4,21.1
1500,1500,1500,201985,1,0,8,33.6973,-92.2864,12/2009/24,36,51.2
1501,1501,1501,147153,327,0,8,46.1389,-122.9053,01/2009/8,99.8,27.3
1502,1502,1502,147830,8,0,8,46.337,-123.6295,01/2009/7,22.4,111.1
1503,1503,1503,207502,149,0,8,26.0587,-80.1133,12/2009/17,5.1,15.3
1504,1504,1504,206674,111,0,8,32.8048,-79.7606,12/2009/18,0.2,107.6
1505,1505,1505,206675,168,0,8,32.8456,-79.8401,12/2009/18,0.1,97.2
1506,1506,1506,206676,417,0,8,32.7863,-79.9534,12/2009/18,0.1,97.6
1507,1507,1507,203021,2,0,8,33.0327,-93.9619,12/2009/23,1.1,32.5
1508,1508,1508,206875,7,0,8,33.57,-92.76,12/2009/24,48.2,107.4
1509,1509,1509,202245,4,0,8,34.98,-91.17,12/2009/24,53.1,83.6
1510,1510,1510,206032,3,0,8,31.6608,-85.2081,12/2009/14,1.8,9
1511,1511,1511,206033,8,0,8,31.3493,-85.6019,12/2009/15,12.5,10.3
1512,1512,1512,206034,41,0,8,31.8868,-85.1115,12/2009/14,25.2,34.1
1513,1513,1513,204003,36,0,8,33.19,-84.24,11/2009/10,0.1,75.2
1514,1514,1514,204102,10,0,8,33.49,-84.03,11/2009/11,71.5,39.6
1515,1515,1515,202261,162,0,8,35.0675,-91.9066,12/2009/24,28.4,103.6
1516,1516,1516,204101,8,0,8,33.76,-85.36,11/2009/11,168.9,37.2
1517,1517,1517,203958,353,0,8,33.97,-84.26,10/2009/12,0,48.1
1518,1518,1518,196562,3,0,8,37.1933,-84.5645,09/2009/26,19.8,120.8
1519,1519,1519,147570,4,0,0,40.2067,-87.4265,01/2009/1,0.4,0
1520,1520,1520,207837,0,0,8,30.0453,-90.287,12/2009/12,1.6,42.5
1521,1521,1521,207838,12,0,8,29.93,-89.97,12/2009/12,0.4,23.3
1522,1522,1522,207839,0,0,8,30.2448,-89.8537,12/2009/12,0.7,40.9
1523,1523,1523,209276,9,0,8,32.38,-82.7,12/2009/14,30.5,3.7
1524,1524,1524,209277,10,0,8,32.2442,-82.3673,12/2009/15,4.3,8.7
1525,1525,1525,209316,6,0,8,32.16,-84.64,12/2009/14,21.7,27
1526,1526,1526,147560,4,0,0,40.2067,-87.4265,01/2009/1,0.4,0
1527,1527,1527,208686,57,0,8,34.5615,-87.5308,12/2009/8,3.8,28
1528,1528,1528,208744,8,0,8,34.0517,-86.9105,12/2009/9,25.3,35.3
1529,1529,1529,210170,110,0,8,18.173,-66.1686,12/2009/25,26.7,11.6
1530,1530,1530,206408,4,0,6,36.459,-90.27,12/2009/24,16.8,114.8
1531,1531,1531,209271,7,0,8,32.29,-83.04,12/2009/14,20.9,5.6
1532,1532,1532,209043,6,0,8,31.6722,-86.3895,12/2009/14,18.6,56.2
1533,1533,1533,210149,51,0,8,18.1394,-66.2821,12/2009/25,26.7,11.6
1534,1534,1534,210153,13,0,8,18.1398,-66.1936,12/2009/25,26.7,11.6
1535,1535,1535,207914,9,0,8,32.122,-84.2506,12/2009/14,9.5,16.8
1536,1536,1536,202003,9,0,8,34.4638,-92.197,12/2009/24,47.3,122.9
1537,1537,1537,208131,4,0,8,33.88,-85.28,12/2009/18,0,90.2
1538,1538,1538,209044,3,0,8,31.4925,-86.2178,12/2009/14,4.3,10.9
1539,1539,1539,208646,8,0,8,31.52,-87.88,12/2009/12,0.5,51.3
1540,1540,1540,209005,114,0,8,30.5479,-88.1751,12/2009/12,0.4,30.6
1541,1541,1541,210158,776,0,8,18.1839,-65.8134,12/2009/25,19.2,6.8
