200363;;1.1;;42.300000000000004|||
200364;;1.1;;39.300000000000004|||
200366;;1.1;;42.300000000000004|||
200369;;0.5;;23.299999999999997|||
200370;;0.5;;23.299999999999997|||
206405;;3.0;;53.6|||
203911;;21.200000000000003;;33.800000000000004|||
203912;;16.1;;34.900000000000006|||
200498;;63.1;;0.0|||
200499;;0.0;;9.6|||
206702;;20.4;;156.70000000000002|||
206703;;15.2;;71.5|||
206705;;11.5;;63.2|||
199169;;0.0;;8.899999999999999|||
200409;;0.0;;53.39999999999999|||
200410;;0.6;;76.39999999999999|||
200411;;0.5;;73.7|||
200412;;0.0;;53.39999999999999|||
200413;;0.0;;24.099999999999998|||
200415;;47.4;;23.0|||
201416;;1.0;;34.6|||
201417;;1.2000000000000002;;34.5|||
198739;;0.0;;0.0|||
199207;;0.0;;0.0|||
200490;;0.1;;51.0|||
186658;;0.0;;18.9|||
200268;;0.1;;121.30000000000001|||
200269;;0.0;;59.2|||
183737;;72.69999999999999;;49.300000000000004|||
202215;;36.099999999999994;;44.699999999999996|||
202216;;57.400000000000006;;56.7|||
203393;;0.8;;10.5|||
203396;;0.8;;10.5|||
200270;;0.6;;125.0|||
200271;;0.0;;71.60000000000001|||
200272;;0.1;;102.69999999999999|||
200274;;0.0;;80.7|||
202269;;55.0;;86.10000000000001|||
202271;;42.2;;46.300000000000004|||
197318;;63.099999999999994;;28.299999999999997|||
197319;;60.3;;19.400000000000002|||
202209;;39.5;;38.8|||
181974;;0.7;;0.0|||
202212;;57.400000000000006;;56.7|||
202213;;36.099999999999994;;44.699999999999996|||
202214;;39.5;;38.8|||
200408;;42.300000000000004;;7.699999999999999|||
200267;;0.7;;51.3|||
169699;;12.9;;30.7|||
202019;;10.1;;18.9|||
202021;;17.299999999999997;;54.800000000000004|||
197967;;0.1;;52.300000000000004|||
197975;;0.1;;10.399999999999999|||
198427;;0.0;;59.1|||
202022;;17.299999999999997;;54.800000000000004|||
202856;;25.6;;29.299999999999997|||
203909;;14.9;;36.49999999999999|||
203910;;16.8;;33.800000000000004|||
200296;;0.0;;68.7|||
200396;;12.1;;36.0|||
200492;;0.0;;17.7|||
200493;;0.0;;26.1|||
200494;;0.0;;15.5|||
200495;;0.1;;14.2|||
200497;;0.2;;41.5|||
186491;;21.2;;28.0|||
186494;;15.5;;14.200000000000001|||
199742;;1.0;;8.1|||
198397;;4.0;;26.2|||
198398;;6.0;;37.6|||
201356;;11.6;;28.000000000000004|||
201357;;66.60000000000001;;66.30000000000001|||
207583;;23.3;;24.9|||
207584;;23.3;;24.9|||
201849;;6.2;;46.1|||
206400;;6.9;;35.699999999999996|||
206401;;7.7;;69.4|||
206402;;7.6000000000000005;;48.7|||
207431;;0.4;;44.89999999999999|||
201358;;75.69999999999999;;129.3|||
201359;;75.00000000000001;;97.9|||
198391;;3.6;;19.599999999999998|||
198392;;3.2;;26.500000000000004|||
198393;;6.0;;37.6|||
196308;;8.700000000000001;;11.4|||
196312;;0.0;;2.6|||
199690;;40.5;;0.0|||
200151;;3.1999999999999993;;0.7|||
199528;;23.6;;3.9000000000000004|||
198394;;6.8;;16.9|||
198395;;3.9000000000000004;;14.799999999999999|||
201412;;1.2000000000000002;;31.4|||
201413;;1.3;;29.9|||
201414;;1.2000000000000002;;34.5|||
201415;;1.0;;34.6|||
208311;;10.6;;38.599999999999994|||
199214;;20.7;;107.29999999999998|||
208712;;25.2;;34.1|||
203045;;41.400000000000006;;122.3|||
203046;;39.7;;50.400000000000006|||
203050;;29.0;;86.89999999999999|||
146440;;22.200000000000003;;20.1|||
146445;;113.4;;39.60000000000001|||
146500;;30.4;;25.4|||
146503;;53.3;;5.000000000000001|||
146504;;109.0;;37.50000000000001|||
146505;;78.1;;45.7|||
146507;;83.5;;53.2|||
203047;;46.9;;97.2|||
199906;;61.300000000000004;;0.4|||
199907;;61.300000000000004;;0.4|||
199908;;22.3;;82.3|||
149147;;28.6;;14.299999999999999|||
149148;;28.6;;14.299999999999999|||
149149;;29.6;;12.599999999999998|||
149150;;13.1;;21.4|||
149151;;80.0;;32.3|||
149152;;18.099999999999998;;16.4|||
203041;;32.800000000000004;;97.70000000000002|||
206790;;19.1;;45.5|||
201981;;37.1;;144.2|||
202262;;19.1;;45.5|||
202410;;23.299999999999997;;72.3|||
149141;;19.4;;86.6|||
149142;;19.4;;86.6|||
149143;;111.1;;22.5|||
199918;;68.8;;27.0|||
151426;;34.9;;0.0|||
151428;;68.6;;0.0|||
151429;;36.5;;0.0|||
205602;;0.5;;0.0|||
204647;;0.6;;36.3|||
204648;;0.6;;36.3|||
204649;;0.5;;22.700000000000003|||
204650;;28.299999999999997;;0.2|||
172707;;0.0;;34.3|||
172708;;0.0;;26.799999999999997|||
149145;;18.5;;54.80000000000001|||
149146;;54.80000000000001;;20.3|||
172701;;0.30000000000000004;;23.4|||
