,Unnamed: 0,EVENT_ID,osm,forest,forest_year,BEGIN_LAT,BEGIN_LON,BEGIN_DATE
975,975,191527,8,0,8,31.7,-85.96,08/2009/21
976,976,182429,2,0,7,42.17,-112.6695,06/2009/17
977,977,182430,19,0,8,43.6655,-114.37,06/2009/17
978,978,182431,49,0,8,43.9555,-111.68,06/2009/17
979,979,182433,3,0,8,42.2766,-112.0,06/2009/14
980,980,183669,11,0,5,43.18,-112.3897,06/2009/21
981,981,184707,76,0,5,42.52,-114.48,07/2009/5
982,982,193767,695,0,8,38.58,-92.18,09/2009/20
983,983,193768,1677,0,8,38.55,-91.0,09/2009/20
984,984,194264,334,0,7,36.85,-76.27,08/2009/12
985,985,194266,732,0,7,36.84,-76.3,08/2009/12
986,986,192926,16,0,8,35.8399,-90.7115,08/2009/5
987,987,192933,55,0,8,36.2772,-90.9864,08/2009/10
988,988,192935,4,0,8,36.2293,-91.2578,08/2009/10
989,989,192944,37,0,8,36.18,-90.38,08/2009/18
990,990,183087,41,0,4,39.87,-84.3377,06/2009/11
991,991,183090,3,0,8,39.1379,-83.6703,06/2009/9
992,992,187350,4,0,8,39.0085,-110.1397,05/2009/23
993,993,185873,88,0,5,31.6546,-106.2405,06/2009/22
994,994,185877,320,0,0,31.747,-106.3238,06/2009/23
995,995,185927,5,0,8,32.9667,-105.774,06/2009/23
996,996,185930,0,0,0,32.9356,-105.9247,06/2009/23
997,997,197325,50,0,8,30.048,-89.9835,09/2009/13
998,998,192947,274,0,8,35.1354,-89.9719,08/2009/18
999,999,195564,1,0,8,47.5,-112.8727,08/2009/7
1000,1000,177856,12,0,4,40.0,-95.21,06/2009/15
1001,1001,177858,3,0,6,39.92,-94.32,06/2009/15
1002,1002,177859,3,0,7,39.95,-95.15,06/2009/15
1003,1003,177860,20,0,7,39.98,-95.14,06/2009/15
1004,1004,177861,6,0,8,38.53,-93.52,06/2009/15
1005,1005,177863,344,0,8,38.37,-93.77,06/2009/15
1006,1006,197934,30,0,8,34.2335,-92.0984,10/2009/13
1007,1007,197982,2,0,8,33.8431,-91.9418,10/2009/13
1008,1008,198501,3,0,8,34.161,-93.1153,10/2009/13
1009,1009,184736,11,0,7,38.28,-111.2,06/2009/18
1010,1010,181321,15,0,8,38.04,-92.71,06/2009/24
1011,1011,180899,29,0,8,42.2,-97.53,08/2009/16
1012,1012,197346,174,0,8,30.4605,-88.87799999999999,09/2009/22
1013,1013,167469,5,0,0,41.5857,-103.3436,06/2009/14
1014,1014,191514,67,0,8,33.39,-86.69,08/2009/18
1015,1015,191516,12,0,8,33.9796,-86.6161,08/2009/20
1016,1016,191517,6,0,8,33.59,-87.99,08/2009/20
1017,1017,191519,549,0,8,33.22,-87.58,08/2009/20
1018,1018,191521,7,0,8,33.6079,-86.8227,08/2009/20
1019,1019,188802,0,0,6,40.1394,-91.6557,08/2009/17
1020,1020,188807,13,0,7,39.6874,-91.5196,08/2009/17
1021,1021,188811,0,0,8,37.4717,-90.8164,08/2009/18
1022,1022,195074,1205,0,8,36.85,-76.28,08/2009/22
1023,1023,195075,6,0,8,37.6,-76.76,08/2009/22
1024,1024,180904,3643,0,8,39.1515,-84.4521,06/2009/2
1025,1025,178297,389,0,8,40.43,-79.7,06/2009/17
1026,1026,178307,32,0,8,40.5698,-80.3019,06/2009/17
1027,1027,178310,122,0,8,40.5833,-80.2288,06/2009/17
1028,1028,167434,1,0,5,41.9723,-103.7875,06/2009/10
1029,1029,167436,5,0,7,41.7478,-103.3312,06/2009/10
1030,1030,192925,6,0,8,35.57,-90.72,08/2009/5
1031,1031,177864,4,0,7,38.98,-92.99,06/2009/15
1032,1032,177865,277,0,7,38.7,-93.23,06/2009/15
1033,1033,177866,0,0,8,38.47,-94.59,06/2009/16
1034,1034,177867,5,0,8,38.26,-94.16,06/2009/16
1035,1035,184016,1,0,6,43.827,-98.0814,06/2009/1
1036,1036,179538,18,0,8,45.9223,-68.3401,06/2009/26
1037,1037,176578,8,0,0,46.5,-109.77,07/2009/2
1038,1038,177824,3,0,0,46.38,-109.38,07/2009/4
1039,1039,175986,9,0,8,36.4804,-92.1279,05/2009/27
1040,1040,173626,4,0,4,41.58,-91.56,06/2009/22
1041,1041,173628,4,0,4,41.58,-91.56,06/2009/22
1042,1042,173646,3,0,7,41.26,-91.37,06/2009/22
1043,1043,203062,1182,0,8,18.4152,-66.1027,11/2009/15
1044,1044,203068,2694,0,8,18.4069,-66.0753,11/2009/15
1045,1045,201418,13,0,7,37.7186,-93.2908,12/2009/23
1046,1046,201419,9,0,7,37.84,-94.51,12/2009/23
1047,1047,202805,84,0,8,39.8839,-75.6074,12/2009/9
1048,1048,200847,3024,0,8,18.4058,-66.0689,11/2009/18
1049,1049,202305,327,0,8,34.7724,-92.2607,12/2009/24
1050,1050,203299,11,0,8,18.4324,-66.7934,11/2009/27
1051,1051,202499,191,0,8,40.0945,-74.1551,12/2009/9
1052,1052,202945,30,0,8,34.6885,-77.0735,11/2009/19
1053,1053,203096,371,0,8,18.4217,-66.0986,11/2009/18
1054,1054,202502,101,0,8,40.62,-74.47,12/2009/9
1055,1055,202111,41,0,8,40.3822,-75.5187,12/2009/3
1056,1056,196799,2458,0,8,18.4094,-66.1068,11/2009/15
1057,1057,202364,3678,0,8,18.4052,-66.1049,11/2009/15
1058,1058,196800,3435,0,8,18.3594,-66.0916,11/2009/15
1059,1059,203475,1149,0,8,18.0362,-66.5982,11/2009/11
1060,1060,196776,30,0,8,18.4183,-66.0907,11/2009/15
1061,1061,196798,3590,0,8,18.4048,-66.1073,11/2009/15
1062,1062,203072,3412,0,8,18.4053,-66.1063,11/2009/15
1063,1063,203073,3412,0,8,18.4053,-66.1063,11/2009/15
1064,1064,202319,25,0,8,37.1359,-79.9772,11/2009/12
1065,1065,202020,9,0,8,36.7254,-83.6323,12/2009/9
1066,1066,141799,686,-1,-1,61.2047,-149.8978,01/2009/16
1067,1067,200283,142,0,8,33.5929,-84.4006,09/2009/19
1068,1068,184020,17,0,8,43.7345,-97.95,06/2009/1
1069,1069,184023,2,0,4,43.4814,-97.8846,06/2009/1
1070,1070,184024,2,0,6,43.1503,-97.6683,06/2009/1
1071,1071,179462,3,0,8,38.2506,-91.7401,06/2009/10
1072,1072,179463,5,0,8,37.7637,-93.9815,06/2009/10
1073,1073,173676,10,0,8,41.5108,-91.9465,06/2009/21
1074,1074,182330,2,0,6,42.0476,-112.0,06/2009/1
1075,1075,182353,1,0,0,42.199,-112.65,06/2009/1
1076,1076,182401,19,0,8,43.6655,-114.37,06/2009/14
1077,1077,182411,2,0,7,42.17,-112.6695,06/2009/15
1078,1078,184007,8,0,0,44.63,-98.339,06/2009/1
1079,1079,179457,10,0,8,37.06,-94.35,06/2009/10
1080,1080,179913,0,0,0,39.309,-118.0179,05/2009/31
1081,1081,184009,1,0,2,44.1647,-98.1,06/2009/1
1082,1082,185429,1,0,8,45.5338,-98.2109,06/2009/1
1083,1083,185430,3,0,8,45.152,-98.4327,06/2009/1
1084,1084,203176,0,0,8,31.1535,-93.5452,11/2009/1
1085,1085,200730,4,0,7,40.9691,-93.2575,12/2009/25
1086,1086,203017,9,0,8,33.3824,-94.1162,12/2009/23
1087,1087,203018,24,0,8,33.1351,-94.1805,12/2009/23
1088,1088,200602,36,0,6,35.8,-91.0192,10/2009/30
1089,1089,203043,12,0,8,31.3488,-94.02,12/2009/24
1090,1090,199865,102,0,8,37.84,-94.34,10/2009/8
1091,1091,203395,695,0,8,38.58,-92.18,11/2009/15
1092,1092,202210,1087,0,8,34.928000000000004,-81.93700000000003,11/2009/11
1093,1093,144655,10,0,8,36.88,-83.87,01/2009/7
1094,1094,203564,457,0,8,30.28,-87.57,11/2009/9
1095,1095,200595,752,0,8,48.12,-123.435,11/2009/16
1096,1096,198003,11,0,8,35.337,-82.258,09/2009/20
1097,1097,203989,29,0,8,34.09,-84.74,10/2009/12
1098,1098,203988,457,0,8,34.08,-84.42,10/2009/12
1099,1099,204244,462,0,8,40.8954,-74.0803,12/2009/27
1100,1100,202306,23,0,8,34.8146,-92.4212,12/2009/24
1101,1101,202344,22,0,7,36.88,-89.58,12/2009/24
1102,1102,202941,7,0,8,34.79,-76.86,11/2009/12
1103,1103,202942,4,0,8,35.05,-77.14,11/2009/12
1104,1104,201979,146,0,8,34.6579,-92.4326,12/2009/24
1105,1105,202275,70,0,8,33.514,-88.441,12/2009/8
1106,1106,203675,102,0,8,33.66,-85.81,11/2009/10
1107,1107,203668,3,0,8,32.0605,-86.7122,11/2009/10
1108,1108,203670,176,0,8,34.0158,-85.9979,11/2009/10
1109,1109,203672,49,0,8,33.2754,-86.367,11/2009/10
1110,1110,202211,53,0,8,35.458,-83.443,11/2009/11
1111,1111,202217,53,0,8,35.458,-83.443,11/2009/11
1112,1112,202295,27,0,8,33.1969,-90.2268,12/2009/8
1113,1113,203074,2179,0,8,18.4116,-66.0991,11/2009/15
1114,1114,203075,3143,0,8,18.406,-66.0678,11/2009/15
1115,1115,200704,49,0,8,40.0713,-75.8633,11/2009/20
1116,1116,202501,657,0,8,40.2367,-74.7354,12/2009/9
1117,1117,199881,4,0,8,37.1576,-94.2704,10/2009/8
1118,1118,201362,2,0,8,37.62,-94.54,10/2009/8
1119,1119,201340,5,0,8,36.7696,-93.8289,10/2009/8
1120,1120,201364,4,0,8,37.07,-93.05,10/2009/8
1121,1121,201343,109,0,8,36.8434,-94.3819,10/2009/8
1122,1122,202936,4,0,8,35.19,-77.43,11/2009/12
1123,1123,202792,12,0,8,45.2417,-98.391,11/2009/1
1124,1124,202940,20,0,8,35.8797,-76.4022,11/2009/12
1125,1125,202307,36,0,8,36.3932,-79.9557,11/2009/12
1126,1126,203200,0,0,8,31.1555,-93.5537,11/2009/1
1127,1127,203201,73,0,8,30.1238,-93.74,11/2009/3
1128,1128,203015,12,0,8,32.9039,-94.5593,12/2009/23
1129,1129,203016,18,0,8,33.0,-94.35,12/2009/23
1130,1130,202324,18,0,8,37.092,-80.2105,11/2009/12
1131,1131,202329,41,0,8,37.2427,-80.1933,11/2009/12
1132,1132,202347,7,0,8,36.5533,-79.6227,11/2009/11
1133,1133,200314,11,0,8,33.64,-83.64,09/2009/17
1134,1134,203039,4,0,8,32.1786,-94.3135,12/2009/24
1135,1135,207394,51,0,8,39.5936,-75.1582,12/2009/9
1136,1136,202335,3,0,8,36.5218,-90.6482,12/2009/24
1137,1137,202349,1,0,8,36.75,-90.58,12/2009/24
1138,1138,200729,15,0,7,41.2112,-92.9318,12/2009/25
1139,1139,203076,2870,0,8,18.4166,-66.0782,11/2009/15
1140,1140,203040,3,0,8,31.3812,-94.2998,12/2009/24
1141,1141,202490,3,0,8,38.7348,-75.5707,12/2009/9
1142,1142,201378,87,0,8,36.6177,-93.2175,10/2009/8
1143,1143,201363,5,0,8,38.1,-93.05,10/2009/9
1144,1144,202946,13,0,8,34.7389,-77.1075,11/2009/19
1145,1145,197135,3,0,8,32.6226,-91.4238,10/2009/7
1146,1146,203182,3,0,8,30.3998,-93.7398,11/2009/3
1147,1147,202354,7,0,8,36.6084,-79.116,11/2009/11
1148,1148,197623,2,0,8,37.6393,-95.0456,10/2009/8
1149,1149,202800,30,0,8,38.22,-84.25,12/2009/9
1150,1150,202799,4,0,8,37.18,-86.65,12/2009/11
1151,1151,203169,9,0,8,30.4052,-93.734,11/2009/1
1152,1152,197133,6,0,8,32.629,-91.8783,10/2009/7
1153,1153,200769,5,0,8,33.4005,-96.4905,11/2009/20
1154,1154,203042,20,0,8,31.2426,-93.9714,12/2009/24
1155,1155,202934,6,0,8,34.73,-77.08,11/2009/12
1156,1156,170913,1,0,7,39.2374,-92.412,05/2009/15
1157,1157,197648,10,0,0,37.53,-100.01,09/2009/7
1158,1158,192031,5,0,0,35.1281,-115.192,09/2009/5
1159,1159,192033,1,0,0,35.18,-115.2,09/2009/5
1160,1160,192034,9,0,0,34.8862,-114.7697,09/2009/5
1161,1161,192035,8,0,0,35.8934,-114.0877,09/2009/12
1162,1162,196561,28,0,8,37.1009,-84.6287,09/2009/26
1163,1163,190111,23,0,8,35.9,-90.8,07/2009/21
1164,1164,190112,5,0,8,36.2238,-90.0924,07/2009/21
1165,1165,190113,111,0,8,35.1995,-89.9532,07/2009/21
1166,1166,190337,11,0,8,36.18,-89.65,07/2009/26
1167,1167,190686,8,0,0,33.65,-114.22,08/2009/23
1168,1168,191224,49,0,8,34.97,-90.03,07/2009/16
1169,1169,195640,20,0,8,32.2802,-96.4964,09/2009/13
1170,1170,193171,348,0,8,30.37,-97.78,09/2009/12
1171,1171,193172,41,0,8,30.6955,-97.6613,09/2009/12
1172,1172,194242,1360,0,8,30.28,-97.81,09/2009/22
1173,1173,194252,9,0,8,30.6757,-98.4966,09/2009/29
1174,1174,194573,2,0,7,42.17,-112.6695,08/2009/24
1175,1175,184000,4,0,8,38.83,-89.14,06/2009/20
1176,1176,193173,968,0,8,30.42,-97.79,09/2009/12
1177,1177,193174,152,0,8,29.4513,-96.9435,09/2009/12
1178,1178,193220,16,0,8,30.27,-96.93,09/2009/13
1179,1179,193223,170,0,8,29.5408,-98.6035,09/2009/10
1180,1180,193224,117,0,8,29.6808,-98.1537,09/2009/11
1181,1181,193225,15,0,8,30.8375,-97.7981,09/2009/12
1182,1182,190811,30,0,8,35.7745,-89.1196,07/2009/30
1183,1183,190814,22,0,8,35.988,-88.9426,07/2009/30
1184,1184,190815,2,0,8,35.3,-89.68,07/2009/30
1185,1185,187370,9,0,8,38.2554,-108.6187,08/2009/25
1186,1186,194189,1,0,0,43.27,-99.19,08/2009/15
1187,1187,194190,0,0,6,42.46,-96.93,08/2009/15
1188,1188,183845,4,0,8,39.0313,-92.0931,06/2009/17
1189,1189,194359,1,0,8,45.5338,-98.2109,08/2009/1
1190,1190,194360,3,0,8,45.152,-98.4327,08/2009/1
1191,1191,195608,44,0,8,32.1614,-98.1429,09/2009/21
1192,1192,195636,19,0,8,32.7225,-96.9335,09/2009/11
1193,1193,187484,2,0,3,27.5485,-97.8999,09/2009/9
1194,1194,195764,1,0,8,28.0,-97.75,09/2009/30
1195,1195,188561,7,0,8,33.1959,-95.2371,08/2009/1
1196,1196,194710,22,0,7,30.2417,-92.76,08/2009/9
1197,1197,195637,8,0,8,30.7542,-97.3059,09/2009/12
1198,1198,195641,20,0,8,32.2802,-96.4964,09/2009/13
1199,1199,187452,20,0,8,36.2742,-90.995,07/2009/11
1200,1200,190650,6,0,8,35.57,-90.72,07/2009/30
1201,1201,190803,381,0,8,34.9637,-89.9822,07/2009/30
1202,1202,186729,2,0,8,39.8892,-108.2964,08/2009/14
1203,1203,195949,1,0,8,34.3495,-77.7448,09/2009/7
1204,1204,194695,7,0,7,42.4,-96.44,08/2009/25
1205,1205,180213,70,0,8,30.2327,-81.6926,08/2009/14
1206,1206,197578,2,0,0,39.9692,-89.1378,09/2009/6
1207,1207,166498,649,0,8,29.7218,-95.4698,04/2009/27
1208,1208,166510,4,0,8,30.1744,-95.4257,04/2009/28
1209,1209,166511,12,0,8,30.3539,-96.0782,04/2009/28
1210,1210,187062,7,0,8,40.2109,-109.8599,08/2009/6
1211,1211,195605,138,0,8,32.3913,-97.3571,09/2009/21
1212,1212,176502,11,0,8,37.27,-119.7,05/2009/27
1213,1213,193848,7,0,3,41.5774,-89.1245,08/2009/19
1214,1214,191483,44,0,8,34.37,-90.63,07/2009/30
1215,1215,197581,8,0,0,39.859,-89.2194,09/2009/6
1216,1216,166512,24,0,8,30.734,-96.4663,04/2009/28
1217,1217,193507,6,0,8,37.1133,-94.5569,08/2009/19
1218,1218,188902,13,0,8,21.4945,-157.8518,08/2009/13
1219,1219,190393,642,0,8,35.1275,-89.8764,07/2009/26
1220,1220,195607,7,0,8,32.1808,-98.2399,09/2009/21
1221,1221,193785,11,0,8,35.2692,-78.577,08/2009/11
1222,1222,191969,648,0,7,39.88,-83.08,08/2009/28
1223,1223,190370,8,0,8,36.0231,-88.4397,07/2009/26
1224,1224,190560,1,0,8,35.7,-88.13,07/2009/29
1225,1225,190565,8,0,8,34.97,-90.88,07/2009/29
1226,1226,193236,4,0,6,34.5654,-112.6943,08/2009/31
1227,1227,193226,23,0,8,30.4257,-97.013,09/2009/13
1228,1228,190295,1,0,6,43.827,-98.0814,07/2009/1
1229,1229,190297,2,0,4,43.4814,-97.8846,07/2009/1
1230,1230,190298,2,0,6,43.1503,-97.6683,07/2009/5
1231,1231,175941,13,0,7,36.2646,-115.6236,07/2009/20
1232,1232,186742,249,0,8,39.9585,-85.9829,06/2009/2
1233,1233,192948,992,0,8,35.1082,-89.8427,08/2009/18
1234,1234,194525,32,0,8,42.5245,-78.5165,08/2009/9
1235,1235,194528,1,0,8,42.4658,-79.025,08/2009/9
1236,1236,194530,523,0,5,42.5411,-79.1594,08/2009/9
1237,1237,188578,3,0,8,32.511,-94.2991,08/2009/1
1238,1238,193154,44,0,5,30.82,-97.6,09/2009/11
1239,1239,193155,97,0,8,29.6563,-98.1701,09/2009/11
1240,1240,193156,20,0,8,30.837,-97.8079,09/2009/12
1241,1241,193157,1913,0,8,30.46,-97.8,09/2009/12
1242,1242,193159,140,0,8,30.3834,-97.7758,09/2009/12
1243,1243,193162,1067,0,8,30.5237,-97.7084,09/2009/12
1244,1244,193164,21,0,8,30.82,-97.77,09/2009/12
1245,1245,188133,6,0,8,32.9952,-93.4531,07/2009/28
1246,1246,192612,0,0,0,44.19,-99.48,07/2009/14
1247,1247,192613,2,0,0,45.93,-99.97,07/2009/14
1248,1248,192614,2,0,6,45.28,-99.75,07/2009/14
1249,1249,171352,0,0,0,41.8721,-104.3936,06/2009/14
1250,1250,192949,4,0,8,35.6691,-88.16799999999998,08/2009/20
1251,1251,192992,26,0,8,36.27,-90.3,08/2009/10
1252,1252,195238,14,0,8,34.31,-88.7184,08/2009/11
1253,1253,191428,3,0,8,37.0855,-83.4077,08/2009/12
1254,1254,194534,574,0,8,42.0991,-79.2501,08/2009/10
1255,1255,194536,154,0,8,43.1711,-78.7277,08/2009/10
1256,1256,193676,904,0,8,38.67,-84.33,09/2009/8
1257,1257,193677,177,0,8,39.05,-84.45,09/2009/8
1258,1258,193683,325,0,8,38.6488,-83.7645,09/2009/21
1259,1259,193131,111,0,8,29.6103,-98.6262,09/2009/9
1260,1260,193132,26,0,8,29.5998,-100.0017,09/2009/9
1261,1261,188590,77,0,8,32.5217,-95.417,08/2009/1
1262,1262,188592,164,0,8,32.2812,-95.3185,08/2009/1
1263,1263,197657,1,0,0,38.95,-99.97,09/2009/8
1264,1264,193169,204,0,8,30.84,-97.8,09/2009/12
1265,1265,192615,0,0,0,45.84,-99.71,07/2009/14
1266,1266,192616,2,0,7,45.58,-99.69,07/2009/14
1267,1267,196302,0,0,8,36.58,-91.4,09/2009/16
1268,1268,196769,82,0,8,36.829,-94.6083,09/2009/9
1269,1269,193691,5,0,7,38.8407,-83.8551,09/2009/21
1270,1270,193695,63,0,8,38.73,-83.83,09/2009/21
1271,1271,187066,26,0,6,34.7701,-114.5007,08/2009/23
1272,1272,187067,0,0,0,34.0874,-115.5549,08/2009/23
1273,1273,197679,8,0,0,37.07,-111.99,09/2009/14
1274,1274,189295,27,0,8,39.4,-84.23,08/2009/4
1275,1275,191897,51,0,8,39.8,-84.1,08/2009/19
1276,1276,189099,15,0,7,36.4061,-90.6031,07/2009/16
1277,1277,197658,1,0,5,38.44,-100.49,09/2009/9
1278,1278,197660,7,0,8,37.38,-98.92,09/2009/12
1279,1279,197661,7,0,8,37.3834,-98.9166,09/2009/12
1280,1280,197662,3,0,7,37.34,-98.73,09/2009/12
1281,1281,166430,144,0,8,29.5275,-95.4966,04/2009/18
1282,1282,195461,1,0,8,33.1462,-105.7681,08/2009/23
1283,1283,195462,43,0,8,33.4746,-107.791,08/2009/23
1284,1284,195467,33,0,8,33.4744,-107.7889,08/2009/24
1285,1285,195470,115,0,8,31.8955,-106.5882,08/2009/27
1286,1286,170896,3,0,6,40.1621,-90.9709,05/2009/15
1287,1287,196773,4,0,8,37.1389,-94.8109,09/2009/9
1288,1288,196774,1,0,8,37.23,-94.92,09/2009/9
1289,1289,196775,23,0,8,37.18,-94.84,09/2009/9
1290,1290,196778,20,0,8,37.02,-94.74,09/2009/9
1291,1291,187068,0,0,0,34.5991,-114.6406,08/2009/23
1292,1292,187070,1,0,0,35.4921,-115.3056,08/2009/23
1293,1293,192027,55,0,5,35.4653,-115.5259,09/2009/4
1294,1294,192030,7,0,0,35.4677,-115.2738,09/2009/4
1295,1295,197004,22,0,8,35.6163,-78.852,09/2009/22
1296,1296,189103,13,0,8,35.27,-90.47,07/2009/16
1297,1297,189105,82,0,8,34.32,-89.95,07/2009/16
1298,1298,166483,133,0,8,29.5184,-95.2231,04/2009/24
1299,1299,166489,7,0,8,29.8246,-94.7303,04/2009/24
1300,1300,166493,277,0,8,30.6784,-96.3769,04/2009/25
1301,1301,188145,1,0,8,32.6917,-93.6327,07/2009/28
1302,1302,188163,153,0,8,32.5272,-93.7195,07/2009/28
1303,1303,188176,24,0,8,32.345,-93.8924,07/2009/28
1304,1304,187395,3,0,0,41.0957,-103.6661,09/2009/6
1305,1305,194538,33,0,8,43.1143,-76.8716,08/2009/10
1306,1306,194539,65,0,8,42.5521,-77.673,08/2009/12
1307,1307,194540,237,0,8,42.16,-77.8,08/2009/12
1308,1308,193143,78,0,8,29.9848,-98.1076,09/2009/10
1309,1309,193144,140,0,8,29.5735,-98.4052,09/2009/10
1310,1310,193145,106,0,8,29.02,-99.05,09/2009/11
1311,1311,193146,44,0,5,30.82,-97.6,09/2009/11
1312,1312,193149,13,0,8,28.8664,-99.1008,09/2009/11
1313,1313,193150,18,0,8,30.83,-97.63,09/2009/11
1314,1314,193151,2,0,8,28.7677,-99.0115,09/2009/11
1315,1315,176968,9,0,8,35.19,-78.65,08/2009/2
1316,1316,186738,98,0,8,39.8643,-86.0658,06/2009/2
1317,1317,192605,0,0,8,45.58,-97.97,07/2009/14
1318,1318,192606,0,0,0,44.87,-97.97,07/2009/14
1319,1319,192607,1,0,7,45.59,-99.69,07/2009/14
1320,1320,192608,0,0,0,44.57,-99.91,07/2009/14
1321,1321,193663,5,0,7,32.49,-100.86,08/2009/11
1322,1322,196779,4,0,8,37.08,-94.99,09/2009/9
1323,1323,197577,2,0,8,37.2055,-94.9504,09/2009/4
1324,1324,195879,0,0,8,44.33,-97.47,09/2009/2
1325,1325,193152,117,0,8,30.7,-97.66,09/2009/11
1326,1326,191906,17,0,7,39.65,-82.7112,08/2009/20
1327,1327,192609,2,0,0,44.54,-99.86,07/2009/14
1328,1328,192610,4,0,1,44.66,-99.66,07/2009/14
1329,1329,192611,1,0,0,44.59,-99.28,07/2009/14
1330,1330,166059,4,0,8,37.22,-88.45,05/2009/10
1331,1331,166070,52,0,4,37.9252,-87.9092,05/2009/9
1332,1332,166069,7,0,7,37.9437,-86.9163,05/2009/9
1333,1333,200273,828,0,8,40.6137,-122.3714,10/2009/18
1334,1334,208097,801,0,8,30.4,-88.92,12/2009/12
1335,1335,200378,50,0,8,44.0254,-71.6825,10/2009/24
1336,1336,198212,2,0,8,36.93,-94.9786,09/2009/22
1337,1337,197931,13,0,8,32.4815,-93.9043,10/2009/29
1338,1338,198726,1,0,8,33.8182,-93.7244,10/2009/13
1339,1339,198998,7,0,8,32.658,-94.0402,10/2009/13
1340,1340,200280,3,0,8,32.66,-84.14,09/2009/18
1341,1341,198735,10,0,8,33.55,-83.64,09/2009/16
1342,1342,167555,4158,0,8,30.4418,-84.2752,04/2009/2
1343,1343,167556,2689,0,8,30.4628,-84.2816,04/2009/2
1344,1344,167563,65,0,8,30.8026,-85.6709,04/2009/2
1345,1345,167568,34,0,8,30.8703,-85.1636,04/2009/2
1346,1346,167571,14,0,8,30.8284,-85.3592,04/2009/2
1347,1347,206150,492,0,8,32.7883,-79.9421,12/2009/2
1348,1348,206151,817,0,8,32.7827,-79.9458,12/2009/2
1349,1349,206152,402,0,8,32.7892,-79.953,12/2009/2
1350,1350,188662,2,0,4,48.88,-97.76,09/2009/11
1351,1351,198610,1207,0,8,33.84,-84.35,09/2009/16
1352,1352,199447,11,0,8,35.9402,-94.8426,10/2009/9
1353,1353,199470,2,0,8,36.3607,-96.8381,10/2009/29
1354,1354,199472,15,0,8,36.329,-96.0,10/2009/29
1355,1355,200312,411,0,8,33.9,-83.34,09/2009/16
1356,1356,200309,10,0,8,33.94,-83.9,09/2009/16
1357,1357,197469,1,0,8,45.5338,-98.2109,09/2009/1
1358,1358,198052,15,0,6,38.07,-95.37,09/2009/9
1359,1359,198053,4,0,5,38.26,-96.17,09/2009/9
1360,1360,199976,3,0,0,40.2524,-89.01899999999998,10/2009/23
1361,1361,199982,3,0,8,35.3521,-91.6891,11/2009/1
1362,1362,198371,85,0,8,18.3928,-67.1513,10/2009/5
1363,1363,196891,56,0,8,18.3376,-64.947,09/2009/5
1364,1364,197470,3,0,8,45.152,-98.4327,09/2009/1
1365,1365,198089,6,0,8,33.76,-88.2,09/2009/23
1366,1366,199967,3,0,8,33.8,-88.21,10/2009/12
1367,1367,199971,28,0,8,33.77,-88.1255,10/2009/13
1368,1368,186953,4,0,6,35.6011,-108.41,09/2009/5
1369,1369,198093,64,0,8,33.76,-88.11,09/2009/26
1370,1370,198094,13,0,8,33.7288,-87.2905,09/2009/26
1371,1371,198095,10,0,8,33.7683,-87.1878,09/2009/26
1372,1372,205352,1528,0,7,32.78,-79.94,12/2009/2
1373,1373,205356,337,0,8,32.8465,-79.9658,12/2009/2
1374,1374,206149,326,0,8,32.7959,-79.947,12/2009/2
1375,1375,199972,0,0,8,33.6767,-88.2274,10/2009/15
1376,1376,197500,22,0,8,32.7602,-92.4132,10/2009/22
1377,1377,197501,21,0,8,32.6898,-93.9728,10/2009/22
1378,1378,197503,11,0,8,32.5694,-95.143,10/2009/22
1379,1379,186954,13,0,7,35.1299,-108.491,09/2009/5
1380,1380,186955,26,0,8,35.12,-108.48,09/2009/5
1381,1381,186956,0,0,6,35.2227,-108.4769,09/2009/5
1382,1382,186957,129,0,5,35.5101,-108.8136,09/2009/5
1383,1383,199436,2,0,8,29.2031,-103.6055,10/2009/7
1384,1384,197504,3,0,8,33.3467,-95.2734,10/2009/22
1385,1385,198611,1207,0,8,33.84,-84.35,09/2009/16
1386,1386,200561,139,0,8,35.38,-94.42,10/2009/9
1387,1387,198515,5,0,8,18.0716,-66.5625,10/2009/14
1388,1388,199286,14,0,8,18.4519,-66.9772,10/2009/5
1389,1389,199306,786,0,8,18.4777,-67.0316,10/2009/5
1390,1390,206704,79,0,8,30.4957,-84.4331,12/2009/2
1391,1391,199439,2,0,8,36.93,-94.9786,10/2009/8
1392,1392,199442,22,0,8,36.12,-94.57,10/2009/9
1393,1393,200310,338,0,8,32.92,-83.71,09/2009/17
1394,1394,265066,85,0,8,18.2612,-66.7547,10/2009/14
1395,1395,206153,291,0,8,32.8006,-79.9498,12/2009/2
1396,1396,206154,314,0,8,32.792,-79.9535,12/2009/2
1397,1397,199443,47,0,8,36.0,-96.0642,10/2009/29
1398,1398,199444,155,0,8,35.92,-94.97,10/2009/9
1399,1399,199445,11,0,7,35.1967,-94.6565,10/2009/9
1400,1400,206155,168,0,8,32.846,-79.84,12/2009/2
1401,1401,167456,53,0,8,30.5756,-84.5855,04/2009/2
1402,1402,200563,143,0,8,35.43,-94.35,10/2009/9
1403,1403,200571,609,0,8,35.93,-94.18,10/2009/29
1404,1404,200572,19,0,8,35.5,-93.83,10/2009/29
1405,1405,175081,2,0,8,34.0111,-80.8814,07/2009/22
1406,1406,199973,97,0,8,34.0194,-86.0192,10/2009/12
1407,1407,196071,7,0,8,33.375,-92.7411,10/2009/13
