,Unnamed: 0,EVENT_ID,osm,forest,forest_year,BEGIN_LAT,BEGIN_LON,BEGIN_DATE
223,223,159215,21,0,8,36.87,-94.37,03/2009/24
224,224,144656,10,0,8,36.88,-83.87,01/2009/7
225,225,157250,6,0,8,39.8175,-87.38799999999998,03/2009/9
226,226,148698,5,0,8,41.7424,-96.7394,02/2009/10
227,227,153235,52,0,8,46.4402,-97.6949,03/2009/27
228,228,202351,5,0,8,36.93,-90.28,12/2009/24
229,229,159216,2,0,8,38.29,-93.38,03/2009/24
230,230,159219,305,0,8,37.16,-93.33,03/2009/24
231,231,156682,18,0,8,40.121,-85.6869,02/2009/12
232,232,156697,904,0,7,39.9209,-86.072,02/2009/12
233,233,161518,932,0,8,42.9805,-78.7681,03/2009/9
234,234,161519,52,0,8,43.0986,-77.8738,03/2009/9
235,235,202356,7,0,8,37.4144,-90.0467,12/2009/24
236,236,202361,7,0,8,36.58,-90.98,12/2009/24
237,237,204159,26,0,8,37.3074,-89.5118,12/2009/29
238,238,156699,251,0,7,39.9008,-86.1181,02/2009/12
239,239,156910,8,0,8,40.4031,-86.9451,02/2009/28
240,240,157248,7,0,1,40.1878,-87.4263,03/2009/9
241,241,197709,17,0,8,38.5157,-87.2872,10/2009/10
242,242,157245,87,0,5,40.4715,-86.8852,03/2009/8
243,243,156905,17,0,8,38.8204,-87.2448,02/2009/11
244,244,156906,5,0,7,38.5084,-87.3715,02/2009/11
245,245,156907,7,0,8,38.4908,-87.541,02/2009/12
246,246,153231,15,0,8,47.7851,-96.6276,03/2009/24
247,247,153233,639,0,8,46.8772,-96.78,03/2009/27
248,248,202337,2,0,8,37.38,-89.8157,12/2009/24
249,249,156059,3,0,7,39.3843,-87.5322,02/2009/11
250,250,161515,471,0,7,42.8558,-78.7563,03/2009/8
251,251,156387,14,0,8,37.2851,-89.525,03/2009/31
252,252,159222,1,0,6,37.5903,-94.2311,03/2009/24
253,253,157045,31,0,8,31.7093,-81.7333,03/2009/28
254,254,157049,38,0,8,31.85,-81.6,03/2009/28
255,255,156868,133,0,8,39.4919,-86.35799999999998,02/2009/11
256,256,156869,12,0,8,39.5044,-86.4209,02/2009/11
257,257,161520,4,0,8,43.004,-77.7827,03/2009/9
258,258,156872,61,0,8,39.2817,-86.7498,02/2009/11
259,259,163351,54,0,8,30.4326,-83.6273,03/2009/31
260,260,161521,51,0,8,42.0736,-78.4623,03/2009/11
261,261,156062,26,0,8,40.3001,-87.2479,02/2009/11
262,262,161499,23,0,8,31.08,-88.23,03/2009/28
263,263,161500,340,0,8,30.7,-88.08,03/2009/28
264,264,161501,37,0,8,30.47,-88.2996,03/2009/28
265,265,161506,171,0,8,30.62,-87.75,03/2009/28
266,266,163756,3,0,8,29.9359,-100.0019,05/2009/27
267,267,149949,0,0,0,36.7555,-116.9948,02/2009/7
268,268,149952,3,0,0,34.0232,-115.2699,02/2009/7
269,269,161512,485,0,8,42.8313,-78.779,03/2009/7
270,270,172988,62,0,8,30.35,-81.81,05/2009/20
271,271,156275,3,0,7,39.7328,-87.3568,02/2009/11
272,272,156276,3,0,7,39.7328,-87.3568,02/2009/11
273,273,171743,0,0,0,39.904,-101.995,05/2009/21
274,274,171408,4,0,8,35.2,-77.55,06/2009/9
275,275,172990,2234,0,8,30.3329,-81.6521,05/2009/21
276,276,173002,1,0,7,43.7234,-100.23,02/2009/10
277,277,156279,6,0,8,39.5099,-87.4275,02/2009/11
278,278,162996,18,0,8,39.1257,-88.6121,04/2009/30
279,279,163696,15,0,8,29.3113,-98.1924,05/2009/27
280,280,162757,8,0,8,41.3571,-87.3569,04/2009/5
281,281,162759,272,0,8,41.5701,-87.3405,04/2009/5
282,282,162768,239,0,7,41.9257,-88.1311,04/2009/26
283,283,171686,50,0,7,40.9806,-117.7483,05/2009/31
284,284,164101,1,0,8,41.5418,-117.8013,06/2009/5
285,285,163697,5,0,8,29.3643,-98.0738,05/2009/27
286,286,162769,15,0,8,40.8972,-88.6521,04/2009/27
287,287,162771,272,0,6,42.084,-87.9675,04/2009/27
288,288,162772,34,0,7,41.1407,-87.9037,04/2009/27
289,289,162773,22,0,7,41.1466,-88.8588,04/2009/27
290,290,172972,53,0,8,29.6439,-81.2054,05/2009/18
291,291,159196,103,0,7,41.5678,-88.0886,03/2009/8
292,292,172983,820,0,8,29.8913,-81.3186,05/2009/19
293,293,157367,21,0,8,40.6312,-91.1845,04/2009/30
294,294,157373,3,0,0,41.0692,-90.85,04/2009/30
295,295,164712,6,0,8,41.35,-92.4113,04/2009/30
296,296,164715,59,0,8,41.4426,-90.4321,04/2009/1
297,297,159197,300,0,8,41.6434,-88.0049,03/2009/8
298,298,159199,75,0,8,41.6483,-87.7986,03/2009/8
299,299,159201,2984,0,8,41.6976,-87.6721,03/2009/8
300,300,159202,339,0,8,41.7304,-88.0307,03/2009/8
301,301,159282,24,0,6,41.1688,-87.9305,03/2009/10
302,302,159295,2,0,0,40.9293,-87.876,03/2009/10
303,303,159300,2,0,0,40.6436,-87.7037,03/2009/10
304,304,160326,7,0,0,41.46100000000001,-88.5956,03/2009/10
305,305,162744,113,0,8,42.1196,-87.8007,03/2009/10
306,306,159138,5,0,8,40.6,-94.68,05/2009/15
307,307,176140,5,0,4,40.3717,-86.72200000000002,05/2009/1
308,308,176149,14,0,5,40.3486,-86.6986,05/2009/1
309,309,159139,3,0,8,40.62,-94.48,05/2009/15
310,310,156067,20,0,7,40.2762,-85.6604,02/2009/11
311,311,156068,42,0,7,39.7164,-85.913,02/2009/11
312,312,156069,102,0,7,39.8319,-86.4125,02/2009/11
313,313,157656,6,0,6,44.37,-97.13,03/2009/22
314,314,157657,6,0,6,44.37,-97.13,03/2009/22
315,315,156223,21,0,8,39.5207,-85.8152,02/2009/11
316,316,156233,6,0,8,38.7916,-86.447,02/2009/15
317,317,160978,4,0,8,31.1,-91.3,03/2009/27
318,318,160980,36,0,8,30.32,-89.33,03/2009/28
319,319,160984,17,0,8,31.0871,-90.0124,03/2009/28
320,320,160985,11,0,8,31.2879,-90.3035,03/2009/28
321,321,160994,282,0,8,29.9,-90.13,03/2009/27
322,322,160995,99,0,8,29.97,-90.38,03/2009/27
323,323,156237,1,0,8,39.4054,-86.9985,02/2009/11
324,324,156063,43,0,8,39.4473,-87.5025,02/2009/11
325,325,165233,3,0,8,30.6917,-101.8197,04/2009/26
326,326,161514,142,0,8,35.116,-80.613,03/2009/1
327,327,161058,0,0,8,30.7077,-87.2919,03/2009/28
328,328,161061,2,0,8,30.9494,-86.667,03/2009/28
329,329,161062,13,0,8,30.821,-86.4652,03/2009/28
330,330,161495,4,0,8,30.97,-86.47,03/2009/28
331,331,161510,18,0,8,30.92,-88.58,03/2009/28
332,332,159795,43,0,8,36.5254,-93.9427,04/2009/12
333,333,159796,4,0,8,36.52,-94.48,04/2009/12
334,334,157307,3,0,8,39.0555,-87.5797,03/2009/11
335,335,156064,139,0,8,39.7598,-86.5326,02/2009/11
336,336,156065,29,0,6,40.2966,-86.53,02/2009/11
337,337,156066,19,0,7,39.8167,-86.3632,02/2009/11
338,338,150102,9,0,6,41.4449,-96.8318,03/2009/4
339,339,157493,1,0,6,43.827,-98.0814,03/2009/24
340,340,159929,5,0,8,38.2842,-93.0036,04/2009/27
341,341,159930,12,0,8,37.9829,-94.565,04/2009/27
342,342,159937,0,0,8,37.0031,-95.0287,04/2009/29
343,343,160986,7,0,8,30.9835,-90.217,03/2009/27
344,344,160987,158,0,8,29.6,-90.72,03/2009/27
345,345,160988,10,0,8,29.73,-90.6,03/2009/27
346,346,160990,9,0,8,29.87,-89.98,03/2009/27
347,347,156242,21,0,7,40.0446,-86.9432,02/2009/11
348,348,156249,5,0,6,40.1595,-87.4457,02/2009/11
349,349,156250,5,0,6,40.1655,-87.4433,02/2009/11
350,350,160992,12,0,8,29.93,-89.97,03/2009/27
351,351,160581,12,0,8,31.1077,-88.2552,03/2009/27
352,352,160582,4,0,8,31.27,-88.03,03/2009/27
353,353,207226,3,0,7,38.1494,-89.3283,12/2009/25
354,354,161029,1,0,7,39.23,-92.4108,03/2009/24
355,355,156251,0,0,7,40.1057,-87.4217,02/2009/11
356,356,156058,4,0,8,39.77,-87.3401,02/2009/11
357,357,156060,120,0,8,39.4777,-87.4186,02/2009/11
358,358,156061,327,0,8,39.4346,-87.3393,02/2009/11
359,359,166187,39,0,7,41.1846,-87.8982,05/2009/13
360,360,162949,3,0,8,30.0082,-93.8593,04/2009/18
361,361,156736,186,0,8,42.9353,-78.6729,02/2009/12
362,362,156737,326,0,8,42.9808,-78.1768,02/2009/12
363,363,160114,2,0,8,38.4977,-87.5068,04/2009/9
364,364,160115,8,0,8,38.5134,-87.2761,04/2009/7
365,365,160207,46,0,8,37.0178,-89.1812,04/2009/30
366,366,168244,4,0,8,39.0181,-91.8704,04/2009/29
367,367,192642,0,0,8,45.81,-112.94,08/2009/6
368,368,152608,1,0,8,44.07,-111.591,01/2009/2
369,369,214138,0,-1,-1,-14.3,-170.5253,12/2009/10
370,370,168248,4,0,8,38.6978,-92.4908,04/2009/29
371,371,168253,15,0,8,40.1799,-91.5285,04/2009/30
372,372,168254,5,0,8,39.6977,-91.3393,04/2009/30
373,373,168269,7,0,8,39.4667,-91.4586,04/2009/30
374,374,214140,0,-1,-1,-14.3,-170.5253,12/2009/10
375,375,161431,8,0,8,31.1764,-94.4399,04/2009/27
376,376,162968,9,0,8,30.92,-94.6,04/2009/27
377,377,162969,187,0,8,29.9529,-94.0038,04/2009/27
378,378,168242,21,0,0,39.65,-91.73,04/2009/29
379,379,149839,6,0,5,45.5198,-112.3154,01/2009/8
380,380,168243,1,0,8,39.1514,-92.428,04/2009/29
381,381,154667,7,0,8,38.4977,-87.5398,02/2009/12
382,382,154670,60,0,8,38.5,-87.28,02/2009/11
383,383,156183,2,0,8,43.0532,-96.5402,02/2009/11
384,384,193382,4,0,8,45.3692,-113.942,08/2009/31
385,385,151403,4,0,8,29.95,-90.3,01/2009/3
386,386,156738,173,0,8,43.0747,-78.7311,02/2009/12
387,387,154656,17,0,8,38.4229,-87.7471,02/2009/13
388,388,154659,3,0,7,38.03,-88.05,02/2009/14
389,389,154660,11,0,8,38.4,-87.73,02/2009/13
390,390,154673,62,0,8,36.75,-90.4,02/2009/12
391,391,156740,52,0,8,43.1019,-77.8478,02/2009/12
392,392,156741,27,0,8,43.0152,-77.8021,02/2009/12
393,393,192661,2,0,8,45.37,-113.93,08/2009/6
394,394,162763,7,0,8,46.733,-120.733,05/2009/29
395,395,159193,1256,0,6,41.7149,-87.6079,03/2009/8
396,396,159195,232,0,7,41.5309,-88.1008,03/2009/8
397,397,155271,5,0,8,36.3969,-96.7656,02/2009/10
398,398,155272,0,0,2,36.57,-96.6099,02/2009/10
399,399,155276,9,0,7,36.779,-96.0,02/2009/10
400,400,193117,10,0,8,36.7674,-97.7594,08/2009/17
401,401,155062,11,0,8,33.8458,-85.0812,02/2009/28
402,402,164470,0,0,8,35.7199,-88.0966,04/2009/10
403,403,228427,4,0,8,38.7691,-87.2665,05/2009/25
404,404,157559,7,0,0,41.1293,-90.0347,03/2009/9
405,405,157565,4,0,0,40.8094,-89.2306,03/2009/10
406,406,157566,9,0,0,41.1911,-89.8846,03/2009/10
407,407,157567,5,0,0,41.15,-89.63,03/2009/10
408,408,157568,0,0,7,41.1518,-90.3928,03/2009/10
409,409,172527,10,0,0,32.6576,-107.1545,05/2009/22
410,410,157569,17,0,8,40.9467,-89.9272,03/2009/10
411,411,157570,3,0,4,40.6702,-90.4779,03/2009/10
412,412,157469,7,0,8,33.5,-80.87,05/2009/5
413,413,166278,143,0,8,31.2557,-90.4717,04/2009/12
414,414,166281,6,0,8,31.1504,-90.8154,04/2009/12
415,415,160099,39,0,8,37.2986,-89.5166,04/2009/1
416,416,160111,5,0,8,37.1828,-90.4882,04/2009/20
417,417,160845,1634,0,8,34.0,-81.02,05/2009/24
418,418,166592,4,0,0,40.7481,-87.5253,05/2009/15
419,419,166598,12,0,5,41.5147,-88.2572,05/2009/26
420,420,166600,597,0,7,41.7554,-87.7427,05/2009/26
421,421,149119,4,0,8,37.2547,-86.97399999999998,01/2009/29
422,422,168235,2,0,1,45.94,-104.038,04/2009/12
423,423,168238,0,0,0,45.212,-104.032,04/2009/13
424,424,168476,10,0,6,44.14,-103.15,04/2009/12
425,425,168478,0,0,8,44.51,-102.0,04/2009/12
426,426,160848,8,0,8,33.0302,-81.8764,05/2009/24
427,427,160853,3,0,8,33.2858,-81.0633,05/2009/25
428,428,160855,6,0,8,33.3449,-81.3108,05/2009/25
429,429,160858,261,0,8,33.5131,-80.8041,05/2009/25
430,430,166595,21,0,8,36.2732,-121.8071,04/2009/7
431,431,162624,14,0,8,29.3965,-83.0341,04/2009/20
432,432,152631,17,0,8,34.052,-87.5377,01/2009/6
433,433,147904,7,0,8,39.8719,-87.3839,01/2009/1
434,434,203051,6,0,8,32.9753,-92.7033,12/2009/24
435,435,208738,0,0,8,29.7495,-91.2669,12/2009/12
436,436,172002,10,0,8,38.3244,-97.045,05/2009/8
437,437,203055,17,0,8,32.5483,-92.6697,12/2009/24
438,438,208596,3,0,8,33.561,-93.4415,12/2009/23
439,439,196040,18,0,8,35.27,-90.57,09/2009/4
440,440,196052,4,0,8,35.27,-89.0,09/2009/6
441,441,196081,2,0,8,34.5434,-89.0,09/2009/17
442,442,196087,6,0,8,34.77,-88.53,09/2009/17
443,443,203053,2,0,8,32.7238,-92.2611,12/2009/24
444,444,203054,6,0,8,32.5529,-92.9488,12/2009/24
445,445,171952,70,0,5,38.36,-98.81,05/2009/8
446,446,171956,88,0,8,38.35,-98.2,05/2009/8
447,447,171958,4,0,4,38.2642,-98.118,05/2009/8
448,448,203229,6,0,8,31.9289,-93.6598,12/2009/24
449,449,163209,5,0,8,39.6345,-79.4438,05/2009/4
450,450,166728,10,0,8,33.3453,-93.5815,05/2009/3
451,451,167693,4,0,0,40.2053,-87.4258,04/2009/6
452,452,167692,4,0,0,40.2053,-87.4258,04/2009/6
453,453,166553,0,0,8,33.25,-93.58,05/2009/2
