,EVENT_ID,forest,forest_year
759,191469,0,5
760,192602,0,6
761,192603,0,8
762,192604,0,8
763,169711,0,0
764,169716,0,0
765,171365,0,8
766,171982,0,8
767,171985,0,8
768,171995,0,8
769,171998,0,8
770,172000,0,8
771,189901,0,6
772,170711,0,8
773,191418,0,8
774,189569,0,8
775,189577,0,8
776,180477,0,7
777,170635,0,8
778,170642,0,8
779,186208,0,1
780,189895,0,8
781,188054,0,8
782,170667,0,8
783,170671,0,8
784,170676,0,3
785,187815,0,8
786,191407,0,8
787,191793,0,0
788,180162,0,8
789,183460,0,8
790,183463,0,8
791,183470,0,8
792,183475,0,7
793,188225,0,8
794,191849,0,8
795,183548,0,8
796,190807,0,8
797,188226,0,8
798,191886,0,8
799,191887,0,8
800,191888,0,8
801,191999,0,8
802,192073,0,8
803,192278,0,0
804,186183,0,3
805,186199,0,8
806,170944,0,8
807,170946,0,8
808,188793,0,8
809,188794,0,8
810,180518,0,0
811,188203,0,8
812,188204,0,8
813,188206,0,5
814,188212,0,8
815,189479,0,8
816,171299,0,8
817,188216,0,8
818,188218,0,8
819,180521,0,8
820,189493,0,6
821,190312,0,8
822,186353,0,7
823,191885,0,8
824,183553,0,8
825,183577,0,8
826,191781,0,8
827,192028,0,8
828,192029,0,8
829,192053,0,8
830,170959,0,7
831,170960,0,0
832,183601,0,8
833,183794,0,8
834,191953,0,8
835,192055,0,8
836,192065,0,8
837,180255,0,6
838,180256,0,7
839,180268,0,8
840,185656,0,0
841,192100,0,0
842,215428,0,8
843,215430,0,8
844,172745,0,8
845,172746,0,8
846,172750,0,8
847,172751,0,8
848,175717,0,8
849,176108,0,8
850,176341,0,7
851,153826,0,7
852,154051,0,8
853,173996,0,8
854,170086,0,1
855,154052,0,8
856,154053,0,8
857,175289,0,8
858,172599,0,8
859,172600,0,8
860,172602,0,8
861,172710,0,8
862,172719,0,8
863,172735,0,8
864,175287,0,8
865,172737,0,8
866,169073,0,8
867,169074,0,8
868,169075,0,8
869,176135,0,8
870,176346,0,7
871,149635,0,8
872,153823,0,8
873,153824,0,6
874,179662,0,8
875,179664,0,8
876,173399,0,8
877,173400,0,8
878,173402,0,8
879,166722,0,8
880,153821,0,8
881,153822,0,7
882,155295,0,8
883,173407,0,8
884,173409,0,8
885,170604,0,8
886,170612,0,8
887,170613,0,8
888,170651,0,8
889,166718,0,8
890,156724,0,8
891,155179,0,8
892,155180,0,8
893,155182,0,8
894,170581,0,8
895,175318,0,7
896,166716,0,8
897,172738,0,8
898,172742,0,8
899,172743,0,8
900,209064,0,6
901,156689,0,8
902,150600,0,8
903,150601,0,8
904,209065,0,8
905,156695,0,8
906,150602,0,5
907,193128,0,8
908,156713,0,8
909,150603,0,6
910,149632,0,8
911,149633,0,6
912,150597,0,8
913,150598,0,8
914,197582,0,0
915,197584,0,6
916,191525,0,8
917,173931,0,8
918,173932,0,8
919,186084,0,0
920,176076,0,8
921,184549,0,8
922,184552,0,8
923,185066,0,8
924,185272,0,8
925,185277,0,8
926,178312,0,8
927,179127,0,8
928,179131,0,7
929,184315,0,4
930,163219,0,8
931,176100,0,8
932,186033,0,0
933,186036,0,0
934,186037,0,0
935,185347,0,8
936,185348,0,8
937,185349,0,7
938,170566,0,8
939,179214,0,7
940,170568,0,8
941,160460,0,8
942,178236,0,8
943,178256,0,8
944,181332,0,8
945,180378,0,8
946,179818,0,8
947,170057,0,8
948,160690,0,8
949,160695,0,7
950,183117,0,8
951,187127,0,8
952,187128,0,8
953,186032,0,0
954,185021,0,8
955,185838,0,6
956,196372,0,8
957,179539,0,8
958,179804,0,7
959,180620,0,0
960,185350,0,3
961,178306,0,8
962,179994,0,8
963,179995,0,8
964,182686,0,8
965,197585,0,6
966,197586,0,8
967,194241,0,8
968,194261,0,7
969,194262,0,8
970,194263,0,8
971,167438,0,0
972,167447,0,0
973,167448,0,0
974,167449,0,6
975,191527,0,8
976,182429,0,7
977,182430,0,8
978,182431,0,8
979,182433,0,8
980,183669,0,5
981,184707,0,5
982,193767,0,8
983,193768,0,8
984,194264,0,7
985,194266,0,7
986,192926,0,8
987,192933,0,8
988,192935,0,8
989,192944,0,8
990,183087,0,4
991,183090,0,8
992,187350,0,8
993,185873,0,5
994,185877,0,0
995,185927,0,8
996,185930,0,0
997,197325,0,8
998,192947,0,8
999,195564,0,8
1000,177856,0,4
1001,177858,0,6
1002,177859,0,7
1003,177860,0,7
1004,177861,0,8
1005,177863,0,8
1006,197934,0,8
1007,197982,0,8
1008,198501,0,8
1009,184736,0,7
1010,181321,0,8
1011,180899,0,8
1012,197346,0,8
1013,167469,0,0
1014,191514,0,8
1015,191516,0,8
1016,191517,0,8
1017,191519,0,8
1018,191521,0,8
1019,188802,0,6
1020,188807,0,7
1021,188811,0,8
1022,195074,0,8
1023,195075,0,8
1024,180904,0,8
1025,178297,0,8
1026,178307,0,8
1027,178310,0,8
1028,167434,0,5
1029,167436,0,7
1030,192925,0,8
1031,177864,0,7
1032,177865,0,7
1033,177866,0,8
1034,177867,0,8
1035,184016,0,6
1036,179538,0,8
1037,176578,0,0
1038,177824,0,0
1039,175986,0,8
1040,173626,0,4
1041,173628,0,4
1042,173646,0,7
1043,203062,0,8
1044,203068,0,8
1045,201418,0,7
1046,201419,0,7
1047,202805,0,8
1048,200847,0,8
1049,202305,0,8
1050,203299,0,8
1051,202499,0,8
1052,202945,0,8
1053,203096,0,8
1054,202502,0,8
1055,202111,0,8
1056,196799,0,8
1057,202364,0,8
1058,196800,0,8
1059,203475,0,8
1060,196776,0,8
1061,196798,0,8
1062,203072,0,8
1063,203073,0,8
1064,202319,0,8
1065,202020,0,8
1066,141799,-1,-1
1067,200283,0,8
1068,184020,0,8
1069,184023,0,4
1070,184024,0,6
1071,179462,0,8
1072,179463,0,8
1073,173676,0,8
1074,182330,0,6
1075,182353,0,0
1076,182401,0,8
1077,182411,0,7
1078,184007,0,0
1079,179457,0,8
1080,179913,0,0
1081,184009,0,2
1082,185429,0,8
1083,185430,0,8
1084,203176,0,8
1085,200730,0,7
1086,203017,0,8
1087,203018,0,8
1088,200602,0,6
1089,203043,0,8
1090,199865,0,8
1091,203395,0,8
1092,202210,0,8
1093,144655,0,8
1094,203564,0,8
1095,200595,0,8
1096,198003,0,8
1097,203989,0,8
1098,203988,0,8
1099,204244,0,8
1100,202306,0,8
1101,202344,0,7
1102,202941,0,8
1103,202942,0,8
1104,201979,0,8
1105,202275,0,8
1106,203675,0,8
1107,203668,0,8
1108,203670,0,8
1109,203672,0,8
1110,202211,0,8
1111,202217,0,8
1112,202295,0,8
1113,203074,0,8
1114,203075,0,8
1115,200704,0,8
1116,202501,0,8
1117,199881,0,8
1118,201362,0,8
1119,201340,0,8
1120,201364,0,8
1121,201343,0,8
1122,202936,0,8
1123,202792,0,8
1124,202940,0,8
1125,202307,0,8
1126,203200,0,8
1127,203201,0,8
1128,203015,0,8
1129,203016,0,8
1130,202324,0,8
1131,202329,0,8
1132,202347,0,8
1133,200314,0,8
1134,203039,0,8
1135,207394,0,8
1136,202335,0,8
1137,202349,0,8
1138,200729,0,7
1139,203076,0,8
1140,203040,0,8
1141,202490,0,8
1142,201378,0,8
1143,201363,0,8
1144,202946,0,8
1145,197135,0,8
1146,203182,0,8
1147,202354,0,8
1148,197623,0,8
1149,202800,0,8
1150,202799,0,8
1151,203169,0,8
1152,197133,0,8
1153,200769,0,8
1154,203042,0,8
1155,202934,0,8
1156,170913,0,7
1157,197648,0,0
1158,192031,0,0
1159,192033,0,0
1160,192034,0,0
1161,192035,0,0
1162,196561,0,8
1163,190111,0,8
1164,190112,0,8
1165,190113,0,8
1166,190337,0,8
1167,190686,0,0
1168,191224,0,8
1169,195640,0,8
1170,193171,0,8
1171,193172,0,8
1172,194242,0,8
1173,194252,0,8
1174,194573,0,7
1175,184000,0,8
1176,193173,0,8
1177,193174,0,8
1178,193220,0,8
1179,193223,0,8
1180,193224,0,8
1181,193225,0,8
1182,190811,0,8
1183,190814,0,8
1184,190815,0,8
1185,187370,0,8
1186,194189,0,0
1187,194190,0,6
1188,183845,0,8
1189,194359,0,8
1190,194360,0,8
1191,195608,0,8
1192,195636,0,8
1193,187484,0,3
1194,195764,0,8
1195,188561,0,8
1196,194710,0,7
1197,195637,0,8
1198,195641,0,8
1199,187452,0,8
1200,190650,0,8
1201,190803,0,8
1202,186729,0,8
1203,195949,0,8
1204,194695,0,7
1205,180213,0,8
1206,197578,0,0
1207,166498,0,8
1208,166510,0,8
1209,166511,0,8
1210,187062,0,8
1211,195605,0,8
1212,176502,0,8
1213,193848,0,3
1214,191483,0,8
1215,197581,0,0
1216,166512,0,8
1217,193507,0,8
1218,188902,0,8
1219,190393,0,8
1220,195607,0,8
1221,193785,0,8
1222,191969,0,7
1223,190370,0,8
1224,190560,0,8
1225,190565,0,8
1226,193236,0,6
1227,193226,0,8
1228,190295,0,6
1229,190297,0,4
1230,190298,0,6
1231,175941,0,7
1232,186742,0,8
1233,192948,0,8
1234,194525,0,8
1235,194528,0,8
1236,194530,0,5
1237,188578,0,8
1238,193154,0,5
1239,193155,0,8
1240,193156,0,8
1241,193157,0,8
1242,193159,0,8
1243,193162,0,8
1244,193164,0,8
1245,188133,0,8
1246,192612,0,0
1247,192613,0,0
1248,192614,0,6
1249,171352,0,0
1250,192949,0,8
1251,192992,0,8
1252,195238,0,8
1253,191428,0,8
1254,194534,0,8
1255,194536,0,8
1256,193676,0,8
1257,193677,0,8
1258,193683,0,8
1259,193131,0,8
1260,193132,0,8
1261,188590,0,8
1262,188592,0,8
1263,197657,0,0
1264,193169,0,8
1265,192615,0,0
1266,192616,0,7
1267,196302,0,8
1268,196769,0,8
1269,193691,0,7
1270,193695,0,8
1271,187066,0,6
1272,187067,0,0
1273,197679,0,0
1274,189295,0,8
1275,191897,0,8
1276,189099,0,7
1277,197658,0,5
1278,197660,0,8
1279,197661,0,8
1280,197662,0,7
1281,166430,0,8
1282,195461,0,8
1283,195462,0,8
1284,195467,0,8
1285,195470,0,8
1286,170896,0,6
1287,196773,0,8
1288,196774,0,8
1289,196775,0,8
1290,196778,0,8
1291,187068,0,0
1292,187070,0,0
1293,192027,0,5
1294,192030,0,0
1295,197004,0,8
1296,189103,0,8
1297,189105,0,8
1298,166483,0,8
1299,166489,0,8
1300,166493,0,8
1301,188145,0,8
1302,188163,0,8
1303,188176,0,8
1304,187395,0,0
1305,194538,0,8
1306,194539,0,8
1307,194540,0,8
1308,193143,0,8
1309,193144,0,8
1310,193145,0,8
1311,193146,0,5
1312,193149,0,8
1313,193150,0,8
1314,193151,0,8
1315,176968,0,8
1316,186738,0,8
1317,192605,0,8
1318,192606,0,0
1319,192607,0,7
1320,192608,0,0
1321,193663,0,7
1322,196779,0,8
1323,197577,0,8
1324,195879,0,8
1325,193152,0,8
1326,191906,0,7
1327,192609,0,0
1328,192610,0,1
1329,192611,0,0
1330,166059,0,8
1331,166070,0,4
1332,166069,0,7
1333,200273,0,8
1334,208097,0,8
1335,200378,0,8
1336,198212,0,8
1337,197931,0,8
1338,198726,0,8
1339,198998,0,8
1340,200280,0,8
1341,198735,0,8
1342,167555,0,8
1343,167556,0,8
1344,167563,0,8
1345,167568,0,8
1346,167571,0,8
1347,206150,0,8
1348,206151,0,8
1349,206152,0,8
1350,188662,0,4
1351,198610,0,8
1352,199447,0,8
1353,199470,0,8
1354,199472,0,8
1355,200312,0,8
1356,200309,0,8
1357,197469,0,8
1358,198052,0,6
1359,198053,0,5
1360,199976,0,0
1361,199982,0,8
1362,198371,0,8
1363,196891,0,8
1364,197470,0,8
1365,198089,0,8
1366,199967,0,8
1367,199971,0,8
1368,186953,0,6
1369,198093,0,8
1370,198094,0,8
1371,198095,0,8
1372,205352,0,7
1373,205356,0,8
1374,206149,0,8
1375,199972,0,8
1376,197500,0,8
1377,197501,0,8
1378,197503,0,8
1379,186954,0,7
1380,186955,0,8
1381,186956,0,6
1382,186957,0,5
1383,199436,0,8
1384,197504,0,8
1385,198611,0,8
1386,200561,0,8
1387,198515,0,8
1388,199286,0,8
1389,199306,0,8
1390,206704,0,8
1391,199439,0,8
1392,199442,0,8
1393,200310,0,8
1394,265066,0,8
1395,206153,0,8
1396,206154,0,8
1397,199443,0,8
1398,199444,0,8
1399,199445,0,7
1400,206155,0,8
1401,167456,0,8
1402,200563,0,8
1403,200571,0,8
1404,200572,0,8
1405,175081,0,8
1406,199973,0,8
1407,196071,0,8
1408,197894,0,8
1409,197897,0,8
1410,199383,0,8
1411,166072,0,8
1412,166074,0,8
1413,200414,0,8
1414,200416,0,8
1415,200417,0,8
1416,262542,0,8
1417,262543,0,8
1418,196997,0,0
1419,198239,0,8
1420,194025,0,8
1421,197505,0,8
1422,197445,0,8
1423,197896,0,8
1424,168403,0,8
1425,200894,0,8
1426,197488,0,8
1427,197489,0,8
1428,166192,0,7
1429,166203,0,8
1430,197496,0,8
1431,197506,0,8
1432,197507,0,8
1433,197508,0,8
1434,198734,0,8
1435,200136,0,8
1436,196074,0,8
1437,197053,0,7
1438,197056,0,8
1439,197058,0,8
1440,197903,0,8
1441,197925,0,8
1442,197920,0,8
1443,200279,0,8
1444,197813,0,7
1445,167218,0,8
1446,197497,0,8
1447,197502,0,8
1448,198559,0,8
1449,187393,0,0
1450,200311,0,8
1451,200142,0,8
1452,200143,0,8
1453,197482,0,8
1454,200169,0,8
1455,197814,0,8
1456,199814,0,8
1457,198240,0,6
1458,198246,0,0
1459,198993,0,8
1460,199007,0,8
1461,199043,0,8
1462,200281,0,8
1463,197900,0,8
1464,197899,0,8
1465,197901,0,8
1466,199386,0,8
1467,166076,0,8
1468,166077,0,8
1469,166180,0,7
1470,166182,0,8
1471,197490,0,8
1472,167551,0,8
1473,198214,0,8
1474,200278,0,8
1475,166190,0,8
1476,197491,0,8
1477,197493,0,8
1478,197495,0,8
1479,167294,0,8
1480,206545,0,8
1481,204001,0,8
1482,206030,0,8
1483,206879,0,8
1484,206397,0,8
1485,206660,0,8
1486,206668,0,8
1487,206672,0,8
1488,202004,0,8
1489,202006,0,8
1490,207521,0,8
1491,208491,0,8
